Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,,
16|14|5|31|Ride|TWENTY ONE PILOTS|2016-04-02|96|5|39|20161029,,,,,
17|16|1|28|One Dance|DRAKE featuring WIZKID & KYLA|2016-04-23|21|1|36|20161029,,,,,
18|15|7|37|Needed Me|RIHANNA|2016-02-20|91|7|45|20161029,,,,,
19|17|8|21|Send My Love (To Your New Lover)|ADELE|2016-06-11|26|8|26|20161029,,,,,
20|20|20|11|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|26|20161029,,,,,
21|22|19|16|Luv|TORY LANEZ|2016-07-16|96|19|22|20161029,,,,,
22|23|1|23|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|38|20161029,,,,,
23|24|15|16|Sucker For Pain|LIL WAYNE, WIZ KHALIFA & IMAGINE DRAGONS with LOGIC, TY DOLL|2016-07-16|32|15|22|20161029,,,
24|19|14|24|Too Good|DRAKE featuring RIHANNA|2016-05-21|52|14|29|20161029,,,,,
25|27|24|6|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|21|20161029,,,,,
26|21|9|18|We Don't Talk Anymore|CHARLIE PUTH featuring SELENA GOMEZ|2016-07-02|86|9|23|20161029,,,,,
27|26|25|18|Hymn For The Weekend|COLDPLAY|2016-07-02|88|25|21|20161029,,,,,
28|29|28|7|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20161029,,,,,
29|30|26|22|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20161029,,,,,
30|28|24|4|My Way|CALVIN HARRIS|2016-10-08|24|24|10|20161029,,,,,
31|32|28|20|Sit Still, Look Pretty|DAYA|2016-06-18|100|28|24|20161029,,,,
32|33|1|34|Panda|DESIIGNER|2016-03-12|96|1|40|20161029,,,,,
33|38|33|5|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|20|20161029,,,,,
34|31|13|21|Into You|ARIANA GRANDE|2016-06-11|51|13|23|20161029,,,,,
35|44|35|6|Caroline|AMINE|2016-09-24|96|11|21|20161029,,,,,
36|34|29|11|Setting The World On Fire|KENNY CHESNEY featuring P!NK|2016-08-20|29|29|20|20161029,,,,,
37|35|34|12|Tiimy Turner|DESIIGNER|2016-08-13|46|34|20|20161029,,,,,
38|18|18|2|All We Know|THE CHAINSMOKERS featuring PHOEBE RYAN|2016-10-22|18|18|16|20161029,,,,,
39|41|39|9|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20161029,,,,,
40|45|40|5|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|20|20161029,,,,,
41|37|13|19|For Free|DJ KHALED featuring DRAKE|2016-06-25|18|13|20|20161029,,,,,
42|46|42|7|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|10|22|20161029,,,,,
43|36|16|24|Controlla|DRAKE|2016-05-21|34|16|26|20161029,,,,,
44|40|40|11|Chill Bill|ROB stone featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20161029,,,,,
45|39|32|16|No Limit|USHER featuring YOUNG THUG|2016-07-16|80|32|20|20161029,,,,,
46|42|4|33|Work From Home|FIFTH HARMONY featuring TY DOLLA $IGN|2016-03-19|12|4|34|20161029,,,,,
47|48|43|9|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20161029,,,,,
48|52|48|10|Do You Mind|DJ KHALED featuring NICKI MINAJ, CHRIS BROWN & AUGUST ALSINA|2016-08-27|94|27|20|20161029,,,,
49|51|49|20|No Problem|CHANCE THE RAPPER featuring LIL WAYNE & 2 CHAINZ|2016-06-18|97|43|25|20161029,,,,,
50|43|10|26|Just Like Fire|P!NK|2016-05-07|42|10|26|20161029,,,,,
51|53|51|12|Middle Of A Memory|COLE SWINDELL|2016-08-13|99|46|20|20161029,,,,,
52|58|52|7|I Know Somebody|LoCASH|2016-09-17|97|52|11|20161029,,,,,
53|50|44|12|It Don't Hurt Like It Used To|BILLY CURRINGTON|2016-08-13|97|44|17|20161029,,,,,
54|25|25|3|This Town|NIALL HORAN|2016-10-15|63|20|18|20161029,,,,,
55|NEW|55|1|Love Me Now|JOHN LEGEND|2016-10-29|55|55|1|20161029,,,,,
56|NEW|56|1|Don't Wanna Know|MAROON 5 featuring KENDRICK LAMAR|2016-10-29|56|7|16|20161029,,,,,
57|57|57|9|1 Night|LIL YACHTY|2016-09-03|94|49|19|20161029,,,,,
58|55|55|8|Move|LUKE BRYAN|2016-09-10|100|50|14|20161029,,,,,
59|59|56|7|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20161029,,,,,
60|56|56|12|Father Stretch My Hands Pt. 1|KANYE WEST|2016-08-13|94|56|12|20161029,,,,,
61|87|61|2|You Don't Own Me|GRACE featuring G-EAZY|2016-10-22|87|61|2|20161029,,,,,
62|65|62|13|Come And See Me|PARTYNEXTDOOR featuring DRAKE|2016-08-06|98|55|22|20161029,,,,,
63|66|63|5|A Little More Summertime|JASON ALDEAN|2016-10-01|69|52|12|20161029,,,,,
64|54|47|6|Fade|KANYE WEST|2016-09-24|98|47|13|20161029,,,,,
65|47|26|12|This Girl|KUNGS vs COOKIN' ON 3 BURNERS|2016-08-13|91|26|14|20161029,,,,,
66|71|66|8|Too Much Sauce|DJ ESCO featuring FUTURE & LIL UZI VERT|2016-09-10|94|50|20|20161029,,,,,
67|64|47|13|Vice|MIRANDA LAMBERT|2016-08-06|47|47|19|20161029,,,,,
68|70|68|5|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20161029,,,,,
69|62|62|9|Rock On|TUCKER BEATHARD|2016-09-03|98|62|10|20161029,,,,,
70|NEW|70|1|Today|BRAD PAISLEY|2016-10-29|70|70|1|20161029,,,,,
71|72|71|5|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|20|20161029,,,,,
72|68|54|18|Money Longer|LIL UZI VERT|2016-07-02|92|54|22|20161029,,,,,
73|78|73|14|You Was Right|LIL UZI VERT|2016-07-30|89|40|28|20161029,,,,,
74|83|74|4|Key To The Streets|YFN LUCCI featuring MIGOS & TROUBLE|2016-10-08|87|70|10|20161029,,,,,
75|67|42|18|Different For Girls|DIERKS BENTLEY featuring ELLE KING|2016-07-02|99|42|19|20161029,,,,,
76|NEW|76|1|Million Reasons|LADY GAGA|2016-10-29|76|76|1|20161029,,,,,
77|NEW|77|1|PPAP (Pen-Pineapple-Apple-Pen)|PIKO-TARO|2016-10-29|77|77|1|20161029,,,,,
78|61|60|8|I Met A Girl|WILLIAM MICHAEL MORGAN|2016-09-10|99|60|9|20161029,,,,,
79|77|77|9|Wishing|DJ DRAMA featuring CHRIS BROWN, SKEME & LYQUIN|2016-09-03|95|77|14|20161029,,,,
80|84|80|3|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|18|20161029,,,,,
81|92|81|3|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20161029,,,,,
82|NEW|82|1|All Time Low|JON BELLION|2016-10-29|82|16|16|20161029,,,,,
83|81|69|6|Hold Up|BEYONCE|2016-09-24|69|69|8|20161029,,,,,
84|97|84|2|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|17|20161029,,,,,
85|NEW|85|1|Ain't My Fault|ZARA LARSSON|2016-10-29|85|76|7|20161029,,,,,
86|82|66|13|Wat U Mean (Aye, Aye, Aye)|DAE DAE|2016-08-06|96|66|17|20161029,,,
87|75|58|14|You & Me|MARC E. BASSY featuring G-EAZY|2016-07-30|91|58|16|20161029,,,,,
88|79|24|17|All In My Head (Flex)|FIFTH HARMONY featuring FETTY WAP|2016-07-09|78|24|18|20161029,,,,,
89|76|68|3|Mercy|SHAWN MENDES|2016-10-15|68|17|18|20161029,,,,,
90|85|85|3|CRZY|KEHLANI|2016-10-15|95|85|5|20161029,,,,,
91|93|91|3|Capsize|FRENSHIP & EMILY WARREN|2016-10-15|94|78|10|20161029,,,,,
92|88|40|18|THat Part|SCHOOLBOY Q featuring KANYE WEST|2016-07-02|76|40|19|20161029,,,,,
93|98|93|2|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|17|20161029,,,,,
94|80|35|20|Peter Pan|KELSEA BALLERINI|2016-06-18|92|35|20|20161029,,,,,
95|69|15|5|Perfect Illusion|LADY GAGA|2016-10-01|15|15|5|20161029,,,,,
96|NEW|96|1|Kids|ONEREPUBLIC|2016-10-29|96|96|1|20161029,,,,,
97|73|21|4|Forever Country|ARTISTS OF THEN, NOW & FOREVER|2016-10-08|21|21|4|20161029,,,,
98|90|30|16|I Got The Keys|DJ KHALED featuring JAY Z & FUTURE|2016-07-16|56|30|17|20161029,,,,,
99|74|74|2|Cranes In The Sky|SOLANGE|2016-10-22|74|74|2|20161029,,,,,
100|95|41|10|Gangsta|KEHLANI|2016-08-27|62|41|11|20161029,,,,,
1|1|1|10|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|26|20161022,,,,,
2|3|2|3|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|19|20161022,,,,,
3|2|2|16|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|32|20161022,,,,,
4|4|2|11|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20161022,,,,,
5|5|4|9|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|25|20161022,,,,,
6|8|6|17|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|33|20161022,,,,,
7|6|6|18|Treat You Better|SHAWN MENDES|2016-06-25|34|6|34|20161022,,,,,
8|7|1|34|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|50|20161022,,,,,
9|9|3|33|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|49|20161022,,,,,
10|13|10|25|I Hate U I Love U|GNASH featuring OLIVIA O'BRIEN|2016-05-07|93|10|39|20161022,,,,,
11|10|3|23|This Is What You Came For|CALVIN HARRIS featuring RIHANNA|2016-05-21|9|3|32|20161022,,,,,
12|19|12|6|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|22|20161022,,,,,
13|15|13|20|Gold|KIIARA|2016-06-11|96|13|27|20161022,,,,,
14|12|5|30|Ride|TWENTY ONE PILOTS|2016-04-02|96|5|39|20161022,,,,,
15|17|7|36|Needed Me|RIHANNA|2016-02-20|91|7|45|20161022,,,,,
16|14|1|27|One Dance|DRAKE featuring WIZKID & KYLA|2016-04-23|21|1|36|20161022,,,,,
17|16|8|20|Send My Love (To Your New Lover)|ADELE|2016-06-11|26|8|26|20161022,,,,,
18|NEW|18|1|All We Know|THE CHAINSMOKERS featuring PHOEBE RYAN|2016-10-22|18|18|16|20161022,,,,,
19|18|14|23|Too Good|DRAKE featuring RIHANNA|2016-05-21|52|14|29|20161022,,,,,
20|24|20|10|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|26|20161022,,,,,
21|11|9|17|We Don't Talk Anymore|CHARLIE PUTH featuring SELENA GOMEZ|2016-07-02|86|9|23|20161022,,,,,
22|21|19|15|Luv|TORY LANEZ|2016-07-16|96|19|22|20161022,,,,,
23|20|1|22|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|38|20161022,,,,,
24|22|15|15|Sucker For Pain|LIL WAYNE, WIZ KHALIFA & IMAGINE DRAGONS with LOGIC, TY DOLL|2016-07-16|32|15|22|20161022,,,
25|63|25|2|This Town|NIALL HORAN|2016-10-15|63|20|18|20161022,,,,,
26|25|25|17|Hymn For The Weekend|COLDPLAY|2016-07-02|88|25|21|20161022,,,,,
27|30|24|5|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|21|20161022,,,,,
28|27|24|3|My Way|CALVIN HARRIS|2016-10-08|24|24|10|20161022,,,,,
29|36|29|6|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20161022,,,,,
30|26|26|21|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20161022,,,,,
31|23|13|20|Into You|ARIANA GRANDE|2016-06-11|51|13|23|20161022,,,,,
32|33|28|19|Sit Still, Look Pretty|DAYA|2016-06-18|100|28|24|20161022,,,,
33|28|1|33|Panda|DESIIGNER|2016-03-12|96|1|40|20161022,,,,,
34|37|29|10|Setting The World On Fire|KENNY CHESNEY featuring P!NK|2016-08-20|29|29|20|20161022,,,,,
35|43|34|11|Tiimy Turner|DESIIGNER|2016-08-13|46|34|20|20161022,,,,,
36|32|16|23|Controlla|DRAKE|2016-05-21|34|16|26|20161022,,,,,
37|31|13|18|For Free|DJ KHALED featuring DRAKE|2016-06-25|18|13|20|20161022,,,,,
38|41|38|4|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|20|20161022,,,,,
39|35|32|15|No Limit|USHER featuring YOUNG THUG|2016-07-16|80|32|20|20161022,,,,,
40|40|40|10|Chill Bill|ROB stone featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20161022,,,,,
41|47|41|8|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20161022,,,,,
42|39|4|32|Work From Home|FIFTH HARMONY featuring TY DOLLA $IGN|2016-03-19|12|4|34|20161022,,,,,
43|38|10|25|Just Like Fire|P!NK|2016-05-07|42|10|26|20161022,,,,,
44|52|44|5|Caroline|AMINE|2016-09-24|96|11|21|20161022,,,,,
45|53|45|4|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|20|20161022,,,,,
46|51|46|6|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|10|22|20161022,,,,,
47|29|26|11|This Girl|KUNGS vs COOKIN' ON 3 BURNERS|2016-08-13|91|26|14|20161022,,,,,
48|49|43|8|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20161022,,,,,
49|42|18|35|Low Life|FUTURE featuring THE WEEKND|2016-02-27|52|18|35|20161022,,,,,
50|44|44|11|It Don't Hurt Like It Used To|BILLY CURRINGTON|2016-08-13|97|44|17|20161022,,,,,
51|54|51|19|No Problem|CHANCE THE RAPPER featuring LIL WAYNE & 2 CHAINZ|2016-06-18|97|43|25|20161022,,,,,
52|82|52|9|Do You Mind|DJ KHALED featuring NICKI MINAJ, CHRIS BROWN & AUGUST ALSINA|2016-08-27|94|27|20|20161022,,,,
53|56|53|11|Middle Of A Memory|COLE SWINDELL|2016-08-13|99|46|20|20161022,,,,,
54|58|47|5|Fade|KANYE WEST|2016-09-24|98|47|13|20161022,,,,,
55|61|55|7|Move|LUKE BRYAN|2016-09-10|100|50|14|20161022,,,,,
56|57|56|11|Father Stretch My Hands Pt. 1|KANYE WEST|2016-08-13|94|56|12|20161022,,,,,
57|62|57|8|1 Night|LIL YACHTY|2016-09-03|94|49|19|20161022,,,,,
58|72|58|6|I Know Somebody|LoCASH|2016-09-17|97|52|11|20161022,,,,,
59|65|56|6|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20161022,,,,,
60|NEW|60|1|Say It|FLUME featuring TOVE LO|2016-10-22|60|60|1|20161022,,,,,
61|60|60|7|I Met A Girl|WILLIAM MICHAEL MORGAN|2016-09-10|99|60|9|20161022,,,,,
62|67|62|8|Rock On|TUCKER BEATHARD|2016-09-03|98|62|10|20161022,,,,,
63|NEW|63|1|False Alarm|THE WEEKND|2016-10-22|63|63|1|20161022,,,,,
64|64|47|12|Vice|MIRANDA LAMBERT|2016-08-06|47|47|19|20161022,,,,,
65|70|65|12|Come And See Me|PARTYNEXTDOOR featuring DRAKE|2016-08-06|98|55|22|20161022,,,,,
66|71|66|4|A Little More Summertime|JASON ALDEAN|2016-10-01|69|52|12|20161022,,,,,
67|55|42|17|Different For Girls|DIERKS BENTLEY featuring ELLE KING|2016-07-02|99|42|19|20161022,,,,,
68|66|54|17|Money Longer|LIL UZI VERT|2016-07-02|92|54|22|20161022,,,,,
69|59|15|4|Perfect Illusion|LADY GAGA|2016-10-01|15|15|5|20161022,,,,,
70|76|70|4|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20161022,,,,,
71|79|71|7|Too Much Sauce|DJ ESCO featuring FUTURE & LIL UZI VERT|2016-09-10|94|50|20|20161022,,,,,
72|78|72|4|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|20|20161022,,,,,
73|34|21|3|Forever Country|ARTISTS OF THEN, NOW & FOREVER|2016-10-08|21|21|4|20161022,,,,
74|NEW|74|1|Cranes In The Sky|SOLANGE|2016-10-22|74|74|2|20161022,,,,,
75|74|58|13|You & Me|MARC E. BASSY featuring G-EAZY|2016-07-30|91|58|16|20161022,,,,,
76|68|68|2|Mercy|SHAWN MENDES|2016-10-15|68|17|18|20161022,,,,,
77|93|77|8|Wishing|DJ DRAMA featuring CHRIS BROWN, SKEME & LYQUIN|2016-09-03|95|77|14|20161022,,,,
78|85|78|13|You Was Right|LIL UZI VERT|2016-07-30|89|40|28|20161022,,,,,
79|77|24|16|All In My Head (Flex)|FIFTH HARMONY featuring FETTY WAP|2016-07-09|78|24|18|20161022,,,,,
80|69|35|19|Peter Pan|KELSEA BALLERINI|2016-06-18|92|35|20|20161022,,,,,
81|87|69|5|Hold Up|BEYONCE|2016-09-24|69|69|8|20161022,,,,,
82|84|66|12|Wat U Mean (Aye, Aye, Aye)|DAE DAE|2016-08-06|96|66|17|20161022,,,
83|86|83|3|Key To The Streets|YFN LUCCI featuring MIGOS & TROUBLE|2016-10-08|87|70|10|20161022,,,,,
84|89|84|2|HandClap|FITZ AND THE TANTRUMS|2016-10-15|89|53|18|20161022,,,,,
85|95|85|2|CRZY|KEHLANI|2016-10-15|95|85|5|20161022,,,,,
86|80|45|19|Make You Miss Me|SAM HUNT|2016-06-18|93|45|19|20161022,,,,,
87|NEW|87|1|You Don't Own Me|GRACE featuring G-EAZY|2016-10-22|87|61|2|20161022,,,,,
88|83|40|17|THat Part|SCHOOLBOY Q featuring KANYE WEST|2016-07-02|76|40|19|20161022,,,,,
89|NEW|89|1|Juju On That Beat (TZ Anthem)|ZAY HILFIGERRR & ZAYLON McCALL|2016-10-22|89|5|17|20161022,,,,,
90|81|30|15|I Got The Keys|DJ KHALED featuring JAY Z & FUTURE|2016-07-16|56|30|17|20161022,,,,,
91|NEW|91|1|Don't Touch My Hair|SOLANGE featuring SAMPHA|2016-10-22|91|91|1|20161022,,,,,
92|92|92|2|Song For Another Time|OLD DOMINION|2016-10-15|92|59|18|20161022,,,,,
93|94|93|2|Capsize|FRENSHIP & EMILY WARREN|2016-10-15|94|78|10|20161022,,,,,
94|NEW|94|1|Lifted|CL|2016-10-22|94|94|1|20161022,,,,,
95|88|41|9|Gangsta|KEHLANI|2016-08-27|62|41|11|20161022,,,,,
96|91|91|3|Goosebumps|TRAVIS SCOTT|2016-10-08|97|91|3|20161022,,,,,
97|NEW|97|1|Fresh Eyes|ANDY GRAMMER|2016-10-22|97|59|17|20161022,,,,,
98|NEW|98|1|Wanna Be That Song|BRETT ELDREDGE|2016-10-22|98|46|17|20161022,,,,,
99|90|62|16|Why You Always Hatin?|YG featuring DRAKE & KAMAIYAH|2016-07-09|92|62|16|20161022,,,,,
100|NEW|100|1|All Eyez|THE GAME featuring JEREMIH|2016-10-22|100|100|1|20161022,,,,,
1|1|1|9|Closer|THE CHAINSMOKERS featuring HALSEY|2016-08-20|9|1|26|20161015,,,,,
2|2|2|15|Heathens|TWENTY ONE PILOTS|2016-07-09|14|2|32|20161015,,,,,
3|40|3|2|Starboy|THE WEEKND featuring DAFT PUNK|2016-10-08|40|1|19|20161015,,,,,
4|3|2|10|Cold Water|MAJOR LAZER featuring JUSTIN BIEBER & MO|2016-08-13|2|2|27|20161015,,,,,
5|4|4|8|Let Me Love You|DJ SNAKE featuring JUSTIN BIEBER|2016-08-27|12|4|25|20161015,,,,,
6|6|6|17|Treat You Better|SHAWN MENDES|2016-06-25|34|6|34|20161015,,,,,
7|5|1|33|Cheap Thrills|SIA featuring SEAN PAUL|2016-03-05|81|1|50|20161015,,,,,
8|8|8|16|Broccoli|D.R.A.M. featuring LIL YACHTY|2016-07-02|87|5|33|20161015,,,,,
9|7|3|32|Don't Let Me Down|THE CHAINSMOKERS featuring DAYA|2016-03-12|81|3|49|20161015,,,,,
10|10|3|22|This Is What You Came For|CALVIN HARRIS featuring RIHANNA|2016-05-21|9|3|32|20161015,,,,,
11|9|9|16|We Don't Talk Anymore|CHARLIE PUTH featuring SELENA GOMEZ|2016-07-02|86|9|23|20161015,,,,,
12|11|5|29|Ride|TWENTY ONE PILOTS|2016-04-02|96|5|39|20161015,,,,,
13|19|13|24|I Hate U I Love U|GNASH featuring OLIVIA O'BRIEN|2016-05-07|93|10|39|20161015,,,,,
14|14|1|26|One Dance|DRAKE featuring WIZKID & KYLA|2016-04-23|21|1|36|20161015,,,,,
15|16|15|19|Gold|KIIARA|2016-06-11|96|13|27|20161015,,,,,
16|13|8|19|Send My Love (To Your New Lover)|ADELE|2016-06-11|26|8|26|20161015,,,,,
17|12|7|35|Needed Me|RIHANNA|2016-02-20|91|7|45|20161015,,,,,
18|15|14|22|Too Good|DRAKE featuring RIHANNA|2016-05-21|52|14|29|20161015,,,,,
19|18|18|5|Side To Side|ARIANA GRANDE featuring NICKI MINAJ|2016-09-17|31|4|22|20161015,,,,,
20|17|1|21|Can't Stop The Feeling!|JUSTIN TIMBERLAKE|2016-05-28|1|1|38|20161015,,,,,
21|22|19|14|Luv|TORY LANEZ|2016-07-16|96|19|22|20161015,,,,,
22|23|15|14|Sucker For Pain|LIL WAYNE, WIZ KHALIFA & IMAGINE DRAGONS with LOGIC, TY DOLL|2016-07-16|32|15|22|20161015,,,
23|20|13|19|Into You|ARIANA GRANDE|2016-06-11|51|13|23|20161015,,,,,
24|31|24|9|Starving|HAILEE STEINFELD & GREY featuring ZEDD|2016-08-20|96|12|26|20161015,,,,,
25|25|25|16|Hymn For The Weekend|COLDPLAY|2016-07-02|88|25|21|20161015,,,,,
26|27|26|20|Unsteady|X AMBASSADORS|2016-06-04|99|20|34|20161015,,,,,
27|24|24|2|My Way|CALVIN HARRIS|2016-10-08|24|24|10|20161015,,,,,
28|28|1|32|Panda|DESIIGNER|2016-03-12|96|1|40|20161015,,,,,
29|26|26|10|This Girl|KUNGS vs COOKIN' ON 3 BURNERS|2016-08-13|91|26|14|20161015,,,,,
30|34|24|4|The Greatest|SIA featuring KENDRICK LAMAR|2016-09-24|52|18|21|20161015,,,,,
31|30|13|17|For Free|DJ KHALED featuring DRAKE|2016-06-25|18|13|20|20161015,,,,,
32|33|16|22|Controlla|DRAKE|2016-05-21|34|16|26|20161015,,,,,
33|29|28|18|Sit Still, Look Pretty|DAYA|2016-06-18|100|28|24|20161015,,,,
34|21|21|2|Forever Country|ARTISTS OF THEN, NOW & FOREVER|2016-10-08|21|21|4|20161015,,,,
35|32|32|14|No Limit|USHER featuring YOUNG THUG|2016-07-16|80|32|20|20161015,,,,,
36|52|36|5|Ooouuu|YOUNG M.A.|2016-09-17|85|19|20|20161015,,,,,
37|37|29|9|Setting The World On Fire|KENNY CHESNEY featuring P!NK|2016-08-20|29|29|20|20161015,,,,,
38|38|10|24|Just Like Fire|P!NK|2016-05-07|42|10|26|20161015,,,,,
39|39|4|31|Work From Home|FIFTH HARMONY featuring TY DOLLA $IGN|2016-03-19|12|4|34|20161015,,,,,
40|43|40|9|Chill Bill|ROB stone featuring J. DAVI$ & SPOOKS|2016-08-20|97|29|26|20161015,,,,,
41|77|41|3|Black Beatles|RAE SREMMURD featuring GUCCI MANE|2016-10-01|96|1|20|20161015,,,,,
42|44|18|34|Low Life|FUTURE featuring THE WEEKND|2016-02-27|52|18|35|20161015,,,,,
43|35|34|10|Tiimy Turner|DESIIGNER|2016-08-13|46|34|20|20161015,,,,,
44|53|44|10|It Don't Hurt Like It Used To|BILLY CURRINGTON|2016-08-13|97|44|17|20161015,,,,,
45|41|1|36|Work|RIHANNA featuring DRAKE|2016-02-13|9|1|36|20161015,,,,,
46|45|4|37|I Took A Pill In Ibiza|MIKE POSNER|2016-02-06|79|4|37|20161015,,,,,
47|49|47|7|In The Name Of Love|MARTIN GARRIX & BEBE REXHA|2016-09-03|93|24|23|20161015,,,,,
48|36|20|26|Never Be Like You|FLUME featuring KAI|2016-04-23|98|20|26|20161015,,,,,
49|50|43|7|Pick Up The Phone|YOUNG THUG and TRAVIS SCOTT featuring QUAVO|2016-09-03|90|43|20|20161015,,,,,
50|47|14|22|H.O.L.Y.|FLORIDA GEORGIA LINE|2016-05-21|20|14|22|20161015,,,,,
51|58|51|5|Scars To Your Beautiful|ALESSIA CARA|2016-09-17|95|10|22|20161015,,,,,
52|65|52|4|Caroline|AMINE|2016-09-24|96|11|21|20161015,,,,,
53|60|53|3|Blue Ain't Your Color|KEITH URBAN|2016-10-01|73|24|20|20161015,,,,,
54|55|54|18|No Problem|CHANCE THE RAPPER featuring LIL WAYNE & 2 CHAINZ|2016-06-18|97|43|25|20161015,,,,,
55|48|42|16|Different For Girls|DIERKS BENTLEY featuring ELLE KING|2016-07-02|99|42|19|20161015,,,,,
56|59|56|10|Middle Of A Memory|COLE SWINDELL|2016-08-13|99|46|20|20161015,,,,,
57|56|56|10|Father Stretch My Hands Pt. 1|KANYE WEST|2016-08-13|94|56|12|20161015,,,,,
58|62|47|4|Fade|KANYE WEST|2016-09-24|98|47|13|20161015,,,,,
59|42|15|3|Perfect Illusion|LADY GAGA|2016-10-01|15|15|5|20161015,,,,,
60|67|60|6|I Met A Girl|WILLIAM MICHAEL MORGAN|2016-09-10|99|60|9|20161015,,,,,
61|71|61|6|Move|LUKE BRYAN|2016-09-10|100|50|14|20161015,,,,,
62|70|62|7|1 Night|LIL YACHTY|2016-09-03|94|49|19|20161015,,,,,
63|NEW|63|1|This Town|NIALL HORAN|2016-10-15|63|20|18|20161015,,,,,
64|69|47|11|Vice|MIRANDA LAMBERT|2016-08-06|47|47|19|20161015,,,,,
65|74|56|5|May We All|FLORIDA GEORGIA LINE featuring TIM McGRAW|2016-09-17|56|30|20|20161015,,,,,
66|61|54|16|Money Longer|LIL UZI VERT|2016-07-02|92|54|22|20161015,,,,,
67|64|64|7|Rock On|TUCKER BEATHARD|2016-09-03|98|62|10|20161015,,,,,
68|NEW|68|1|Mercy|SHAWN MENDES|2016-10-15|68|17|18|20161015,,,,,
69|54|35|18|Peter Pan|KELSEA BALLERINI|2016-06-18|92|35|20|20161015,,,,,
70|76|65|11|Come And See Me|PARTYNEXTDOOR featuring DRAKE|2016-08-06|98|55|22|20161015,,,,,
71|75|69|3|A Little More Summertime|JASON ALDEAN|2016-10-01|69|52|12|20161015,,,,,
72|79|72|5|I Know Somebody|LoCASH|2016-09-17|97|52|11|20161015,,,,,
73|51|36|11|Mama Said|LUKAS GRAHAM|2016-08-06|81|36|11|20161015,,,,,
74|68|58|12|You & Me|MARC E. BASSY featuring G-EAZY|2016-07-30|91|58|16|20161015,,,,,
75|66|13|20|Me Too|MEGHAN TRAINOR|2016-06-04|39|13|20|20161015,,,,,
76|81|76|3|Sleep Without You|BRETT YOUNG|2016-10-01|89|47|18|20161015,,,,,
77|63|24|15|All In My Head (Flex)|FIFTH HARMONY featuring FETTY WAP|2016-07-09|78|24|18|20161015,,,,,
78|84|78|3|X|21 SAVAGE & METRO BOOMIN featuring FUTURE|2016-10-01|98|36|20|20161015,,,,,
