ground_strikes_landed,strikes_avoided_pct,attempted_strikes,weight,passes,hometown,age,reach,leg_reach,fighter_name,submissions,takedowns_defended_pct,successful_takedowns,attempted_takedowns,sweeps,fight_out_of,height,standing_strikes_landed,fight_record,other_strikes_landed
49,58,830,205 lb ( 93 kg ),4,"Levittown, New York USA",31,"76""","43""",gian-Villante,0,85,5,20,0,"Bellmore, New York USA","6' 3"" ( 190 cm )",325,15-7-0,26
14,58,161,135 lb ( 61 kg ),1,Sao Paulo Brazil,34,"65""","38""",reginaldo-vieira,2,25,3,5,0,Sao Paulo Brazil,"5' 7"" ( 170 cm )",42,14-4-0,23
4,48,112,145 lb ( 65 kg ),3,Rio de Janeiro Brazil,38,None,None,milton-Vieira,0,13,6,9,0,Rio de Janeiro Brazil,"6' 0"" ( 182 cm )",36,None,7
None,58,57,135 lb ( 61 kg ),3,"Manaus, Amazonas Brazil",25,None,None,ketlen-vieira,0,100,4,6,0,"Manaus, Amazonas Brazil","5' 8"" ( 172 cm )",1,7-0-0,None
18,62,656,155 lb ( 70 kg ),3,"Olney, Texas USA",29,"76""","43""",james-Vick,5,66,1,4,2,"Fort Worth, Texas USA","6' 3"" ( 190 cm )",236,9-1-0,1
14,58,532,135 lb ( 61 kg ),0,"Maua, Sao Paulo Brazil",34,"67""",None,hugo-Viana,0,50,1,15,0,"Salvador, Bahia Brazil","5' 6"" ( 167 cm )",179,8-4-0,12
2,62,84,185 lb ( 84 kg ),1,Trento Italy,23,"74""","41""",marvin-vettori,2,67,2,2,0,Mezzocorona Italy,"6' 0"" ( 182 cm )",13,11-3-0,24
7,48,70,170 lb ( 77 kg ),9,"Rio de Janeiro, Brazil USA",43,None,None,renato-Verissimo,7,50,3,12,2,None,"6' 1"" ( 185 cm )",8,None,18
None,27,10,155 lb ( 70 kg ),0,"El Cajon, California USA",39,None,None,joe-Veres,0,N/A		,0,10,0,None,"5' 6"" ( 167 cm )",None,None,None
,,,None,,USA,None,None,None,ernie-Verdicia,,,,,,None,None,,None,
12,47,242,135 lb ( 61 kg ),10,"Chone, Manabi Ecuador",24,"70""","40""",marlon-vera,6,82,3,10,0,"Chone, Manabi Ecuador","5' 8"" ( 172 cm )",54,8-3-1,43
176,53,926,230 lb ( 104 kg ),6,"Norfolk, VA USA",39,None,None,brandon-Vera,2,60,8,15,0,"San Diego, CA USA","6' 2"" ( 187 cm )",295,None,48
15,38,206,185 lb ( 84 kg ),4,Prague Czech Republic,31,"75""",None,karlos-Vemola,6,31,7,27,1,London England,"6' 0"" ( 182 cm )",27,None,49
8,54,245,185 lb ( 84 kg ),3,Novi Sad Serbia,28,"76""","41""",bojan-velickovic,2,42,2,8,1,"Denver, Colorado USA","6' 0"" ( 182 cm )",75,14-4-1,1
,,,None,,USA,None,None,None,david-Velasquez,,,,,,None,None,,None,
195,57,1246,240 lb ( 109 kg ),30,"Yuma, Arizona USA",34,"77""","41""",cain-Velasquez,3,86,34,80,0,"San Jose, California USA","6' 1"" ( 185 cm )",259,14-2-0,264
1,65,320,185 lb ( 84 kg ),8,"Boston, Massachusetts USA",28,"73""",None,patrick-walsh,3,100,6,11,0,"Stoughton, Massachusetts USA","5' 11"" ( 180 cm )",54,None,6
73,59,635,170 lb ( 77 kg ),2,"North Shore, Sydney  Australia",28,"73""",None,richard-walsh,1,67,8,20,0,"North Shore , Sydney Australia","6' 0"" ( 182 cm )",159,9-6-0,65
None,50,2,205 lb ( 93 kg ),0,"St. Paul, Minnesota USA",42,None,None,cory-Walmsley,0,N/A		,0,0,0,None,"6' 0"" ( 182 cm )",1,None,None
1,59,135,170 lb ( 77 kg ),0,Leicester England,32,"73""","40""",jim-wallhead,0,100,0,0,0,Loughborough England,"5' 10"" ( 177 cm )",44,29-10-0,2
18,45,110,205 lb ( 93 kg ),4,"Bamberg, SC USA",35,None,None,rodney-Wallace,3,29,18,33,1,"Charlotte, North Carolina USA","5' 9"" ( 175 cm )",22,None,11
None,48,27,185 lb ( 84 kg ),0,"Baltimore, Maryland USA",44,None,None,crafton-Wallace,0,43,0,0,0,None,"6' 0"" ( 182 cm )",None,None,None
None,29,17,155 lb ( 70 kg ),0,"Albury, NSW Australia",27,"73""",None,ben-Wall,0,100,0,1,0,"Brisbane, Queensland Australia","5' 10"" ( 177 cm )",3,None,None
,,,135 lb ( 61 kg ),,"Ashtabula, Ohio USA",37,None,None,donny-Walker,,,,,,"Mentor, Ohio USA","5' 9"" ( 175 cm )",,None,
20,40,234,170 lb ( 77 kg ),17,"Temple, Texas USA",28,"75""",None,TJ-Waldburger-fighter,19,40,12,26,3,"Belton, Texas USA","5' 11"" ( 180 cm )",59,None,41
None,43,8,242 lb ( 109 kg ),0,"Pontefract, Yorkshire United Kingdom",38,None,None,neil-Wain,0,50,0,0,0,None,"5' 10"" ( 177 cm )",1,None,None
,,,265 lb ( 120 kg ),,"Elko, WI USA",None,None,None,abe-Wagner,,,,,,None,"6' 4"" ( 193 cm )",,None,
35,48,211,155 lb ( 70 kg ),14,"Rockville Centre, New York USA",29,"70""","40""",chris-wade,4,58,11,19,7,"Islip, New York USA","5' 10"" ( 177 cm )",62,11-3-0,17
,,,None,,None,None,None,None,jerry-Vrbanovic,,,,,,None,None,,None,
None,53,127,170 lb ( 77 kg ),3,"Fresno, CA. USA",41,None,None,jason-Von-Flue,3,59,2,11,1,None,"6' 0"" ( 182 cm )",22,None,None
None,53,84,250 lb ( 113 kg ),0,Moscow Russia,28,"80""","47""",alexander-volkov,0,72,1,2,0,Moscow Russia,"6' 7"" ( 200 cm )",14,27-6-0,None
11,53,389,155 lb ( 70 kg ),35,"Henning, MN USA",36,None,None,jacob-Volkmann,15,53,24,49,2,"White Bear Lake, Minnesota USA","5' 9"" ( 175 cm )",44,None,79
3,60,76,155 lb ( 70 kg ),0,"Shellharbour, NSW Australia",28,None,None,alex-volkanovski,0,50,3,3,1,"Windang, NSW Australia","5' 5"" ( 165 cm )",2,14-1-0,45
55,42,551,170 lb ( 77 kg ),1,"Kansas City, MO USA",37,"74""",None,bobby-Voelker,0,67,4,8,2,"Kansas City, MO USA","6' 0"" ( 182 cm )",120,None,16
1,48,25,185 lb ( 84 kg ),3,"Honolulu, Hawaii USA",None,None,None,falaniko-Vitale,0,86,0,2,0,None,"6' 1"" ( 185 cm )",2,None,2
8,22,23,255 lb ( 115 kg ),3,"Celina, Ohio USA",39,None,None,mike-Wessel,0,N/A		,3,6,0,None,"6' 0"" ( 182 cm )",2,None,3
75,59,1022,231 lb ( 104 kg ),14,Porto Alegre Brazil,39,"77""","45""",fabricio-Werdum,3,34,6,27,0,"Los Angeles, California USA","6' 4"" ( 193 cm )",440,21-6-1,66
,,,None,,USA,None,None,None,orlando-Welt,,,,,,None,None,,None,
24,56,412,205 lb ( 93 kg ),3,Budapest Hungary,41,None,None,christian-Wellisch,3,45,3,7,1,None,"6' 3"" ( 190 cm )",83,None,8
1,38,39,178 lb ( 80 kg ),1,"Gloucester, England USA",49,None,None,mark-Weir,3,25,0,0,1,None,"6' 2"" ( 187 cm )",5,None,19
36,54,786,185 lb ( 84 kg ),26,"Mineola, New York United States",32,"78""","42""",chris-Weidman,7,71,25,51,0,"Baldwin, New York United States","6' 2"" ( 187 cm )",196,13-2-0,116
,,,None,,None,None,None,None,allan-Weickert,,,,,,None,None,,None,
4,50,73,135 lb ( 61 kg ),13,Singapore,30,"67""",None,royston-Wee,0,N/A		,9,11,0,Singapore,"5' 7"" ( 170 cm )",30,None,10
,,,None,,None,None,None,None,ed-Wedding,,,,,,None,None,,None,
9,65,144,170 lb ( 77 kg ),2,"Marlton, NJ USA",27,"71""","41""",jonavin-webb,2,40,5,16,0,"Marlton, NJ USA","5' 10"" ( 177 cm )",31,None,4
,,,None,,"Toronto, Ontario CAN",None,None,None,tommy-wauchope-bud-light-living-champion,,,,,,"Toronto, Ontario",None,,None,
3,44,232,135 lb ( 61 kg ),1,"El Paso, Texas USA",32,None,None,walel-Watson,3,62,0,1,1,"San Diego, California USA","5' 11"" ( 180 cm )",57,None,8
105,50,902,185 lb ( 84 kg ),0,Southampton England,34,"73""",None,tom-Watson,0,44,1,14,0,Southampton England,"6' 1"" ( 185 cm )",288,None,7
None,63,276,155 lb ( 70 kg ),0,"Litchfield, IL USA",37,None,None,kyle-Watson,0,100,0,15,0,"Granite City, IL ISA","6' 0"" ( 182 cm )",21,None,None
11,69,77,115 lb ( 52 kg ),10,"Aurora, CO USA",31,"62""","35""",michelle-waterson,6,63,4,4,0,"Albuquerque, NM USA","5' 3"" ( 160 cm )",35,14-4-0,13
1,40,69,170 lb ( 77 kg ),7,"San Pablo, California USA",27,"79""","40""",dominic-Waters,0,29,9,17,0,"Albuquerque, New Mexico USA","6' 1"" ( 185 cm )",13,None,2
None,43,28,None,3,USA,None,None,None,ron-Waterman,2,50,5,7,0,None,None,13,None,None
None,45,14,170 lb ( 77 kg ),0,Portlaoise Ireland,36,"73""","42""",charlie-ward,0,N/A		,0,0,0,Dublin Ireland,"5' 11"" ( 180 cm )",1,3-2-0,None
18,43,161,155 lb ( 70 kg ),5,Bishop Auckland England,36,None,None,curt-Warburton,2,83,5,10,0,Bishop Auckland England,"6' 0"" ( 182 cm )",43,None,7
None,72,22,185 lb ( 84 kg ),0,"Atlanta, Georgia USA",30,None,None,cale-Yarbrough,0,N/A		,0,0,0,None,"6' 1"" ( 185 cm )",None,None,None
None,66,78,145 lb ( 65 kg ),1,"Hanshou Town, Changde City Hunan Province China",28,"68""",None,jianping-Yang,0,33,1,4,0,"Hanshou Town, Changde City Hunan Province China","5' 8"" ( 172 cm )",None,None,None
10,64,428,185 lb ( 84 kg ),11,Seoul South Korea,32,"71""","40""",dongi-Yang,2,62,7,17,1,Seoul South Korea,"5' 11"" ( 180 cm )",145,12-3-0,64
11,57,191,135 lb ( 61 kg ),0,Kanagawa Japan,39,"66""",None,norifumi-Yamamoto,0,45,2,8,1,Tokyo Japan,"5' 4"" ( 162 cm )",58,"18-6-0, 2NC",2
None,39,7,None,0,USA,None,None,None,kenichi-Yamamoto,0,10,0,4,0,None,None,1,None,None
,,,None,,USA,None,None,None,keichiro-Yamamiya,,,,,,None,None,,None,
16,56,296,170 lb ( 77 kg ),7,Great Novgorod Russia,32,"74""","42""",alexander-Yakovlev,0,73,6,20,1,"Fairfield, New Jersey USA","6' 3"" ( 190 cm )",109,23-8-1,13
23,49,560,135 lb ( 61 kg ),46,Brasilia Brazil,32,"67""","37""",rani-Yahya,26,25,40,108,5,Brasilia Brazil,"5' 6"" ( 167 cm )",144,"23-8-0, 1NC",62
1,42,310,145 lb ( 65 kg ),0,"Hilo, Hawaii USA",37,None,None,eddie-Yagin,2,63,0,0,0,"Honolulu, Hawaii USA","5' 7"" ( 170 cm )",82,None,11
4,63,74,185 lb ( 84 kg ),0,"Pasadena, California USA",33,None,None,jamie-Yager,0,67,0,1,0,None,"6' 1"" ( 185 cm )",24,None,1
,,,None,,USA,None,None,None,eldo-Dias-Xavier,,,,,,None,None,,None,
13,44,119,155 lb ( 70 kg ),0,"Bydgoszcz, Poland",29,None,None,marcin-Wrzosek,0,33,3,12,0,None,"5' 9"" ( 175 cm )",34,None,5
None,64,159,265 lb ( 120 kg ),0,"Fort Worth, Texas USA",29,None,None,justin-Wren,0,100,0,1,0,None,"6' 3"" ( 190 cm )",5,None,None
,,,None,,USA,None,None,None,cal-Worsham,,,,,,None,None,,None,
79,61,531,170 lb ( 77 kg ),1,"St. Louis, Missouri United States",34,"74""","42""",tyron-Woodley,2,92,4,6,0,"St. Louis, Missouri United States","5' 9"" ( 175 cm )",111,16-3-1,56
None,19,6,170 lb ( 77 kg ),0,"Kailua, Hawaii USA",41,None,None,brandon-Wolff,0,N/A		,0,1,0,None,"5' 9"" ( 175 cm )",1,None,None
,,,None,,USA,None,None,None,ray-Wizard,,,,,,None,None,,None,
1,41,5,205 lb ( 93 kg ),1,"Owatonna, Minnesota USA",38,None,None,travis-Wiuff,1,44,2,5,0,None,"6' 3"" ( 190 cm )",1,None,1
54,43,247,170 lb ( 77 kg ),8,"Muenster, IN USA",35,None,None,keith-Wisniewski,1,79,6,14,1,"Hobart, IN USA","5' 11"" ( 180 cm )",57,None,14
,,,185 lb ( 84 kg ),,"Seattle, Washington USA",44,None,None,art-Santore,,,,,,None,"5' 7"" ( 170 cm )",,None,
23,52,403,170 lb ( 77 kg ),2,"Bayshore, New York USA",34,None,None,pete-Sell,4,48,4,19,1,None,"5' 11"" ( 180 cm )",141,None,7
6,57,84,135 lb ( 61 kg ),0,"Tucson, Arizona USA",28,"67""",None,roman-salazar,0,50,2,11,0,"Scottsdale, Arizona USA","5' 7"" ( 170 cm )",21,"9-4-0, 1NC",6
25,57,409,185 lb ( 84 kg ),16,"Fond du Lac, Wisconsin USA",39,None,None,eric-Schafer,9,50,9,25,3,"Milwaukee, Wisconsin USA","6' 3"" ( 190 cm )",61,None,55
17,60,655,155 lb ( 70 kg ),21,"Tulsa, Oklahoma USA",37,None,None,shane-Roller,14,42,18,53,3,"Dallas , TX USA","5' 10"" ( 177 cm )",122,None,85
2,63,47,145 lb ( 65 kg ),6,Mexico City Mexico,30,"66""",None,rodolfo-rubio,0,33,2,6,1,Mexico City Mexico,"5' 5"" ( 165 cm )",10,None,5
7,70,146,185 lb ( 84 kg ),0,"Fort Worth, Texas USA",34,None,None,buddy-Roberts,1,76,0,0,0,"Albuquerque, New Mexico USA","6' 2"" ( 187 cm )",42,12-3-0,1
5,75,170,135 lb ( 61 kg ),1,"Rio de Janeiro, Brazil Brazil",33,None,None,will-Ribeiro,5,50,2,2,2,None,"5' 7"" ( 170 cm )",40,None,3
14,62,88,135 lb ( 61 kg ),3,"Campinas, Sao Paulo Brazil",21,"72""","40""",ricardo-ramos,1,75,0,1,0,"Campinas, Sao Paulo Brazil","5' 9"" ( 175 cm )",19,10-1-0,12
None,38,1,170 lb ( 77 kg ),0,"Chicago, Illinois USA",38,"73""","41""",cm-punk,0,N/A		,0,0,0,"Chicago, Illinois USA","6' 1"" ( 185 cm )",None,0-1-0,None
160,58,1376,155 lb ( 70 kg ),11,"Lafayette, Louisiana United States",28,"72""","40""",dustin-Poirier,14,66,16,44,3,"Coconut Creek, Florida United States","5' 9"" ( 175 cm )",449,20-5-0,86
10,57,217,240 lb ( 109 kg ),12,Pribram Czech Republic,26,"77""","45""",viktor-Pesta,0,100,11,38,0,Prague Czech Republic,"6' 3"" ( 190 cm )",32,10-4-0,37
41,44,273,135 lb ( 61 kg ),19,"Spokane, Washington USA",27,"69""","39""",julianna-Pena,4,22,9,17,1,"Spokane, Washington USA","5' 6"" ( 167 cm )",14,9-3-0,88
,,,None,,None,None,None,None,roland-Parli,,,,,,None,None,,None,
1,56,73,135 lb ( 61 kg ),0,"Belem, Para Brazil",22,"69""",None,larissa-pacheco,0,N/A		,0,1,0,"Marituba, Para Brazil","5' 7"" ( 170 cm )",11,10-2-0,2
16,59,554,155 lb ( 70 kg ),17,Recife Brazil,35,"71""",None,rafaello-Oliveira,9,11,14,38,2,"Whippany, NJ USA","5' 8"" ( 172 cm )",130,None,39
29,57,356,145 lb ( 65 kg ),1,"Brooklyn, New York United States",33,"72""","39""",phillipe-Nover,4,22,6,19,2,"Brooklyn, New York United States","5' 9"" ( 175 cm )",79,12-7-1,5
1,67,154,155 lb ( 70 kg ),4,"Anchorage, Alaska USA",37,"75""","42""",jason-Novelli,0,100,1,3,0,"Portland, Oregon USA","6' 0"" ( 182 cm )",34,"11-3-0, 1NC",2
None,60,13,170 lb ( 77 kg ),1,Manila Philippines,43,None,None,scott-Norton,0,N/A		,1,4,0,None,"5' 10"" ( 177 cm )",None,None,None
29,50,174,155 lb ( 70 kg ),7,"Houston, Texas USA",20,"71""","40""",sage-northcutt,2,40,4,11,1,"Katy, Texas USA","6' 0"" ( 182 cm )",38,8-2-0,34
16,65,421,155 lb ( 70 kg ),0,"Kona, Hawaii USA",34,"72""","39""",KJ-Noons,0,69,0,0,0,"San Diego, California USA","5' 10"" ( 177 cm )",145,None,2
22,64,699,170 lb ( 77 kg ),16,"Dubbo, New South Wales Australia",36,"76""","44""",kyle-Noke,4,67,11,20,1,"Albuquerque, New Mexico USA","6' 1"" ( 185 cm )",250,22-10-1,85
49,55,647,240 lb ( 109 kg ),17,Bahia Brazil,40,"77""",None,minotauro-Nogueira,10,36,8,37,4,Rio de Janeiro Brazil,"6' 3"" ( 190 cm )",204,None,11
39,61,756,205 lb ( 93 kg ),2,"Vitoria da Conquista, Bahia Brazil",40,"75""","43""",antonio-Rogerio-Nogueira,2,63,1,1,3,Rio de Janeiro Brazil,"6' 2"" ( 187 cm )",178,22-7-0,46
,,,145 lb ( 65 kg ),,Rio de Janeiro Brazil,39,None,None,alexandre-Nogueira,,,,,,None,"5' 8"" ( 172 cm )",,None,
None,35,10,135 lb ( 61 kg ),0,Rio de Janeiro Brazil,30,None,None,pedro-Nobre,0,N/A		,0,1,0,Rio de Janeiro Brazil,"5' 5"" ( 165 cm )",None,None,None
None,59,45,170 lb ( 77 kg ),0,"Canton, IL. USA",38,None,None,derrick-Noble,0,N/A		,0,0,0,None,"5' 9"" ( 175 cm )",11,None,None
91,65,1276,155 lb ( 70 kg ),1,Enugu Nigeria,36,"75""",None,anthony-Njokuani,2,53,5,11,2,"Las Vegas, Nevada USA","6' 1"" ( 185 cm )",452,None,44
,,,None,,None,None,None,None,leandro-Niza,,,,,,None,None,,None,
6,64,148,170 lb ( 77 kg ),1,Helsingborg Sweden,33,"74""",None,mats-Nilsson,3,44,5,6,0,Copenhagen Denmark,"6' 1"" ( 185 cm )",51,None,1
,,,None,,USA,None,None,None,jack-Nilsson,,,,,,None,None,,None,
38,63,581,155 lb ( 70 kg ),25,"Concord, CA USA",28,"74""",None,ramsey-Nijem,6,56,30,48,1,"San Francisco, CA USA","5' 11"" ( 180 cm )",139,None,81
5,58,106,145 lb ( 65 kg ),7,Turku Finland,34,"69""",None,tom-Niinimaki,1,33,6,13,1,Turku Finland,"5' 9"" ( 175 cm )",39,None,14
1,70,162,125 lb ( 56 kg ),6,Belo Horizonte Brazil,24,"66""","38""",matheus-nicolau,3,100,3,5,0,Rio de Janerio Brazil,"5' 4"" ( 162 cm )",74,12-2-1,12
8,65,46,205 lb ( 93 kg ),1,"Ocala, Florida USA",45,None,None,mike-Nickels,1,N/A		,4,5,0,None,"6' 4"" ( 193 cm )",3,None,13
5,51,264,185 lb ( 84 kg ),0,"Apopka, Florida USA",26,"81""",None,alex-nicholson,0,56,0,0,0,"Orlando, Florida USA","6' 4"" ( 193 cm )",108,7-3-0,3
,,,None,,None,None,None,None,luciano-Oliveira,,,,,,None,None,,None,
,,,None,,None,None,None,None,jorge-Oliveira,,,,,,None,None,,None,
100,53,785,145 lb ( 65 kg ),23,Sao Paulo Brazil,27,"74""","41""",charles-Oliveira,22,59,22,58,2,"Houston , Texas USA","5' 10"" ( 177 cm )",211,"21-7-0, 1NC",83
5,53,85,205 lb ( 93 kg ),0,"Salvador, Bahia Brazil",32,"79""",None,ednaldo-Oliveira,0,43,0,1,0,"Salvador, Bahia Brazil","6' 5"" ( 195 cm )",9,None,5
78,44,402,170 lb ( 77 kg ),13,"Tres Rios, Rio de Janeiro Brazil",28,"76""","43""",alex-oliveira,4,57,15,47,0,"Tres Rios, Rio de Janeiro Brazil","5' 11"" ( 180 cm )",77,"15-3-1, 2NC",56
10,43,86,240 lb ( 109 kg ),6,Moscow Russia,39,"80""","45""",oleksiy-Oliynyk,4,33,5,11,1,Moscow Russia,"6' 2"" ( 187 cm )",21,51-10-1,7
69,62,1259,185 lb ( 84 kg ),61,Kanagawa Japan,35,None,None,yushin-Okami,8,84,27,58,0,Kanagawa Japan,"6' 2"" ( 187 cm )",273,None,146
None,43,22,170 lb ( 77 kg ),0,"Kobe, Japan USA",39,None,None,koji-Oishi,0,N/A		,0,0,0,None,"5' 8"" ( 172 cm )",None,None,None
8,50,363,145 lb ( 65 kg ),4,Newcastle England,27,"69""",None,andy-Ogle,0,58,7,26,1,Newcastle England,"5' 8"" ( 172 cm )",116,None,39
None,60,182,205 lb ( 93 kg ),0,Fribourg Switzerland,27,"75""","40""",volkan-Oezdemir,0,100,0,1,0,"Coconut Creek, Florida United States","6' 1"" ( 185 cm )",11,13-1-0,None
,,,262 lb ( 119 kg ),,None,None,None,None,richard-Odoms,,,,,,None,"6' 5"" ( 195 cm )",,None,
52,40,190,170 lb ( 77 kg ),6,Melbourne Australia,29,"69""","40""",brendan-oreilly,2,36,7,16,3,Brisbane Australia,"5' 9"" ( 175 cm )",32,"6-3-0, 1NC",6
None,72,125,170 lb ( 77 kg ),0,"Bourne, MA USA",31,None,None,chuck-Oneil,0,N/A		,0,2,0,"Boston, MA USA","6' 2"" ( 187 cm )",6,None,None
75,45,624,205 lb ( 93 kg ),1,"Cottage Grove, Minnesota USA",33,"74""","42""",sean-O-Connell,2,30,0,10,0,"Salt Lake City, Utah USA","6' 1"" ( 185 cm )",214,17-9-0,15
None,58,130,155 lb ( 70 kg ),2,"Sacramento, CA USA",29,None,None,TJ-Obrien,0,N/A		,1,1,0,"Des Moines, IA USA","6' 2"" ( 187 cm )",4,None,None
6,69,289,205 lb ( 93 kg ),19,"Indianapolis, Indiana USA",32,None,None,jake-O-Brien,1,25,30,53,2,None,"6' 3"" ( 190 cm )",32,None,54
23,71,723,155 lb ( 70 kg ),34,Dagestan Russia,28,"70""","40""",khabib-Nurmagomedov,4,83,39,81,0,Dagestan Russia,"5' 10"" ( 177 cm )",107,24-0-0,234
116,58,1027,145 lb ( 65 kg ),6,"Caxias do Sul, Rio Grande so Sul Brazil",34,None,None,diego-Nunes,6,65,13,29,0,"Los Angeles, California USA","5' 6"" ( 167 cm )",274,None,58
5,50,357,135 lb ( 61 kg ),10,"Salvador, Bahia Brazil",28,"69""","41""",amanda-Nunes,4,73,6,14,0,"Miami, Florida USA","5' 8"" ( 172 cm )",103,14-4-0,86
20,58,257,135 lb ( 61 kg ),8,"Brooklyn, NY USA",29,None,None,nick-Pace,2,55,10,23,0,"Staten Island, NY USA","5' 6"" ( 167 cm )",65,None,3
25,59,588,125 lb ( 56 kg ),8,Istanbul Turkey,30,"65""",None,alptekin-Ozkilic,0,75,14,24,0,"Long Island, NY USA","5' 5"" ( 165 cm )",154,None,11
,,,None,,None,None,None,None,tom-Owens,,,,,,None,None,,None,
73,63,455,265 lb ( 120 kg ),3,Hounslow England,36,"80""","44""",alistair-Overeem,1,77,3,9,0,Amsterdam The Netherlands,"6' 4"" ( 193 cm )",158,"41-15-0, 1NC",105
,,,None,,None,None,None,None,houssain-Oushani,,,,,,None,None,,None,
44,41,129,185 lb ( 84 kg ),2,"Maui, Hawaii USA",36,None,None,nissen-Osterneck,2,43,1,8,1,None,"6' 2"" ( 187 cm )",25,None,6
2,62,290,170 lb ( 77 kg ),0,"Milwuakee, Wisconsin United States",30,"73""",None,zak-ottow,1,71,0,3,0,"Milwuakee, Wisconsin United States","5' 11"" ( 180 cm )",106,14-4-0,1
55,51,349,170 lb ( 77 kg ),6,London England,32,None,None,nick-Osipczak,4,71,5,11,2,None,"6' 1"" ( 185 cm )",80,None,42
23,63,446,135 lb ( 61 kg ),0,Tokyo Japan,40,None,None,kenji-Osawa,3,68,0,2,1,None,"5' 6"" ( 167 cm )",152,None,1
105,55,869,125 lb ( 56 kg ),28,"Goshen, Indiana USA",28,"65""","35""",dustin-Ortiz,1,56,21,67,7,"Franklin, Tennessee USA","5' 5"" ( 165 cm )",140,16-6-0,151
8,60,406,145 lb ( 65 kg ),4,"Los Angeles, California USA",25,"69""","39""",brian-Ortega,5,62,1,4,1,"Los Angeles, California USA","5' 8"" ( 172 cm )",112,"11-0-0, 1NC",15
73,43,354,247 lb ( 112 kg ),2,"Sokolow, Podlaski Poland",34,"74""","41""",daniel-Omielanczuk,1,48,4,12,2,Warsaw Poland,"6' 0"" ( 182 cm )",125,"19-6-1, 1NC",29
35,64,530,145 lb ( 65 kg ),7,Ibaraki Japan,41,None,None,michihiro-Omigawa,8,49,8,22,5,Tokyo Japan,"5' 6"" ( 167 cm )",155,None,27
31,65,167,145 lb ( 65 kg ),3,Erbil Iraq,28,"71""",None,alan-Omer,0,67,3,7,0,Stuttgart Germany,"5' 9"" ( 175 cm )",46,18-5-0,16
,,,None,,None,None,None,None,casey-Olson,,,,,,None,None,,None,
,,,None,,None,None,None,None,brian-Olsen,,,,,,None,None,,None,
,,,None,,None,None,None,None,brandon-Olsen,,,,,,None,None,,None,
None,57,150,155 lb ( 70 kg ),0,Rio de Janeiro Brazil,31,"72""","40""",felipe-Olivieri,0,71,0,1,0,Rio de Janerio Brazil,"5' 9"" ( 175 cm )",10,"14-5-0, 1NC",None
None,48,63,170 lb ( 77 kg ),0,Rio de Janeiro Brazil,33,"72""",None,wendell-oliveira,0,100,0,3,0,Rio de Janeiro Brazil,"5' 10"" ( 177 cm )",18,None,None
,,,None,,USA,None,None,None,ryan-Parker,,,,,,None,None,,None,
53,65,1119,155 lb ( 70 kg ),16,Bushmills Northern Ireland,30,"70""","40""",norman-parke,0,78,17,64,1,Bushmills Northern Ireland,"5' 11"" ( 180 cm )",306,None,35
,,,None,,None,None,None,None,victor-Parfenov,,,,,,None,None,,None,
,,,None,,USA,None,None,None,remco-Pardoel,,,,,,None,None,,None,
71,58,904,170 lb ( 77 kg ),37,Yerevan Armenia,34,None,None,karo-Parisyan,10,60,53,89,2,"North Hollywood, CA USA","5' 10"" ( 177 cm )",159,None,145
,,,None,,None,None,None,None,brian-Pardoe,,,,,,None,None,,None,
,,,None,,USA,None,None,None,joe-Pardo,,,,,,None,None,,None,
18,45,281,125 lb ( 56 kg ),1,"West Hills, California USA",29,None,None,jared-Papazian,0,50,0,4,1,"Burbank, California USA","5' 8"" ( 172 cm )",91,None,2
3,66,99,125 lb ( 56 kg ),2,Rio de Janeiro Brazil,26,"67""","36""",alexandre-Pantoja,2,67,1,3,0,Arraial Do Cabo Brazil,"5' 5"" ( 165 cm )",32,17-2-0,2
,,,180 lb ( 81 kg ),,Sao Paulo Brazil,None,None,None,tulio-Palhares,,,,,,None,"5' 11"" ( 180 cm )",,None,
9,60,256,170 lb ( 77 kg ),14,"Dores Do Indaia, Minas Gerais Brazil",36,"71""",None,rousimar-Palhares,16,N/A		,14,36,4,Rio De Janeiro Brazil,"5' 8"" ( 172 cm )",88,None,34
26,48,211,265 lb ( 120 kg ),13,Perth Australia,39,"81""",None,soa-Palelei,0,67,9,20,0,Perth Australia,"6' 4"" ( 193 cm )",38,None,57
42,58,798,145 lb ( 65 kg ),1,Warsaw Poland,33,None,None,bart-Palaszewski,4,53,3,13,0,"Wonder Lake, IL USA","5' 9"" ( 175 cm )",218,None,8
,,,None,,None,None,None,None,van-Palacio,,,,,,None,None,,None,
27,62,152,145 lb ( 65 kg ),3,"Parintins, Amazonas Brazil",37,None,None,fredson-Paixao,7,10,2,18,1,"Las Vegas, NV USA","5' 6"" ( 167 cm )",50,None,6
13,41,179,135 lb ( 61 kg ),10,"Harrisburg, PA USA",29,None,None,dustin-Pague,10,56,4,9,2,"Harrisburg, PA USA","5' 9"" ( 175 cm )",58,None,25
None,76,119,205 lb ( 93 kg ),0,"San Diego, California USA",36,None,None,gary-Padilla,0,50,0,0,0,None,"5' 0"" ( 152 cm )",9,None,None
21,52,271,135 lb ( 61 kg ),10,"Albequerque, NM USA",34,None,None,damacio-Page,3,24,9,14,3,"Albuquerque, NM USA","5' 6"" ( 167 cm )",60,None,24
None,50,72,155 lb ( 70 kg ),10,Turku Finland,29,"72""",None,teemu-packalen,2,100,3,11,0,Turku Finland,"6' 1"" ( 185 cm )",11,8-1-0,None
,,,None,,None,None,None,None,walt-Pels,,,,,,None,None,,None,
