date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"Dec 11, 2009",look: 1.5 | smell: 1 | taste: 2.5 | feel: 1.5 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Dec 11, 2009",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2.5,-18.5%,Budweiser | Anheuser-Busch
"Dec 04, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 4 | overall: 2,+1.2%,Budweiser | Anheuser-Busch
"Dec 03, 2009",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3.5,-0.8%,Budweiser | Anheuser-Busch
"Nov 30, 2009",look: 3 | smell: 3 | taste: 4 | feel: 3 | overall: 5,+56.4%,Budweiser | Anheuser-Busch
"Nov 29, 2009",look: 3 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2.5,-24.3%,Budweiser | Anheuser-Busch
"Nov 28, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 1 | overall: 2.5,-8.2%,Budweiser | Anheuser-Busch
"Nov 27, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Nov 27, 2009",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 4.5,+18.5%,Budweiser | Anheuser-Busch
"Nov 25, 2009",look: 1.5 | smell: 1 | taste: 2 | feel: 2.5 | overall: 2.5,-22.6%,Budweiser | Anheuser-Busch
"Nov 18, 2009",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Nov 08, 2009",look: 3.5 | smell: 1.5 | taste: 1 | feel: 2 | overall: 3,-27.2%,Budweiser | Anheuser-Busch
"Nov 06, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 3,+4.9%,Budweiser | Anheuser-Busch
"Nov 02, 2009",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 3,-12.8%,Budweiser | Anheuser-Busch
"Nov 02, 2009",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-7.4%,Budweiser | Anheuser-Busch
"Nov 01, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Oct 31, 2009",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-22.6%,Budweiser | Anheuser-Busch
"Oct 26, 2009",look: 1 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,-3.7%,Budweiser | Anheuser-Busch
"Oct 22, 2009",look: 3 | smell: 3 | taste: 2 | feel: 2 | overall: 2.5,-1.2%,Budweiser | Anheuser-Busch
"Oct 21, 2009",look: 3.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3.5,-1.6%,Budweiser | Anheuser-Busch
"Oct 17, 2009",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 4.5,-0.4%,Budweiser | Anheuser-Busch
"Oct 16, 2009",look: 2 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 3,-6.2%,Budweiser | Anheuser-Busch
"Oct 09, 2009",look: 4 | smell: 1.5 | taste: 3 | feel: 2 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"Oct 06, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+9.1%,Budweiser | Anheuser-Busch
"Oct 06, 2009",look: 2 | smell: 1.5 | taste: 2.5 | feel: 3.5 | overall: 4.5,+12.3%,Budweiser | Anheuser-Busch
"Oct 02, 2009",look: 4 | smell: 1 | taste: 2 | feel: 2 | overall: 3,-14.4%,Budweiser | Anheuser-Busch
"Sep 23, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 4,+15.2%,Budweiser | Anheuser-Busch
"Sep 20, 2009",look: 4 | smell: 2 | taste: 3.5 | feel: 4 | overall: 4.5,+40.7%,Budweiser | Anheuser-Busch
"Sep 08, 2009",look: 2.5 | smell: 2 | taste: 2 | feel: 3 | overall: 4,+4.1%,Budweiser | Anheuser-Busch
"Sep 06, 2009",look: 3 | smell: 2 | taste: 1 | feel: 1 | overall: 1,-44%,Budweiser | Anheuser-Busch
"Sep 05, 2009",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2.5 | overall: 2,-19.3%,Budweiser | Anheuser-Busch
"Sep 04, 2009",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 3.5,-16.5%,Budweiser | Anheuser-Busch
"Aug 30, 2009",look: 3.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2.5,-11.9%,Budweiser | Anheuser-Busch
"Aug 27, 2009",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Aug 27, 2009",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"Aug 27, 2009",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-9.5%,Budweiser | Anheuser-Busch
"Aug 26, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-0.8%,Budweiser | Anheuser-Busch
"Aug 24, 2009",look: 1 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.5,-12.8%,Budweiser | Anheuser-Busch
"Aug 23, 2009",look: 3.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-9.9%,Budweiser | Anheuser-Busch
"Aug 21, 2009",look: 2.5 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+26.3%,Budweiser | Anheuser-Busch
"Aug 19, 2009",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-32.1%,Budweiser | Anheuser-Busch
"Aug 17, 2009",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-13.6%,Budweiser | Anheuser-Busch
"Aug 11, 2009",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3.5,+30.9%,Budweiser | Anheuser-Busch
"Aug 11, 2009",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 3,-7%,Budweiser | Anheuser-Busch
"Aug 09, 2009",look: 3 | smell: 2.5 | taste: 3.5 | feel: 1.5 | overall: 5,+37%,Budweiser | Anheuser-Busch
"Aug 09, 2009",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 4,+18.5%,Budweiser | Anheuser-Busch
"Aug 05, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+7%,Budweiser | Anheuser-Busch
"Aug 05, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+5.3%,Budweiser | Anheuser-Busch
"Aug 03, 2009",look: 4 | smell: 1 | taste: 1 | feel: 2.5 | overall: 2.5,-32.9%,Budweiser | Anheuser-Busch
"Aug 01, 2009",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 4,+35%,Budweiser | Anheuser-Busch
"Jul 31, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+31.7%,Budweiser | Anheuser-Busch
"Jul 28, 2009",look: 2 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+25.1%,Budweiser | Anheuser-Busch
"Jul 22, 2009",look: 4 | smell: 2 | taste: 3 | feel: 3 | overall: 5,+32.5%,Budweiser | Anheuser-Busch
"Jul 22, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Jul 20, 2009",look: 2.5 | smell: 2 | taste: 3 | feel: 2 | overall: 3,+8.2%,Budweiser | Anheuser-Busch
"Jul 19, 2009",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 3.5,-4.1%,Budweiser | Anheuser-Busch
"Jul 17, 2009",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-21.4%,Budweiser | Anheuser-Busch
"Jul 08, 2009",look: 4 | smell: 2 | taste: 1 | feel: 1 | overall: 3,-25.1%,Budweiser | Anheuser-Busch
"Jul 08, 2009",look: 2 | smell: 2 | taste: 1 | feel: 3 | overall: 2.5,-25.9%,Budweiser | Anheuser-Busch
"Jul 08, 2009",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 2,-49.4%,Budweiser | Anheuser-Busch
"Jul 07, 2009",look: 3 | smell: 3 | taste: 3 | feel: 2 | overall: 4,+27.6%,Budweiser | Anheuser-Busch
"Jul 06, 2009",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,-9.5%,Budweiser | Anheuser-Busch
"Jun 28, 2009",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 1.5,-15.2%,Budweiser | Anheuser-Busch
"Jun 20, 2009",look: 2 | smell: 1.5 | taste: 4 | feel: 2 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Jun 19, 2009",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1,-50.6%,Budweiser | Anheuser-Busch
"Jun 19, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3.5,+11.5%,Budweiser | Anheuser-Busch
"Jun 18, 2009",look: 2.5 | smell: 2 | taste: 4 | feel: 2 | overall: 4,+32.9%,Budweiser | Anheuser-Busch
"Jun 09, 2009",look: 5 | smell: 4 | taste: 3 | feel: 3 | overall: 4,+46.5%,Budweiser | Anheuser-Busch
"Jun 08, 2009",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 5,+7%,Budweiser | Anheuser-Busch
"Jun 08, 2009",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 3,+13.2%,Budweiser | Anheuser-Busch
"Jun 07, 2009",look: 2 | smell: 3 | taste: 2 | feel: 3 | overall: 4,+12.8%,Budweiser | Anheuser-Busch
"Jun 02, 2009",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 4,+17.3%,Budweiser | Anheuser-Busch
"Jun 01, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4,+13.6%,Budweiser | Anheuser-Busch
"May 30, 2009",look: 2 | smell: 2.5 | taste: 3 | feel: 2 | overall: 4,+20.2%,Budweiser | Anheuser-Busch
"May 28, 2009",look: 2.5 | smell: 2.5 | taste: 3.5 | feel: 2 | overall: 3,+21.4%,Budweiser | Anheuser-Busch
"May 27, 2009",look: 3.5 | smell: 2 | taste: 3.5 | feel: 3.5 | overall: 3.5,+29.2%,Budweiser | Anheuser-Busch
"May 25, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+29.6%,Budweiser | Anheuser-Busch
"May 25, 2009",look: 3.5 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 1.5,-35.4%,Budweiser | Anheuser-Busch
"May 23, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"May 19, 2009",look: 2 | smell: 3.5 | taste: 3 | feel: 3 | overall: 3,+25.9%,Budweiser | Anheuser-Busch
"May 18, 2009",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-11.5%,Budweiser | Anheuser-Busch
"May 17, 2009",look: 1.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 3.5,+1.6%,Budweiser | Anheuser-Busch
"May 15, 2009",look: 3.5 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 4,+30%,Budweiser | Anheuser-Busch
"May 15, 2009",look: 2 | smell: 2 | taste: 3.5 | feel: 4 | overall: 5,+39.9%,Budweiser | Anheuser-Busch
"May 11, 2009",look: 4 | smell: 2.5 | taste: 2.5 | feel: 4 | overall: 3.75,+23%,Budweiser | Anheuser-Busch
"May 10, 2009",look: 2 | smell: 1 | taste: 2 | feel: 1.5 | overall: 2,-29.6%,Budweiser | Anheuser-Busch
"May 10, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 4,+14.4%,Budweiser | Anheuser-Busch
"May 09, 2009",look: 3 | smell: 4 | taste: 4 | feel: 3 | overall: 4,+58%,Budweiser | Anheuser-Busch
"May 09, 2009",look: 2 | smell: 3 | taste: 3 | feel: 1 | overall: 2,+4.5%,Budweiser | Anheuser-Busch
"May 07, 2009",look: 3.5 | smell: 3.5 | taste: 3 | feel: 3 | overall: 4,+37.9%,Budweiser | Anheuser-Busch
"May 05, 2009",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+14%,Budweiser | Anheuser-Busch
"May 04, 2009",look: 4 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+8.6%,Budweiser | Anheuser-Busch
"May 04, 2009",look: 2.5 | smell: 2.5 | taste: 1.5 | feel: 2 | overall: 1.5,-23.9%,Budweiser | Anheuser-Busch
"Apr 24, 2009",look: 3 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 2.5,-26.3%,Budweiser | Anheuser-Busch
"Apr 22, 2009",look: 3 | smell: 3.5 | taste: 3 | feel: 2 | overall: 4.5,+36.6%,Budweiser | Anheuser-Busch
"Apr 22, 2009",look: 4 | smell: 3 | taste: 2.5 | feel: 4 | overall: 5,+38.3%,Budweiser | Anheuser-Busch
"Apr 21, 2009",look: 2.5 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 1.5,-26.7%,Budweiser | Anheuser-Busch
"Apr 19, 2009",look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4,+52.3%,Budweiser | Anheuser-Busch
"Apr 19, 2009",look: 4 | smell: 3.5 | taste: 5 | feel: 5 | overall: 5,+88.5%,Budweiser | Anheuser-Busch
"Apr 19, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 4,+17.3%,Budweiser | Anheuser-Busch
"Apr 18, 2009",look: 4.5 | smell: 3 | taste: 4 | feel: 3.5 | overall: 4.5,+58%,Budweiser | Anheuser-Busch
"Apr 16, 2009",look: 1.5 | smell: 1.5 | taste: 1 | feel: 2 | overall: 4.5,-19.8%,Budweiser | Anheuser-Busch
"Apr 15, 2009",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 4,+18.5%,Budweiser | Anheuser-Busch
"Apr 13, 2009",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+19.3%,Budweiser | Anheuser-Busch
"Apr 12, 2009",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 3,+12.3%,Budweiser | Anheuser-Busch
"Apr 09, 2009",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 4,+19.3%,Budweiser | Anheuser-Busch
"Apr 09, 2009",look: 4 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-0.4%,Budweiser | Anheuser-Busch
"Apr 09, 2009",look: 3 | smell: 2 | taste: 3 | feel: 3 | overall: 3,+13.6%,Budweiser | Anheuser-Busch
"Apr 04, 2009",look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4,+59.7%,Budweiser | Anheuser-Busch
"Apr 04, 2009",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+105.8%,Budweiser | Anheuser-Busch
"Apr 02, 2009",look: 3 | smell: 3 | taste: 3.5 | feel: 2.5 | overall: 4,+37.9%,Budweiser | Anheuser-Busch
"Apr 01, 2009",look: 2.5 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 4,+35.8%,Budweiser | Anheuser-Busch
"Apr 01, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+4.1%,Budweiser | Anheuser-Busch
"Mar 31, 2009",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2 | overall: 3,-3.3%,Budweiser | Anheuser-Busch
"Mar 29, 2009",look: 2 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2,+5.8%,Budweiser | Anheuser-Busch
"Mar 29, 2009",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 3.5,+1.2%,Budweiser | Anheuser-Busch
"Mar 25, 2009",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+11.9%,Budweiser | Anheuser-Busch
"Mar 19, 2009",look: 1.5 | smell: 2 | taste: 2 | feel: 3 | overall: 3.5,-2.5%,Budweiser | Anheuser-Busch
"Mar 16, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Mar 15, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+7%,Budweiser | Anheuser-Busch
"Mar 13, 2009",look: 4 | smell: 2.5 | taste: 4 | feel: 3.5 | overall: 4,+47.7%,Budweiser | Anheuser-Busch
"Mar 11, 2009",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+0.8%,Budweiser | Anheuser-Busch
"Mar 04, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Mar 04, 2009",look: 3.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3.5,+26.7%,Budweiser | Anheuser-Busch
"Mar 04, 2009",look: 3.5 | smell: 3 | taste: 3 | feel: 3.5 | overall: 3.5,+30.9%,Budweiser | Anheuser-Busch
"Mar 03, 2009",look: 2.5 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Mar 03, 2009",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3.5,+12.3%,Budweiser | Anheuser-Busch
"Mar 03, 2009",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 4.5,+41.2%,Budweiser | Anheuser-Busch
"Mar 01, 2009",look: 4.5 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 2.5,+40.3%,Budweiser | Anheuser-Busch
"Feb 28, 2009",look: 4 | smell: 3 | taste: 2 | feel: 2.5 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"Feb 26, 2009",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+4.9%,Budweiser | Anheuser-Busch
"Feb 23, 2009",look: 4 | smell: 3.5 | taste: 4 | feel: 3 | overall: 4,+55.6%,Budweiser | Anheuser-Busch
"Feb 22, 2009",look: 2.5 | smell: 2.5 | taste: 1.5 | feel: 1.5 | overall: 3,-13.6%,Budweiser | Anheuser-Busch
"Feb 21, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4.5,+35.8%,Budweiser | Anheuser-Busch
"Feb 20, 2009",look: 5 | smell: 4 | taste: 5 | feel: 5 | overall: 5,+95.9%,Budweiser | Anheuser-Busch
"Feb 19, 2009",look: 3 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3.5,+25.5%,Budweiser | Anheuser-Busch
"Feb 16, 2009",look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3,+41.2%,Budweiser | Anheuser-Busch
"Feb 16, 2009",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2.5,-11.1%,Budweiser | Anheuser-Busch
"Feb 07, 2009",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-0.8%,Budweiser | Anheuser-Busch
"Feb 07, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Feb 07, 2009",look: 4 | smell: 4 | taste: 4 | feel: 3 | overall: 4,+60.5%,Budweiser | Anheuser-Busch
"Feb 07, 2009",look: 3.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 3,-18.9%,Budweiser | Anheuser-Busch
"Feb 02, 2009",look: 3 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 4.5,+46.1%,Budweiser | Anheuser-Busch
"Feb 01, 2009",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 4,+15.2%,Budweiser | Anheuser-Busch
"Jan 31, 2009",look: 3 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3.5,+4.5%,Budweiser | Anheuser-Busch
"Jan 31, 2009",look: 2 | smell: 2.5 | taste: 3 | feel: 1.5 | overall: 2.5,+5.8%,Budweiser | Anheuser-Busch
"Jan 29, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4,+26.7%,Budweiser | Anheuser-Busch
"Jan 26, 2009",look: 2 | smell: 1.5 | taste: 2.5 | feel: 1.5 | overall: 3,-8.2%,Budweiser | Anheuser-Busch
"Jan 21, 2009",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-46.5%,Budweiser | Anheuser-Busch
"Jan 19, 2009",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 4,+12.3%,Budweiser | Anheuser-Busch
"Jan 17, 2009",look: 3 | smell: 3.5 | taste: 2.5 | feel: 4 | overall: 3,+24.3%,Budweiser | Anheuser-Busch
"Jan 17, 2009",look: 4 | smell: 4 | taste: 3.5 | feel: 4 | overall: 4,+56.4%,Budweiser | Anheuser-Busch
"Jan 16, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+18.5%,Budweiser | Anheuser-Busch
"Jan 15, 2009",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Jan 14, 2009",look: 3 | smell: 1.5 | taste: 3 | feel: 2 | overall: 2.5,+0.4%,Budweiser | Anheuser-Busch
"Jan 10, 2009",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+31.7%,Budweiser | Anheuser-Busch
"Jan 10, 2009",look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4,+59.7%,Budweiser | Anheuser-Busch
"Jan 03, 2009",look: 4 | smell: 3 | taste: 3 | feel: 3.5 | overall: 4,+36.2%,Budweiser | Anheuser-Busch
"Jan 02, 2009",look: 3 | smell: 2.5 | taste: 3.5 | feel: 4 | overall: 4,+39.1%,Budweiser | Anheuser-Busch
"Dec 31, 2008",look: 3 | smell: 3 | taste: 3 | feel: 2 | overall: 4,+27.6%,Budweiser | Anheuser-Busch
"Dec 28, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3,+10.3%,Budweiser | Anheuser-Busch
"Dec 28, 2008",look: 1.5 | smell: 2 | taste: 1.5 | feel: 2 | overall: 2,-27.2%,Budweiser | Anheuser-Busch
"Dec 24, 2008",look: 2 | smell: 2.5 | taste: 2 | feel: 1.5 | overall: 1.5,-18.9%,Budweiser | Anheuser-Busch
"Dec 23, 2008",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Dec 23, 2008",look: 2 | smell: 1.5 | taste: 3 | feel: 3.5 | overall: 5,+24.7%,Budweiser | Anheuser-Busch
"Dec 21, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 4,+31.7%,Budweiser | Anheuser-Busch
"Dec 20, 2008",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5,+35.8%,Budweiser | Anheuser-Busch
"Dec 20, 2008",look: 3 | smell: 2 | taste: 2 | feel: 3.5 | overall: 3,-0.8%,Budweiser | Anheuser-Busch
"Dec 17, 2008",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2.5,-10.3%,Budweiser | Anheuser-Busch
"Dec 16, 2008",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3.5,+10.3%,Budweiser | Anheuser-Busch
"Dec 16, 2008",look: 1.5 | smell: 1 | taste: 1 | feel: 1 | overall: 4,-32.9%,Budweiser | Anheuser-Busch
"Dec 11, 2008",look: 2 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1.5,-43.2%,Budweiser | Anheuser-Busch
"Dec 10, 2008",look: 3 | smell: 3.5 | taste: 1 | feel: 2 | overall: 1,-25.1%,Budweiser | Anheuser-Busch
"Dec 09, 2008",look: 2 | smell: 2 | taste: 2.25 | feel: 2.25 | overall: 2.25,-10.3%,Budweiser | Anheuser-Busch
"Dec 08, 2008",look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-4.9%,Budweiser | Anheuser-Busch
"Dec 07, 2008",look: 3 | smell: 2 | taste: 3 | feel: 2 | overall: 4.5,+21.8%,Budweiser | Anheuser-Busch
"Dec 05, 2008",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 4,+16.5%,Budweiser | Anheuser-Busch
"Dec 04, 2008",look: 1.5 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-21%,Budweiser | Anheuser-Busch
"Dec 02, 2008",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-52.7%,Budweiser | Anheuser-Busch
"Dec 01, 2008",look: 3 | smell: 3 | taste: 4 | feel: 4 | overall: 4,+52.3%,Budweiser | Anheuser-Busch
"Nov 29, 2008",look: 1.5 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 3.5,+0.8%,Budweiser | Anheuser-Busch
"Nov 26, 2008",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3.5 | overall: 3.5,+14%,Budweiser | Anheuser-Busch
"Nov 24, 2008",look: 2.5 | smell: 2 | taste: 3 | feel: 2.5 | overall: 3,+10.3%,Budweiser | Anheuser-Busch
"Nov 22, 2008",look: 3 | smell: 3 | taste: 2 | feel: 2.5 | overall: 4,+13.2%,Budweiser | Anheuser-Busch
"Nov 20, 2008",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.5,+11.1%,Budweiser | Anheuser-Busch
"Nov 19, 2008",look: 3.5 | smell: 3 | taste: 3.5 | feel: 4 | overall: 4.5,+49.4%,Budweiser | Anheuser-Busch
"Nov 14, 2008",look: 2 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-7.4%,Budweiser | Anheuser-Busch
"Nov 12, 2008",look: 3 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 4,+46.9%,Budweiser | Anheuser-Busch
"Nov 08, 2008",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.5,+35.8%,Budweiser | Anheuser-Busch
"Nov 06, 2008",look: 3 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 3.5,+20.6%,Budweiser | Anheuser-Busch
"Nov 04, 2008",look: 2 | smell: 2 | taste: 5 | feel: 4 | overall: 5,+64.6%,Budweiser | Anheuser-Busch
"Nov 03, 2008",look: 3 | smell: 4 | taste: 4 | feel: 3.5 | overall: 3,+51.9%,Budweiser | Anheuser-Busch
"Oct 29, 2008",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Oct 29, 2008",look: 3 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3,+21.4%,Budweiser | Anheuser-Busch
"Oct 27, 2008",look: 2 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 3,-2.5%,Budweiser | Anheuser-Busch
"Oct 26, 2008",look: 4 | smell: 2 | taste: 2 | feel: 2.5 | overall: 4,+5.8%,Budweiser | Anheuser-Busch
"Oct 25, 2008",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3.5,+27.6%,Budweiser | Anheuser-Busch
"Oct 20, 2008",look: 3.5 | smell: 3 | taste: 2 | feel: 3 | overall: 3.5,+12.3%,Budweiser | Anheuser-Busch
"Oct 18, 2008",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 2,-21.4%,Budweiser | Anheuser-Busch
