,Category,Total,Field
3802,AUTHORS ON FILM,2,
3803,AUTHORS: BORN & DIED,2,
3804,AUTO RACING,2,
3805,AUTO SHOP,2,
3806,AVIARY,2,
3807,AWARD-WINNERS,2,
3808,B,2,
3809,B MINUS,2,
3810,B.C.-ING YOU,2,
3811,B.C. PEOPLE,2,
3812,B.C. TIMES,2,
3813,BABIES,2,
3814,"BACK IN ""BLACK""",2,
3815,BACK IN THE '90s,2,
3816,BACK IN THE USSR,2,
3817,BACK WORDS,2,
3818,BACTERIA,2,
3819,BALANCHINE BALLETS,2,
3820,BALD IS BEAUTIFUL,2,
3821,BALLET & OPERA,2,
3822,BALLET BASICS,2,
3823,BALLET IN THE '90s,2,
3824,BALLET MUSIC,2,
3825,BALLOONS,2,
3826,BALTIMORE,2,
3827,BAND DEBUTS BY DECADE,2,
3828,BAND NAMES,2,
3829,BAND OF BROTHERS,2,
3830,BANDS IN OTHER WORDS,2,
3831,BANKING,2,
3832,BANNED BOOKS,2,
3833,BANNED!,2,
3834,BARNYARD ANIMALS,2,
3835,BARRE TENDERS,2,
3836,BASEBALL HALL OF FAMERS,2,
3837,BASEBALL LINGO,2,
3838,BASEBALL LIT,2,
3839,BASEBALL MANAGERS,2,
3840,BASEBALL ROOKIES OF THE YEAR,2,
3841,BASES LOADED,2,
3842,BATTLE CRIES,2,
3843,BATTLE STATIONS,2,
3844,BAY WATCHING,2,
3845,BAYS & GULFS,2,
3846,BEANS,2,
3847,BEAR FACTS,2,
3848,BEASTLY BUSINESS,2,
3849,BEASTLY COLLECTIVES,2,
3850,BEASTLY MOVIE TITLES,2,
3851,BEASTLY MOVIES,2,
3852,BEASTLY QUOTES,2,
3853,BEAUTY & MAKEUP,2,
3854,BEDTIME STORIES,2,
3855,BEER COUNTRY OF ORIGIN,2,
3856,BEFORE & AFTER GOES TO THE MOVIES,2,
3857,BEFORE THE EURO,2,
3858,BEFORE THEY WERE FIRST LADIES,2,
3859,BEFORE THEY WON OSCARS,2,
3860,"BEGINS & ENDS IN ""G""",2,
3861,"BEGINS & ENDS IN ""K""",2,
3862,"BEGINS & ENDS WITH ""N""",2,
3863,BELIEVE,2,
3864,BELLY UP TO THE BAR,2,
3865,BERMUDA SHORTS,2,
3866,BERRIES,2,
3867,BEST MUSICAL ACTOR TONY WINNERS,2,
3868,BEST ORIGINAL SCREENPLAY,2,
3869,BEST PICTURE OSCAR WINNERS,2,
3870,BEST PICTURES IN OTHER WORDS,2,
3871,BEST SCREENPLAY OSCARS,2,
3872,BETHLEHEM,2,
3873,BETTER KNOWN AS,2,
3874,BETTER KNOWN BY ONE NAME,2,
3875,BEVERLY HILLS,2,
3876,BEWITCHED,2,
3877,BEYOND BELIEF,2,
3878,BIBLE BASICS,2,
3879,BIBLE BELTS,2,
3880,BIBLE BOOK BINDINGS,2,
3881,BIBLE BRIEFS,2,
3882,BIBLE GUYS,2,
3883,BIBLICAL FATHERS & SONS,2,
3884,BIBLICAL PAINTINGS,2,
3885,BIBLICAL PEOPLE & PLACES,2,
3886,BIBLICAL SPEAKERS BUREAU,2,
3887,BIBLICAL WHO'S WHO,2,
3888,BIBLICAL WHO SAID IT?,2,
3889,BIG BANDS,2,
3890,BIG BOOKS,2,
3891,BIG BROTHERS,2,
3892,BIG CITY MAYORS,2,
3893,BIG RIVER,2,
3894,BIG SCREEN BIOGRAPHIES,2,
3895,BIG SCREEN BIOS,2,
3896,BIG SCREEN BRAINBUSTERS,2,
3897,BIG SCREEN TITLE PAIRS,2,
3898,BIGGER THAN A BREADBOX,2,
3899,BILL MURRAY MOVIE QUOTES,2,
3900,BILLIARDS,2,
3901,BILLIONS & BILLIONS,2,
3902,BINGO,2,
3903,BIO HAZARD,2,
3904,BIO SUBJECTS,2,
3905,BIOPIC SUBJECTS,2,
3906,BIRD TV,2,
3907,BIRD VERBS,2,
3908,"BIRD, REPTILE OR FELINE",2,
3909,BIRTH OF A NATION,2,
3910,BITS,2,
3911,BLACK & WHITE,2,
3912,BLACK FIRSTS,2,
3913,BLACK HISTORY MONTH,2,
3914,BLANK VERSE,2,
3915,BLASTS FROM THE PAST,2,
3916,BLENDED WORDS,2,
3917,BLOGS,2,
3918,BLONDIE,2,
3919,BLOOD & GUTS,2,
3920,BLOOD WORK,2,
3921,BLUE LITERATURE,2,
3922,BOARD GAMES,2,
3923,BOB HOPE,2,
3924,BOBBING FOR BOBS,2,
3925,BODIES IN WATER,2,
3926,BOGEY MEN,2,
3927,BOOK 'EM,2,
3928,BOOK NAMES,2,
3929,BOOK REVIEWS,2,
3930,BOOK TO MOVIE,2,
3931,BOOKS' FIRST LINES,2,
3932,BOOKS BY CHAPTER TITLES,2,
3933,BOOKS FOR YOUR DOG,2,
3934,BOOKS OF THE '70s,2,
3935,BOOKS ON AUDIOTAPE,2,
3936,BOOKS WITH SUBTITLES,2,
3937,BOOTS,2,
3938,BOOZE,2,
3939,BORN IN THE U.S.A.,2,
3940,BORN IN THE USA,2,
3941,BORN ON THE FOURTH OF JULY,2,
3942,BOSTON,2,
3943,BOTTLES OF WATER,2,
3944,BOWLING,2,
3945,BRAIN STRAIN,2,
3946,BRAINBUSTERS,2,
3947,"BRAND ""O""",2,
3948,BRAND LOGOS,2,
3949,BREAK OUT THE ATLAS,2,
3950,BREAKFAST CEREAL,2,
3951,BREAKING BAD,2,
3952,BREAKING NEWS,2,
3953,BRIDGE OF SIZE,2,
3954,BRIEF BIOS,2,
3955,BRING OUT YOUR DEAD,2,
3956,BRIT-POURRI,2,
3957,BRIT BITS,2,
3958,BRITCOMS,2,
3959,BRITISH FASHION,2,
3960,BRITISH ISLES,2,
3961,BRITISH NOVELISTS,2,
3962,BRITISH POETRY,2,
3963,BRITISH POETS LAUREATE,2,
3964,BRITISH ROCKERS,2,
3965,BRITISH ROYAL RESIDENCES,2,
3966,BRITTANY,2,
3967,BROADWAY MUSICAL STARS,2,
3968,BROADWAY MUSICALS BY CHARACTERS,2,
3969,BROADWAY MUSICALS BY SONG,2,
3970,BROKEN ENGLISH,2,
3971,BROTHERS,2,
3972,BROTHERS & SISTERS,2,
3973,BRUCE ALMIGHTY,2,
3974,BUDDHISM,2,
3975,BULL,2,
3976,BURIED AT ARLINGTON NATIONAL CEMETERY,2,
3977,BUSINESS HISTORY,2,
3978,BUSINESS LEADERS,2,
3979,BUSINESS NEWS,2,
3980,BUSINESS PAIRINGS,2,
3981,BUSINESS PARTNERS,2,
3982,BUSINESSMEN,2,
3983,BUSY AS A BEAVER,2,
3984,BUTTERFLIES,2,
3985,BUTTERFLIES & MOTHS,2,
3986,BY GEORGE!,2,
3987,BY THE HUNDREDS,2,
3988,C,2,
3989,"C'EST LA ""V""",2,
3990,CABINET DEPARTMENTS,2,
3991,CABLE DRAMAS,2,
3992,CABLE NETWORKING,2,
3993,CAESAR,2,
3994,CAIRO,2,
3995,CALIFORNIA CITIES,2,
3996,CALIFORNIA FOOD FESTIVALS,2,
3997,CALIFORNIA GIRLS,2,
3998,CALL ME SMITTY,2,
3999,CAMPBELL SOUP,2,
4000,CAMPING,2,
4001,CAN I GET A WITNESS?,2,
4002,"CANADIAN GEOGRAPHY, EH?",2,
4003,CANADIANA,2,
4004,CANDLES,2,
4005,CANNIBAL CUISINE,2,
4006,CANTERBURY TALES,2,
4007,CAPITAL,2,
4008,CAPITAL CITY UNIVERSITIES,2,
4009,CAPITALS OF THE WEST INDIES,2,
4010,CAPTAINS COURAGEOUS,2,
4011,CAPTURE THE FLAG,2,
4012,CAR & DRIVER,2,
4013,CAR MODELS,2,
4014,CAR TROUBLE,2,
4015,CAREERS,2,
4016,CARIBBEAN CAPITALS,2,
4017,CAROLS,2,
4018,CARRY ON,2,
4019,CARTOON FEMALES,2,
4020,CARTOON VOICES,2,
4021,CARTOONISTS,2,
4022,CASEY AT THE BAT,2,
4023,CASTLES,2,
4024,CASTLES & CHATEAUX,2,
4025,CASTLING,2,
4026,CATHEDRALS,2,
4027,CATHEDRALS & CHURCHES,2,
4028,CATHOLICISM,2,
4029,CDs,2,
4030,CELEBRATIONS OF THE MONTH,2,
4031,CELEBRITIES' KIDS' NAMES,2,
4032,CELEBRITIES' ORIGINAL NAMES,2,
4033,CELEBRITY ALMA MATERS,2,
4034,CELEBRITY COOKBOOKS,2,
4035,CELEBRITY HEADACHES,2,
4036,CELEBRITY LIVES,2,
4037,CELEBRITY NAMES,2,
4038,CELEBRITY POLITICIANS,2,
4039,CELEBRITY SECRETS,2,
4040,CELEBRITY SPOUSES,2,
4041,CELEBRITY TRIVIA,2,
4042,CELEBRITY VETERANS,2,
4043,CELL BLOCK CINEMA,2,
4044,CEMETERIES,2,
4045,CEO COMPENSATION,2,
4046,CERAMICS,2,
4047,CEREALS,2,
4048,CERVANTES,2,
4049,CHAMPIONS,2,
4050,CHANGE A LETTER,2,
4051,"CHAPTER 1, VERSE 1",2,
4052,CHARACTERS BASED ON REAL PEOPLE,2,
4053,CHARACTERS IN BOOKS,2,
4054,CHARACTERS IN DISNEY FILMS,2,
4055,CHARACTERS IN MOVIES,2,
4056,CHARADES,2,
4057,CHARLES DICKENS,2,
4058,CHARLIE,2,
4059,CHEM LAB,2,
4060,CHEMISTS,2,
4061,CHERCHEZ LA FEMME,2,
4062,CHEWING GUM,2,
4063,CHICAGO TV,2,
4064,CHICK FLICKS,2,
4065,CHICKS RULE!,2,
4066,CHIEF JUSTICES OF THE U.S.,2,
4067,CHILDREN'S AUTHORS,2,
4068,CHILDREN'S BOOK TITLES,2,
4069,CHILDREN'S BOOKS & AUTHORS,2,
4070,CHILDREN'S GAMES,2,
4071,CHINA PATTERNS,2,
4072,CHINESE CALENDAR ANIMALS,2,
4073,CHINESE GEOGRAPHY,2,
4074,CHOW,2,
4075,CHRIS COLUMBUS,2,
4076,CHRISTMAS CAROLS,2,
4077,CHRISTMAS SONGS,2,
4078,CHRISTOPHER COLUMBUS,2,
4079,CHRONICLES,2,
4080,CHURCHES,2,
4081,CINCINNATI,2,
4082,CINCO DE MAYO,2,
4083,CINEMA,2,
4084,CINEMANIA,2,
4085,CIRCUS TALK,2,
4086,CITIZENSHIP,2,
4087,CITY FOLK,2,
4088,CITY FOUNDERS,2,
4089,CITY NAME ORIGINS,2,
4090,CITY OF BIRTH,2,
4091,CITY QUOTES,2,
4092,CITY SONGS,2,
4093,CIVIL RIGHTS HEROES,2,
4094,CIVIL WARS,2,
4095,CLASSIC AD LINES,2,
4096,CLASSIC AMERICAN MUSIC,2,
4097,CLASSIC CARTOON CHARACTERS,2,
4098,CLASSIC COMEDY TEAMS,2,
4099,CLASSIC COMIC STRIPS,2,
4100,CLASSIC COUNTRY,2,
4101,CLASSIC DISNEY FILMS,2,
4102,CLASSIC DRAMA SERIES EPISODES,2,
4103,CLASSIC FOREIGN FILMS,2,
4104,CLASSIC GAME SHOWS,2,
4105,CLASSIC GAMES,2,
4106,CLASSIC LITERATURE,2,
4107,CLASSIC MOVIES,2,
4108,CLASSIC NOVELS,2,
4109,CLASSIC ROCK LYRICS,2,
4110,CLASSIC TV CATCHPHRASES,2,
4111,CLASSIC TV EPISODES,2,
4112,CLASSIC VIDEO GAMES,2,
4113,CLEAN 4-LETTER WORDS,2,
4114,CLEVELAND,2,
4115,CliffsNotes,2,
4116,CLIMB IT,2,
4117,CLIP ART,2,
4118,CLOSE QUARTERS,2,
4119,CLOSE TO YOU,2,
4120,CLOTHES,2,
4121,CLOTHES-MINDED,2,
4122,CLOWNING AROUND,2,
4123,CLOWNS,2,
4124,CLUES ACROSS AMERICA,2,
4125,CNN,2,
4126,COFFEE,2,
4127,COLLECTIONS,2,
4128,COLLEGE BEFORE & AFTER,2,
4129,COLLEGE BOWL,2,
4130,COLLEGE DEGREES,2,
4131,COLLEGE FOOTBALL COACHES,2,
4132,COLLEGE FOOTBALL STADIUM NICKNAMES,2,
4133,COLLEGE NEWSPAPERS,2,
4134,COLLEGE NICKNAMES,2,
4135,COLLEGE SPORTS NICKNAMES,2,
4136,COLLEGE STADIUMS & ARENAS,2,
4137,COLOMBIA,2,
4138,COLOR,2,
4139,COLORFUL EXPRESSIONS,2,
4140,COLORFUL MOVIES,2,
4141,COLORFUL QUOTES,2,
4142,COLORFUL SONGS,2,
4143,COLORFUL TV SHOWS,2,
4144,COLORFUL U.S. CITIES,2,
4145,COLORIFIC,2,
4146,COLORS OF THE RAINBOW,2,
4147,COLOSSUS,2,
4148,COME FLY WITH ME,2,
4149,COME UP TO THE LAB,2,
4150,COMEDIES,2,
4151,COMEDY TONIGHT,2,
4152,COMIC & CARTOON CRITTERS,2,
4153,COMIC STRIPPERS,2,
4154,COMICS' BOOKS,2,
4155,COMMON BOND CUISINE,2,
4156,COMPANIES,2,
4157,COMPANY HISTORIES,2,
4158,COMPANY NAME ORIGINS,2,
4159,COMPANY SYMBOLS,2,
4160,COMPLETE THE LYRIC,2,
4161,COMPLETE THE MOVIE QUOTE,2,
4162,COMPLETES THE POETIC LINE,2,
4163,COMPOSE YOURSELF,2,
4164,COMPOSERS ON FILM,2,
4165,COMPUTER LITERACY,2,
4166,COMPUTER MILESTONES,2,
4167,COMPUTING 101,2,
4168,CONAN O'BRIEN,2,
4169,CONDIMENTS,2,
4170,CONGRESSIONAL BEFORE & AFTER,2,
4171,CONNECTICUT,2,
4172,CONSECUTIVE NUMBERS,2,
4173,CONSERVATION,2,
4174,CONSUMER REPORTS,2,
4175,CONTEMPORARY BOOKS,2,
4176,CONTEMPORARY NOVELISTS,2,
4177,CONTINENTS BY VOLCANO,2,
4178,CONVERSIONS,2,
4179,COOKIES,2,
4180,COOKING EQUIPMENT,2,
4181,COPS,2,
4182,CORN,2,
4183,CORN-UCOPIA,2,
4184,CORNERSTONES,2,
4185,CORPORATE HISTORIES,2,
4186,CORPORATE SYMBOLS,2,
4187,COUNTRIES' CURRENCIES,2,
4188,COUNTRIES' LARGEST ISLANDS,2,
4189,COUNTRIES' LOWEST POINTS,2,
4190,COUNTRIES BY CAPITAL,2,
4191,COUNTRIES BY CITIES,2,
4192,COUNTRIES BY CITY,2,
4193,COUNTRIES IN FRENCH,2,
4194,COUNTRY,2,
4195,COUNTRY CLUBS,2,
4196,COUNTRY COOKBOOKS,2,
4197,COUNTRY DISTINCTIONS,2,
4198,COUNTRY FACTS,2,
4199,COUNTRY GROUPS,2,
4200,COUNTRY MATTERS,2,
4201,COUNTRY MUSIC FIRSTS,2,
4202,COUNTRY NAME ORIGINS,2,
4203,COUNTRY NICKNAMES,2,
4204,COUNTRY OF BIRTH,2,
4205,COUNTRY SONGS,2,
4206,COUNTRYMEN,2,
4207,COUNTY SEATS,2,
4208,COURT TV,2,
4209,COURTROOM DRAMAS,2,
4210,COW,2,
4211,COWBOYS,2,
4212,COWBOYS & INDIANS,2,
4213,CRADLES,2,
4214,CRAIGS LIST,2,
4215,CREATIVE WRITERS,2,
4216,CREATURES OF THE WILD,2,
4217,CREEPERS & CRAWLERS,2,
4218,CRIMINAL NICKNAMES,2,
4219,CROSSING JORDAN,2,
4220,"CROSSWORD CLUES ""H""",2,
4221,"CROSSWORD CLUES ""W""",2,
4222,"CROSSWORD CLUES ""X""",2,
4223,"CROSSWORD CLUES ""Z""",2,
4224,CRUISIN' THE CARIBBEAN,2,
4225,CUBA,2,
4226,CULINARY COMMON BONDS,2,
4227,CULTURE CLUB,2,
4228,CUPS,2,
4229,CURRENT GOVERNORS,2,
4230,CURRENT MUSIC,2,
4231,CUTS LIKE A KNIFE,2,
4232,CYCLING,2,
4233,D,2,
4234,D.C. TV,2,
4235,DAD TV,2,
4236,DAIRY PRODUCTS,2,
4237,DAM IT!,2,
4238,DANCE MUSIC,2,
4239,DANGEROUS,2,
4240,DANGEROUS WEATHER,2,
4241,DANIEL,2,
4242,DANTE'S ,2,
4243,DAUGHTERS OF THE AMERICAN REVOLUTION,2,
4244,DAVID BOWIE,2,
4245,DAY TIME,2,
4246,DAYTIME TV,2,
4247,DEAD SCIENTISTS SOCIETY,2,
4248,DEADWOOD,2,
4249,DEAR DIARY,2,
4250,DEATH,2,
4251,DEATH BY...,2,
4252,DEATH IN VENICE,2,
4253,DEATH OF A PRESIDENT,2,
4254,24-Dec,2,
4255,7-Dec,2,
4256,DEEP THINKERS,2,
4257,DENMARK,2,
4258,"DEPARTMENT ""S""",2,
4259,DEPARTMENT STORES,2,
4260,DESCARTES,2,
4261,DESCRIBING THE ANIMAL,2,
4262,DESCRIBING THE NOVEL,2,
4263,DESCRIBING THE SPORT,2,
4264,DESCRIBING THE TV SHOW,2,
4265,DESPOTS & DICTATORS,2,
4266,DIARIES,2,
4267,DICE ROLL NICKNAMES,2,
4268,DICT. ABBREV.,2,
4269,DIFFERENT STOKES,2,
4270,DIFFERS BY A LETTER,2,
4271,DINING OUT IN EUROPE,2,
4272,DIRECT TV,2,
4273,DIRECTED & STARRED IN,2,
4274,DIRECTORS & THEIR FILMS,2,
4275,DIRTY ROTTEN SCOUNDRELS,2,
4276,DIRTY WORDS,2,
4277,DISASTER DIGEST,2,
4278,DISCOGRAPHIES,2,
4279,DISCOVER,2,
4280,DISCOVERY CHANNEL,2,
4281,DISNEY DOGS,2,
4282,DISNEY MOVIES BY CHARACTER,2,
4283,DISNEY SONGS,2,
4284,DISNEYLAND,2,
4285,DIVAS,2,
4286,DIVINE COMEDIES,2,
4287,DO THE MATH,2,
4288,DOC,2,
4289,DOCTOR WHO,2,
4290,DOESN'T RHYME WITH DIRT,2,
4291,DOG STARS,2,
4292,DON'T LISTEN TO THEM!,2,
4293,DON'T TRY THIS AT HOME,2,
4294,DORM CUISINE,2,
4295,DOT COM,2,
4296,"DOUBLE ""D""s",2,
4297,"DOUBLE ""L"" WORDS",2,
4298,"DOUBLE ""Z""",2,
4299,DOUBLE A,2,
4300,DOUBLE D WORDS,2,
4301,DOUBLE TALK NAMES,2,
4302,DOUBLE TALK ROCK,2,
4303,DOUBLE VOWELS,2,
4304,DOUBLE Ws,2,
4305,DOUGH,2,
4306,DOWN ON THE FARM,2,
4307,DR. WHO...,2,
4308,DRAFT PICKS,2,
4309,DRAMATISTS,2,
4310,DRAWING A CROWD,2,
4311,DRINKING SONGS,2,
4312,DRINKING VESSELS,2,
4313,DRINKS ARE ON ME!,2,
4314,DROP A LETTER,2,
4315,DUBLINERS,2,
4316,DUDE-ERONOMY,2,
4317,DUEL,2,
4318,"DUKE, DUKE",2,
4319,DUOS,2,
4320,DWELLING ON THE PAST,2,
4321,E,2,
4322,EARLS,2,
4323,EARLY AMERICANS,2,
4324,EARTH,2,
4325,EAST ASIAN CITIES,2,
4326,EASTER,2,
4327,EASTER PARADE,2,
4328,"EASY AS ""PIE""",2,
4329,EASY BEING GREEN,2,
4330,"EAT IT, BEAT IT OR TREAT IT",2,
4331,EDIBLE EXPRESSIONS,2,
4332,EDUCATIONAL TELEVISION,2,
4333,EGGHEADS,2,
4334,EGGS,2,
4335,ELEMENT NAMES,2,
4336,ELEMENT SYMBOL SPELLING,2,
4337,ELEMENTAL ETYMOLOGY,2,
4338,ELEMENTAL RHYME TIME,2,
4339,ELEMENTAL SYMBOLS,2,
4340,"ELEMENTARY, MY DEAR",2,
4341,ELIZABETH TAYLOR FILMS,2,
4342,ELLE,2,
4343,ELLIS ISLAND,2,
4344,ELTON JOHN SONGS,2,
4345,ELVES,2,
4346,ELVIS LYRICS,2,
4347,EMINENT VICTORIANS,2,
4348,EMMY-WINNING ROLES,2,
4349,EMMY HISTORY,2,
4350,EMOTICONS,2,
4351,ENCYCLOPEDIA BRITANNICA,2,
4352,ENDANGERED SPECIES,2,
4353,"ENDS IN ""OON""",2,
4354,"ENDS IN ""SH""",2,
4355,"ENDS IN ""U""",2,
4356,ENDS IN AN F SOUND,2,
4357,ENDS WITH THE SAME 2 LETTERS,2,
4358,ENDS WITH THE SAME 2 VOWELS,2,
4359,"ENGLISH ""T""",2,
4360,ENGLISH USAGE,2,
4361,ENGLISHMEN,2,
4362,ENTERPRISE,2,
4363,EPISODES OF THE SITCOM,2,
4364,EPONYMOUS SCIENCE,2,
4365,ESPAÑOL,2,
4366,ESPERANTO,2,
4367,ESQUIRE,2,
4368,ETHNIC GROUPS,2,
4369,EUGENE O'NEILL,2,
4370,EUROPE ON FILM,2,
4371,EUROPE TO NO GOOD,2,
4372,EUROPEAN AUTHORS,2,
4373,EUROPEAN BODIES OF WATER,2,
4374,EUROPEAN COUNTRIES,2,
4375,EUROPEAN HOLIDAYS,2,
4376,EUROPEAN LAKES & RIVERS,2,
4377,EUROPEAN LANGUAGES,2,
4378,EUROPEAN PAINTERS,2,
4379,EUROPEAN TRAVEL,2,
4380,EVERYBODY TALKS ABOUT IT...,2,
4381,EVERYDAY ITALIAN,2,
4382,EVERYONE'S A CRITIC,2,
4383,"EVERYTHING'S COMING UP ""ROSE""S",2,
4384,EXPERIMENTS,2,
4385,EXPLORING AFRICA,2,
4386,EXPORTS,2,
4387,EXPRESS YOURSELF,2,
4388,EXPRESSIONS,2,
4389,EXTRAS,2,
4390,EXTREME ANIMALS,2,
4391,EXTREME GEOGRAPHY,2,
4392,EYES ON THE PRIZE,2,
4393,F,2,
4394,FACE THE MUSIC,2,
4395,FACE TIME,2,
4396,FACES,2,
4397,FACES IN HISTORY,2,
4398,FACIAL HAIR,2,
4399,FACT,2,
4400,FACTS FROM ALMANACS,2,
4401,FACTS ON FILE,2,
4402,"FADE TO ""BLACK""",2,
4403,FADS,2,
4404,FADS & FASHIONS,2,
4405,FAMILIAR NUMBERS,2,
4406,FAMILY FILMS,2,
4407,FAMILY TIES,2,
4408,FAMILY VALUES,2,
4409,FAMOUS ALICES,2,
4410,FAMOUS ARTS,2,
4411,FAMOUS BEARDS,2,
4412,FAMOUS ELEPHANTS,2,
4413,FAMOUS FAMILIES,2,
4414,FAMOUS FEMALES,2,
4415,FAMOUS MOUNTS,2,
4416,FAMOUS NICKNAMES,2,
4417,FAMOUS PARTNERS,2,
4418,FAMOUS POLITICIANS,2,
4419,FAMOUS RAYS,2,
4420,FAMOUS SPEECHES,2,
4421,FAMOUS TRIALS,2,
4422,FAMOUS WALTERS,2,
4423,FASHION SENSE,2,
4424,FASHIONABLE NAMES,2,
4425,FAST CARS,2,
4426,FASTER,2,
4427,FDR,2,
4428,FEBRUARY,2,
4429,"FEELING ""ILL""",2,
4430,FEELING POSSESSIVE,2,
4431,FEET,2,
4432,FEMALE BOOK CHARACTERS,2,
4433,FEMALE WORLD LEADERS,2,
4434,FENCING,2,
4435,FESTIVE FOOD,2,
4436,FICTION SCIENCE,2,
4437,FICTIONAL INDIANS,2,
4438,FICTIONAL PLACES,2,
4439,FICTIONAL SERVANTS,2,
4440,FICTIONAL SISTERS,2,
4441,FICTIONAL WOMEN,2,
4442,"FILE UNDER ""B""",2,
4443,"FILE UNDER ""C""",2,
4444,"FILE UNDER ""D""",2,
4445,"FILE UNDER ""E""",2,
4446,"FILE UNDER ""J""",2,
4447,"FILE UNDER ""L""",2,
4448,"FILE UNDER ""P""",2,
4449,"FILE UNDER ""T""",2,
4450,FILL IN THE (BLANK),2,
4451,FILL IN THE AUTHOR,2,
4452,FILL IN THE BIBLICAL ____,2,
4453,FILL IN THE BLANK,2,
4454,FILL IN THE QUOTE,2,
4455,FILM NOIR,2,
4456,FILMS OF THE '80s,2,
4457,FILMS OF THE 1980s,2,
4458,FILTHY 4-LETTER WORDS,2,
4459,FINE ARTS,2,
4460,FINE DINING,2,
4461,FINE FOOD,2,
4462,FINISH THE LINE,2,
4463,FINLANDIA,2,
4464,FIRESTARTER,2,
4465,"FIRST & LAST NAME, PLEASE",2,
4466,FIRST CLASS,2,
4467,FIRST LADIES' FATHERS,2,
4468,FIRST LADIES' RHYME TIME,2,
4469,FIRST OF THE MONTH,2,
4470,FISHY ANAGRAMS,2,
4471,FIX THE MALAPROPISM,2,
4472,FIX THE SPOONERISM,2,
4473,FLAG TERMS,2,
4474,FLAKES,2,
4475,FLANDERS,2,
4476,FLAVOR OF THE MONTH,2,
4477,FLIGHT,2,
4478,FLORIDA CITIES,2,
4479,FLOWER GIRLS,2,
4480,FLOWER NAMES,2,
4481,FLYBOYS,2,
4482,FLYING,2,
4483,FONTS,2,
4484,FONTS OF INFORMATION,2,
4485,FOOD-O,2,
4486,FOOD CROSSWORD CLUES,2,
4487,FOOD FESTIVALS,2,
4488,FOOD GLORIOUS FOOD,2,
4489,FOOD IN FRENCH,2,
4490,FOOD IN HISTORY,2,
4491,FOOD SCIENCE,2,
4492,FOOD TALK,2,
4493,FOODS,2,
4494,FOODS OF THE WORLD,2,
4495,FOOTBALL 101,2,
4496,FOOTWEAR,2,
4497,FOR GOOD MEASURE,2,
4498,FOR PETE'S SAKE,2,
4499,FOR THE SOLE,2,
4500,FORD,2,
4501,FOREIGN ANATOMY,2,
4502,FOREIGN FILM TITLES,2,
4503,FOREIGN FOOD,2,
4504,FOREIGN FOODS,2,
4505,FOREIGN STATES,2,
4506,FOREIGN TRAVEL,2,
4507,FORMER PLACE NAMES,2,
4508,FORMER SOVIET REPUBLICS,2,
4509,FORMER WORLD LEADERS,2,
4510,FOUND IN GERMANY,2,
4511,FOUND IN MONGOLIA,2,
4512,FOUR!,2,
4513,FRAGRANCES,2,
4514,FRAIDY CAT,2,
4515,FRANK SINATRA,2,
4516,FRANKLY,2,
4517,FRANKS,2,
4518,FRATERNITIES & SORORITIES,2,
4519,FRENCH,2,
4520,FRENCH CLASS,2,
4521,FRENCH COOKING,2,
4522,FRENCH CROSSWORD CLUES,2,
4523,FRENCH DRESSING,2,
4524,FRENCH EPONYMS,2,
4525,FRENCH FOOD,2,
4526,FRENCH NOVELISTS,2,
4527,FRENCH WHINES,2,
4528,FRIDAY THE 13th,2,
4529,FRIENDS WITH BENEFITS,2,
4530,FROGS & TOADS,2,
4531,"FROM ""B"" TO ""Y""",2,
4532,FROM A TO ALMOST Z,2,
4533,FROM RUSSIA,2,
4534,FROM THE BRITISH MONARCHY'S WEBSITE,2,
4535,FROM THE LATIN FOR...,2,
4536,FROM Z TO A,2,
4537,FRUITS & NUTS,2,
4538,FRUITS & VEGGIES,2,
4539,FUN STUFF,2,
4540,FUN WITH ACRONYMS,2,
4541,FUN WITH BALLET,2,
4542,FUN WITH DICK & JANE,2,
4543,FUN WITH ELEMENTS,2,
4544,FUN WITH FASHION,2,
4545,FUN WITH FUNGUS,2,
4546,FUN WITH NUMBERS,2,
4547,FUN WITH THE PERIODIC TABLE,2,
4548,FUNNY LADIES,2,
4549,FUNNY MEN,2,
4550,FUNNY PEOPLE,2,
4551,FUNNYMEN,2,
4552,GADGETS,2,
4553,GAME TIME,2,
4554,GAMES IN OTHER WORDS,2,
4555,GARDEN TALK,2,
4556,GAS,2,
4557,GASES,2,
4558,GEEK LOVE,2,
4559,GENERAL HOSPITAL,2,
4560,GENERAL INFORMATION,2,
4561,"GEOGRAPH""E""",2,
4562,GEOGRAPHIC BANDS,2,
4563,GEOGRAPHIC MEANINGS,2,
4564,GEOGRAPHIC NAMES,2,
4565,GEOGRAPHIC PAIRS,2,
4566,GEOGRAPHIC SQUARES,2,
4567,GEOGRAPHIC TITLES,2,
4568,GEOGRAPHY BY THE BOOK,2,
4569,GEORGE,2,
4570,GERMAN CUISINE,2,
4571,"GET A ""CL""UE!",2,
4572,GET A GRIP,2,
4573,GET A JOB,2,
4574,GET A ROOM!,2,
4575,GET MOVING,2,
4576,GET SOME CULTURE,2,
4577,GET TO THE POINT,2,
4578,GETTING ATTACHED,2,
4579,GETTING DEFENSIVE,2,
4580,GETTING FROM HERE TO THERE,2,
4581,GIANTS OF SCIENCE,2,
4582,GIFTS,2,
4583,GILLIGAN'S ISLAND,2,
4584,GIMME 5,2,
4585,GIRAFFES,2,
4586,"GIVE AN ""NCH""",2,
