BBL,Street Number,Street Name,Borough,Zip,Benchmarking Submission,Entry Number,Site EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Indoor Water Intensity (All Water Sources)(gal/ft2),Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,Number of Buildings,Reported BINs
1000770008,110,WILLIAM STREET,MANHATTAN,10038,Yes,11527,55,149.3,,Manual,90,4273.52,878000,Office,1,1001186
1000770015,130,WILLIAM STREET,MANHATTAN,10038,Yes,12129,4275.3,5994.2,50.07,Manual,1,79744.08,236000,Office,1,1001187
1000770024,82,FULTON STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1000780001,135,WILLIAM STREET,MANHATTAN,10038,Yes,9495,73.4,121.7,0,Manual,N/A,286.02,62462,Multifamily Housing,1,1001192
1000780004,123,WILLIAM STREET,MANHATTAN,10038,Yes,6013,25126.5,35025.6,,Manual,1,892909.71,450000,Office,1,1079063
1000780011,55,JOHN STREET,MANHATTAN,10038,Yes,11636,2.5,4.6,,Manual,N/A,19.64,115488,Multifamily Housing,1,1079064
1000780020,120,FULTON STREET,MANHATTAN,10038,Yes,7477,90.4,204.4,,Manual,41,442.13,66687,Residence Hall/Dormitory,1,
3072440058,711,MONTAUK COURT,BROOKLYN,11235,Yes,2893,69.4,120,30.25,ABS,N/A,380.76,85695,Multifamily Housing,1,3196230
1000787508,45,JOHN STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1019457504,301,WEST  118 STREET,MANHATTAN,10026,Yes,4815,90.4,205.2,30.34,ABS,N/A,1219.61,180800,Multifamily Housing,1,1087277
1000790015,192,BROADWAY,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1010477501,340,WEST   57 STREET,MANHATTAN,10019,Yes,6081,277,341.1,30.35,ABS,N/A,9492.4,577881,Multifamily Housing,2,1087148;1083734
1000797503,71,NASSAU STREET,MANHATTAN,10038,Yes,12665,67.8,183.9,,Manual,N/A,489.87,89276,Multifamily Housing,1,1001215
1000800001,195,BROADWAY,MANHATTAN,10007,Yes,12978,87,218.1,,Manual,78,7101.14,927279,Office,1,1001227
1000800004,55,CHURCH STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1000860001,90,CHURCH STREET,MANHATTAN,10007,Yes,239,57.3,164.3,,Manual,88,6420.26,1234704,Office,1,1001230
1000880001,217,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1000880005,20,VESEY STREET,MANHATTAN,10007,Yes,529,74.2,165.8,0,Manual,81,605.16,96154,Office,1,1001235
1000880010,30,VESEY STREET,MANHATTAN,10007,Yes,454,,,0,Manual,N/A,,77000,Office,1,
1005750057,13,WEST   11 STREET,MANHATTAN,10011,Yes,7759,138.9,173.6,30.46,ABS,N/A,535.75,51113,Multifamily Housing,1,1009584
1000880018,225,BROADWAY,MANHATTAN,10007,Yes,637,72.8,165.1,,Manual,89,2867.45,461731,Office,1,BIN# 1001241
1000890001,99,NASSAU STREET,MANHATTAN,10038,Yes,7981,65.6,173.6,,Manual,N/A,581.57,100000,Office,1,1001242
1016220020,75,EAST  116 STREET,MANHATTAN,10029,Yes,3282,103.2,170.1,30.63,ABS,N/A,673.75,96735,Multifamily Housing,1,1074189;1086007
1000917502,111,FULTON STREET,MANHATTAN,10038,Yes,6824,34.4,109.7,,Manual,N/A,570.34,176514,Multifamily Housing,1,1001263
1000920005,161,WILLIAM STREET,MANHATTAN,10038,Yes,188,63.8,178.4,,Manual,N/A,1080.04,187518,College/University (Campus-Level),1,1001269;1001270
1000920024,110,NASSAU STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1000930020,156,WILLIAM STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1000930034,57,BEEKMAN STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1000940001,80,GOLD STREET,MANHATTAN,10038,Yes,10965,,,2.82,Manual,N/A,,1686730,Multifamily Housing,10,1083347;1083348;1083349;1083350;1083352;1083353;1083354;1083355;1083356;1809961;1088761
1013630037,424,EAST   52 STREET,MANHATTAN,10022,Yes,4152,85.4,151.9,30.9,ABS,N/A,487.89,88160,Multifamily Housing,1,1040143
4001890025,    43-08,  41 STREET,QUEENS,11104,Yes,12627,15,40.4,30.91,ABS,N/A,71.3,56400,Multifamily Housing,1,4002481
1001000026,138,NASSAU STREET,MANHATTAN,10038,Yes,1011,19229.9,26790.3,,Manual,N/A,120532.45,79422,Multifamily Housing,1,1001354
1011830032,255,WEST END AVENUE,MANHATTAN,10023,Yes,7898,58.8,89.3,31.11,ABS,N/A,307.97,67545,Medical Office,1,1030966
1001007502,8,SPRUCE STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,0,
1012320061,512,WEST END AVENUE,MANHATTAN,10024,Yes,12370,47.6,86,31.98,ABS,N/A,270.11,68072,Multifamily Housing,1,1033124
1001010002,39,PARK ROW,MANHATTAN,10038,Yes,222,62,174.6,,Manual,N/A,720.12,128572,College/University (Campus-Level),1,
1001020001,154,NASSAU STREET,MANHATTAN,10038,Yes,182,117.3,239.9,,Manual,N/A,6233.25,628399,College/University (Campus-Level),1,
1001060009,1,PECK SLIP,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1001137501,375,PEARL STREET,MANHATTAN,10038,Yes,3320,33.2,110.9,,Manual,86,3490.19,1120000,Office,1,1001389
1001170001,185,PARK ROW,MANHATTAN,10038,Yes,3615,44013,61266.7,8.15,Manual,N/A,1791056.12,515425,Multifamily Housing,3,1077407
1001230010,99,CHURCH STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001237501,233,BROADWAY,MANHATTAN,10007,Yes,5510,71.8,193.8,,Manual,69,5776.2,900134,Office,1,1087167
1001237501,233,BROADWAY,MANHATTAN,10007,Yes,9590,71.1,192.8,,Manual,78,5776.71,908960,Office,1,1087167
3072440105,2675,EAST    7 STREET,BROOKLYN,11235,Yes,3734,68.8,134.1,32.98,ABS,N/A,568.38,120263,Multifamily Housing,1,3196247
1001240024,250,BROADWAY,MANHATTAN,10007,Yes,5635,0,0,,Manual,N/A,,0,,1,1001408
1001250020,100,CHURCH STREET,MANHATTAN,10007,Yes,11006,74.9,178.4,,Manual,88,6664.36,1018237,Office,1,1001409
1001260013,53,PARK PLACE,MANHATTAN,10007,Yes,4600,88.1,187.7,,Manual,N/A,878.51,138600,Multifamily Housing,1,1001412
1013230036,230,EAST   50 STREET,MANHATTAN,10022,Yes,7763,18.9,56.1,33.79,ABS,N/A,90.79,53694,Multifamily Housing,1,1038238
1001270001,30,WEST BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001280002,123,BARCLAY STREET,MANHATTAN,10007,Yes,64,77.8,206.2,17.51,Manual,98,10942.12,1097737,Bank/Financial Institution,1,BIN #1001416
1001280026,125,BARCLAY STREET,MANHATTAN,10007,Yes,3049,80.3,224.5,19.54,Manual,N/A,1889.59,265371,Office,1,1001417
1021340206,   156-20,RIVERSIDE DRIVE WEST,MANHATTAN,10032,Yes,7573,,,34.22,ABS,N/A,,580000,Multifamily Housing,1,1063278
1001327503,71,MURRAY STREET,MANHATTAN,10007,Yes,4114,63.2,146.8,,Manual,N/A,262.07,55672,Multifamily Housing,1,1001421
1001340025,258,BROADWAY,MANHATTAN,10007,Yes,6485,72.9,115.9,,Manual,N/A,665.76,110810,Multifamily Housing,1,1077426
1001347505,25,MURRAY STREET,MANHATTAN,10007,Yes,12735,55.8,147.7,,Manual,N/A,759.61,151457,Multifamily Housing,1,1001451
4030820082,    63-89,SAUNDERS STREET,QUEENS,11374,Yes,7909,42.8,60,35.26,ABS,N/A,434.27,169016,Multifamily Housing,2,4433846
1001357504,270,BROADWAY,MANHATTAN,10007,Yes,3974,56827.4,79194.2,43.03,Manual,N/A,969528.68,216053,Multifamily Housing,1,1079153
1001367502,38,WARREN STREET,MANHATTAN,10007,Yes,10159,45,98.7,,Manual,N/A,241.26,73719,Multifamily Housing,1,1079156
1001367505,85,WEST BROADWAY,MANHATTAN,10007,Yes,5947,46.5,155.3,,Manual,N/A,588.54,134773,Hotel,1,1088224
1001367505,85,WEST BROADWAY,MANHATTAN,10007,Yes,12055,121.5,346.7,,Manual,14,778.58,71407,Hotel,1,1088224
1001370001,68,WARREN STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001370005,76,WARREN STREET,MANHATTAN,10007,Yes,5066,52.7,101.7,2.31,Manual,N/A,250.3,70000,Multifamily Housing,1,1001488
1001377502,295,GREENWICH STREET,MANHATTAN,10007,Yes,1639,85.4,188.1,,Manual,N/A,903.3,125200,Multifamily Housing,2,1066187
4033290054,   118-75,METROPOLITAN AVENUE,QUEENS,11415,Yes,7566,74.3,111.7,36.19,ABS,N/A,240.03,54300,Multifamily Housing,1,4079513
3059680056,255,  79 STREET,BROOKLYN,11209,Yes,7787,53.4,83.6,36.32,ABS,N/A,264.16,81776,Multifamily Housing,1,3150267
3087207509,125,OCEANA DRIVE EAST,BROOKLYN,11235,Yes,6794,128.4,311.8,36.86,ABS,N/A,1555.95,155360,Multifamily Housing,2,3387622
1009290001,401,   1 AVENUE,MANHATTAN,10010,Yes,12649,79.8,119.8,36.9,ABS,N/A,4428.35,927590,Multifamily Housing,4,1084709; 1078824; 1084710; 1802187; 1084711
1001420025,310,GREENWICH STREET,MANHATTAN,10013,Yes,2167,106.1,178.5,,Manual,N/A,7425.94,1112900,Multifamily Housing,10,1083157;1083235;1083237;1083240;1083241;1083243;1083705;1808800;1086183;1083239;1086184
1001420100,101,MURRAY STREET,MANHATTAN,10007,Yes,7470,116.1,235.6,,Manual,N/A,1154.33,143091,College/University (Campus-Level),1,1001542
1001427501,270,GREENWICH STREET,MANHATTAN,10007,Yes,10797,107.7,257.2,31.27,Manual,N/A,6296.03,773597,Multifamily Housing,1,1087715
4021370013,   103-26,  68 AVENUE,QUEENS,11375,Yes,7919,65.6,106.6,36.96,ABS,N/A,306.37,75834,Multifamily Housing,1,4449617
1001430001,47,HUDSON STREET,MANHATTAN,10013,Yes,1016,60.3,133,,Manual,N/A,338.45,77630,Multifamily Housing,1,1001543
4001290070,    39-89,SKILLMAN AVENUE,QUEENS,11104,Yes,11756,83.3,112.3,37.86,ABS,N/A,425.4,63571,Multifamily Housing,1,4000949
3076540014,3626,KINGS HIGHWAY,BROOKLYN,11234,Yes,9936,64.8,108.4,38.48,ABS,N/A,381.94,94080,Multifamily Housing,1,3209903
3053070070,40,TEHAMA STREET,BROOKLYN,11218,Yes,5761,68.9,105.1,39.05,ABS,N/A,405.69,98603,Multifamily Housing,1,3123699
1012477501,340,WEST   86 STREET,MANHATTAN,10024,Yes,12264,112.9,152.6,39.38,ABS,N/A,645.76,70885,Multifamily Housing,1,1033928
1009300012,319,EAST   24 STREET,MANHATTAN,10010,Yes,10477,22.1,65.3,39.96,ABS,N/A,521.79,265406,Multifamily Housing,1,1078830; 1078831
1001457501,105,CHAMBERS STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001477509,137,DUANE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001490033,277,BROADWAY,MANHATTAN,10007,Yes,4671,70.6,139.2,14.66,Manual,N/A,603.97,104017,Office,1,1001635
1001497501,91,CHAMBERS STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,0,
1001497502,281,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,0,
1001500031,299,BROADWAY,MANHATTAN,10007,Yes,1208,50.7,120.3,,Manual,93,1185.47,270564,Office,1,1001648
1001500038,291,BROADWAY,MANHATTAN,10007,Yes,8830,72.6,71.1,,Manual,98,741.27,128940,Office,1,1001649
1001507501,70,READE STREET,MANHATTAN,10007,Yes,10176,42.3,96.3,,Manual,N/A,235.8,65000,Multifamily Housing,1,1001640
1001510001,101,DUANE STREET,MANHATTAN,10007,Yes,10063,85.7,172.9,38.19,Manual,N/A,3468.96,483429,Multifamily Housing,1,1001650
1001510010,117,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001510032,305,BROADWAY,MANHATTAN,10007,Yes,11433,73.3,157.7,,Manual,84,844.9,132600,Office,1,1001659
1001531001,280,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001540001,290,BROADWAY,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001550003,52,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001580001,27,DUANE STREET,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001590040,128,PARK ROW,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001590060,100,PARK ROW,MANHATTAN,10007,No Record as of 08/1/13,,,,,,,,,,1,
1001600001,464,PEARL STREET,MANHATTAN,10038,No Record as of 08/1/13,,,,,,,,,,1,
1001610001,196,PARK ROW,MANHATTAN,10038,Yes,2658,20.2,57.5,,Manual,N/A,542.51,310802,Multifamily Housing,1,1077438
1001610003,,PARK ROW,MANHATTAN,0,No Record as of 08/1/13,,,,,,,,,,1,
1001700001,336,BROADWAY,MANHATTAN,10013,Yes,4299,68.9,152.4,,Manual,N/A,726.47,143500,Multifamily Housing,1,1085786
1001700020,95,WORTH STREET,MANHATTAN,10013,Yes,1736,125.4,235.5,,Manual,N/A,2095.94,248919,Multifamily Housing,1,1086161;1812335
1001710001,350,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1005450026,740,BROADWAY,MANHATTAN,10003,Yes,7726,0.6,0.9,40.46,ABS,100,15.7,316832,Office,4,1080094
1014980020,49,EAST   86 STREET,MANHATTAN,10028,Yes,11718,91.1,140.7,40.65,ABS,N/A,690.54,91361,Multifamily Housing,1,1046850
1001727501,374,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001727504,50,FRANKLIN STREET,MANHATTAN,10013,Yes,10232,79.1,196.1,22.37,Manual,N/A,544.99,91412,Multifamily Housing,1,1088222
1001730027,343,BROADWAY,MANHATTAN,10013,Yes,5306,70.5,156.3,,Manual,N/A,1781.09,339750,Multifamily Housing,1,1087082
1001730033,335,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1016030060,16,EAST   98 STREET,MANHATTAN,10029,Yes,7743,72.9,111.9,41.16,ABS,N/A,295.09,52000,Multifamily Housing,1,1051478
1001737502,65,WORTH STREET,MANHATTAN,10013,Yes,3904,81.2,157.2,0,Manual,N/A,560.97,101834,Multifamily Housing,1,1079275
1001750033,365,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001757501,377,BROADWAY,MANHATTAN,10013,Yes,5143,115,306.6,33.26,Manual,41,758.38,80149,Office,1,1001940
1001757504,90,FRANKLIN STREET,MANHATTAN,10013,Yes,10177,59.8,138.5,,Manual,N/A,555.98,107222,Multifamily Housing,1,1001924
1001760001,57,WORTH STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001760018,40,LEONARD STREET,MANHATTAN,10013,Yes,487,32300,44630.4,,Manual,1,714298.87,280000,K-12 School,1,2558304
1001760026,56,LEONARD STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1012320014,2326,BROADWAY,MANHATTAN,10024,Yes,7757,105.6,185.5,41.97,ABS,N/A,749.4,110000,Multifamily Housing,1,1033105
1001790032,176,WEST BROADWAY,MANHATTAN,10013,Yes,11094,96.6,217.6,40.49,Manual,N/A,286.08,40020,Multifamily Housing,1,1002002
1018897501,825,WEST END AVENUE,MANHATTAN,10025,Yes,4648,71.6,82.9,42.02,ABS,N/A,953.98,166832,Multifamily Housing,1,1057135
1001790066,139,FRANKLIN STREET,MANHATTAN,10013,Yes,6778,35.1,41,,Manual,76,147.37,56000,Warehouse (Unrefrigerated),1,BIN#  1002017
1001797506,14,LEONARD STREET,MANHATTAN,10013,Yes,10150,88.2,177.2,,Manual,N/A,530.31,85000,Multifamily Housing,1,1001998
3058870006,7101,SHORE ROAD,BROOKLYN,11209,Yes,7795,111.7,178.4,42.87,ABS,N/A,509.73,74916,Multifamily Housing,1,3146369
1007760065,250,WEST   27 STREET,MANHATTAN,10001,Yes,12288,59.6,74.4,43.14,ABS,N/A,297.9,66636,Multifamily Housing,1,1014241
1001860001,107,NORTH MOORE STREET,MANHATTAN,10013,Yes,14,72.8,212.3,24.92,Manual,78,12278.38,1869756,Office,1,1082816
1001870016,377,GREENWICH STREET,MANHATTAN,10013,Yes,10231,198,450.7,14.85,Manual,1,1197.82,80500,Hotel,1,1087575
3074407501,2900,OCEAN AVENUE,BROOKLYN,11235,Yes,5764,57.2,76.8,43.34,ABS,N/A,675.02,146706,Multifamily Housing,1,3204172;3823373
1001877501,375,GREENWICH STREET,MANHATTAN,10013,Yes,9071,199.8,441.3,80.71,Manual,N/A,874.63,59400,Office,1,1002114
1001887502,387,GREENWICH STREET,MANHATTAN,10013,Yes,4642,104.6,205.5,,Manual,N/A,545.41,76176,Multifamily Housing,0,1002124
1001887503,53,NORTH MOORE STREET,MANHATTAN,10013,Yes,2678,67.2,188.6,,Manual,N/A,607.84,107866,Multifamily Housing,1,1002127
1001887505,48,BEACH STREET,MANHATTAN,10013,Yes,11261,21.1,48.7,,Manual,N/A,305.08,192854,Multifamily Housing,1,1002125
1001887505,48,BEACH STREET,MANHATTAN,10013,Yes,12523,60.6,142.8,,Manual,N/A,304.26,66812,Multifamily Housing,1,
1001890030,20,NORTH MOORE STREET,MANHATTAN,10013,Yes,10161,46,80.2,,Manual,N/A,242.77,66918,Multifamily Housing,1,1002147
1019930023,3117,BROADWAY,MANHATTAN,10027,Yes,6185,5,14,43.5,ABS,N/A,29.93,70749,Multifamily Housing,1,1059839
1001897502,104,HUDSON STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001897507,132,FRANKLIN STREET,MANHATTAN,10013,Yes,10149,78.9,186.9,,Manual,N/A,420.12,70023,Multifamily Housing,0,1002128
1001907503,31,NORTH MOORE STREET,MANHATTAN,10013,Yes,10156,50.4,110.8,,Manual,N/A,357.37,97430,Multifamily Housing,1,1002161; 1002162
1001907504,27,NORTH MOORE STREET,MANHATTAN,10013,Yes,4211,72.6,164.2,24.63,Manual,N/A,891.04,169429,Multifamily Housing,1,1002167
1019930023,3117,BROADWAY,MANHATTAN,10027,Yes,12616,84.9,121.2,43.5,ABS,N/A,457.71,70749,Multifamily Housing,1,1059839
5024507509,5,WINDHAM LOOP,STATEN ISLAND,10314,Yes,12275,56.7,208.1,44.31,ABS,N/A,729.33,137000,Multifamily Housing,2,5112323
1001910001,2,AVENUE OF THE AMER,MANHATTAN,10013,Yes,884,131.2,347.3,63.91,Manual,8,1513.08,132689,Hotel,1,1088221
1001920001,16,WALKER STREET,MANHATTAN,10013,Yes,3022,0,0,,Manual,N/A,24145.38,0,Office,1,1002192
1001920001,16,WALKER STREET,MANHATTAN,10013,Yes,11820,148.2,495,1.16,Manual,1,1452.21,104373,Office,1,
1021490104,475,WEST  186 STREET,MANHATTAN,10033,Yes,12267,109.8,138,45.12,ABS,N/A,537.17,61245,Multifamily Housing,1,1063587
1001950007,396,BROADWAY,MANHATTAN,10013,Yes,7663,0.3,0.9,0,Manual,N/A,1.54,61219,Multifamily Housing,1,1002323
1001950017,91,WALKER STREET,MANHATTAN,10013,Yes,8638,57.6,150.5,,Manual,N/A,279.96,59449,Office,1,1002329
4033400036,   111-39,  76 ROAD,QUEENS,11375,Yes,12974,29.6,63.1,45.67,ABS,N/A,133.28,52182,Multifamily Housing,1,4079814
1001970007,101,LAFAYETTE STREET,MANHATTAN,10013,Yes,10553,34.1,66.3,0,Manual,N/A,157.29,56345,Office,1,1002356
1001977502,139,CENTRE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1001980001,100,BAXTER STREET,MANHATTAN,10013,Yes,7110,22.4,35.4,,Manual,N/A,346.56,253009,Multifamily Housing,1,1002364;1084763;1084583
1001980126,125,WALKER STREET,MANHATTAN,10013,Yes,7122,66.4,154.6,34.57,Manual,N/A,601.97,119052,Other,1,1084583;1084763;1002364
1002000012,202,CANAL STREET,MANHATTAN,10013,Yes,169,102,297.9,,Manual,29,434.9,49101,Office,1,1082488
1008960039,210,EAST   15 STREET,MANHATTAN,10003,Yes,12287,45840.5,63820.5,45.69,ABS,N/A,492917.97,136191,Multifamily Housing,1,1019521
1002047501,158,HESTER STREET,MANHATTAN,10013,Yes,12115,76.5,138.2,,Manual,N/A,337.77,65844,Other,1,
1002067501,123,BAXTER STREET,MANHATTAN,10013,Yes,5730,73.8,156.1,31.15,Manual,N/A,269.9,50998,Multifamily Housing,1,1086548;1801120
4030800006,    95-08,QUEENS BOULEVARD,QUEENS,11374,Yes,7875,76.8,138.5,46.34,ABS,N/A,312.4,62400,Multifamily Housing,1,4072066
1002090019,138,LAFAYETTE STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002090028,261,CANAL STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002120018,52,VARICK STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002120045,2,YORK STREET,MANHATTAN,10013,Yes,1775,123.8,251.2,90.25,Manual,45,515.14,59150,Hotel,1,1-00212-0045
1002127501,260,WEST BROADWAY,MANHATTAN,10013,Yes,2784,47.5,95.2,,Manual,N/A,525.92,159435,Multifamily Housing,1,1002740
4052630010,   151-10,  35 AVENUE,QUEENS,11354,Yes,11751,52.7,70.8,46.54,ABS,N/A,323,81150,Multifamily Housing,1,4119143
1002127504,50,VARICK STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,0,
1021600001,515,AUDUBON AVENUE,MANHATTAN,10040,Yes,1345,151,254,47.03,ABS,52,5939.47,504688,Senior Care Facility,1,
1002147503,7,HUBERT STREET,MANHATTAN,10013,Yes,5424,82.1,203.6,,Manual,N/A,813.95,128672,Multifamily Housing,1,1086551
3074470028,2520,BATCHELDER STREET,BROOKLYN,11235,Yes,2713,55.5,100.7,47.09,ABS,N/A,2189.27,581966,Multifamily Housing,4,3320928
1002157504,415,GREENWICH STREET,MANHATTAN,10013,Yes,9640,71.4,177.2,,Manual,N/A,885.34,160551,Multifamily Housing,1,1002807
1002157505,157,HUDSON STREET,MANHATTAN,10013,Yes,11281,74.2,156.1,,Manual,N/A,281.88,54000,Multifamily Housing,1,1088445; 1002806; 1002808; 1002812; ;1086556; 1002811; 1002807; 1088445
1002160001,235,WEST STREET,MANHATTAN,10013,Yes,206,395.7,1259,71.84,Manual,41,27997.57,764915,Office,1,1002813
1002170001,250,WEST STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
2041760034,3065,ROBERTS AVENUE,BRONX,10461,Yes,10669,3.2,4.9,47.58,ABS,N/A,14.05,57000,Multifamily Housing,1,2046271
1002180024,260,WEST STREET,MANHATTAN,10013,Yes,11331,58.8,80.2,16.87,Manual,N/A,274.87,61250,Multifamily Housing,1,1002831
1002187501,92,LAIGHT STREET,MANHATTAN,10013,Yes,5427,69.5,162.6,,Manual,N/A,836.93,158153,Multifamily Housing,1,1002832
1002187504,415,WASHINGTON STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,0,
4021187501,    99-32,  66 ROAD,QUEENS,11374,Yes,2835,124.3,187.9,47.88,ABS,N/A,3601.1,485406,Multifamily Housing,3,4432024;4432026;4432028;4432025;4432027;4432029
1002197501,429,GREENWICH STREET,MANHATTAN,10013,Yes,10236,72.1,105.4,48.07,ABS,N/A,368.07,86915,Multifamily Housing,1,BIN#  1002836
1002200031,174,HUDSON STREET,MANHATTAN,10013,Yes,842,45,158.9,11.22,Manual,82,218.78,51750,Office,1,
1002207502,28,LAIGHT STREET,MANHATTAN,10013,Yes,5912,54.7,125.2,,Manual,N/A,476.72,117123,Multifamily Housing,4,1066500
1002207503,38,LAIGHT STREET,MANHATTAN,10013,Yes,3511,80.2,184.9,37.85,Manual,N/A,372.12,61717,Multifamily Housing,1,1086557
1002210030,200,HUDSON STREET,MANHATTAN,10013,Yes,394,81.7,211.9,0,Manual,N/A,2424.43,332837,Office,1,1002854
1002227501,28,VESTRY STREET,MANHATTAN,10013,Yes,4207,54.9,130.1,41.56,Manual,N/A,245.84,59838,Multifamily Housing,1,1002859
1002227502,195,HUDSON STREET,MANHATTAN,10013,Yes,5855,82.8,178.5,,Manual,N/A,502.09,83968,Multifamily Housing,0,1002857
1002240001,450,WASHINGTON STREET,MANHATTAN,10013,Yes,12388,56.8,142.1,,Manual,N/A,1285.32,285000,Multifamily Housing,1,1087707
1002250008,111,WATTS STREET,MANHATTAN,10013,Yes,396,43.8,95.6,0,Manual,N/A,1408.14,379795,Office,1,1002933
3060990013,9201,SHORE ROAD,BROOKLYN,11209,Yes,7024,89,142.6,48.12,ABS,N/A,1417.12,262019,Multifamily Housing,2,3331025
1008930064,309,LEXINGTON AVENUE,MANHATTAN,10016,Yes,7756,13,14.5,48.22,ABS,N/A,38.84,54850,Multifamily Housing,1,1019107
1002270028,306,WEST BROADWAY,MANHATTAN,10013,Yes,650,119.9,283.3,61.22,Manual,27,1929.64,189986,Hotel,1,1087764
1002270052,27,GRAND STREET,MANHATTAN,10013,Yes,9862,147.1,364.8,,Manual,51,632.9,55479,Hotel,1,1-00227-0052
1002287502,311,WEST BROADWAY,MANHATTAN,10013,Yes,437,80.7,178.1,0,Manual,N/A,752.88,128614,Multifamily Housing,2,1087488
1002310026,107,GRAND STREET,MANHATTAN,10013,Yes,5796,42.2,146.4,,Manual,79,263.77,66532,Office,1,1003017
1002310035,451,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
3051620026,832,OCEAN AVENUE,BROOKLYN,11226,Yes,7861,13.9,44.5,48.4,ABS,N/A,105.31,80676,Office,1,3118801
1002317503,307,CANAL STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002320001,434,BROADWAY,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002330002,9,CROSBY STREET,MANHATTAN,10013,Yes,12881,160.5,387.2,84.26,Manual,40,1376.98,111060,Hotel,0,1088790
3068250019,2300,OCEAN AVENUE,BROOKLYN,11229,Yes,7793,48.9,77.1,49.4,ABS,N/A,294.23,98567,Multifamily Housing,1,3184121
5003270060,1100,CLOVE ROAD,STATEN ISLAND,10301,Yes,7656,111.5,169.5,49.89,ABS,N/A,876.81,127500,Multifamily Housing,1,5008972
1002387501,128,MOTT STREET,MANHATTAN,10013,Yes,12325,45.6,156,51.44,Manual,N/A,429.42,100259,Office,1,1087662;1079592
1002397501,80,ELIZABETH STREET,MANHATTAN,10013,No Record as of 08/1/13,,,,,,,,,,1,
1002430056,645,WATER STREET,MANHATTAN,10002,Yes,2947,84.9,152.8,,Manual,N/A,1907.76,272140,Multifamily Housing,2,1077586;1077587
1002440019,605,WATER STREET,MANHATTAN,10002,Yes,2942,87.2,154.3,,Manual,N/A,977.12,136070,Multifamily Housing,1,1003141;1805579
1002450001,286,SOUTH STREET,MANHATTAN,10002,Yes,8365,,,,Manual,N/A,,256556,Multifamily Housing,1,1003142
1002460001,257,SOUTH STREET,MANHATTAN,10002,No Record as of 08/1/13,,,,,,,,,,1,
