Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identificaiton Numbers (BINs),Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
5455,2024520015,,2024520015,2002650,1136,SHERMAN AVENUE,Bronx,10456,Filed,98.5,98.1,138.19999999999999,137.8,18.47,No,Manual,Not Available,296.3,225.8,70.5,52000,52000,Multifamily Housing,1
15422,2024520054,,2024520054,2002665,,,Bronx,,Not on Covered Buildings List,92.5,92.1,129.30000000000001,128.6,2.01,N/A,None,Not Available,416.8,319.3,97.5,77986,,Multifamily Housing,
5456,2024530007,,2-02453-0007,2002685,1230,SHERIDAN AVENUE,Bronx,10456,Filed,88.2,87.9,123.8,123.4,35.25,Yes,ABS,Not Available,316.3,241.2,75.099999999999994,61974,57022,Multifamily Housing,1
5457,2024530012,,2-02453-0012,2002686,1264,SHERIDAN AVENUE,Bronx,10456,Filed,99.3,98.9,150,149.6,206.78,Yes,ABS,Not Available,365,254.6,110.4,61974,59590,Multifamily Housing,1
5458,2024530030,,2024530030,2002689,1210,SHERMAN AVENUE,Bronx,10456,Filed,77.3,77,117.7,117.4,124.62,No,Manual,Not Available,243.6,168.2,75.400000000000006,53000,53000,Multifamily Housing,1
5459,2024530035,,2024530035,2002690,1226,SHERMAN AVENUE,Bronx,10456,Filed,23.7,23.8,58.1,58.2,113.44,Yes,ABS,Not Available,114.7,28,86.7,67114,67114,Multifamily Housing,1
5462,2024530055,,2-02453-0055,2002694,1280,SHERIDAN AVENUE,Bronx,10456,Filed,103.9,103.4,144.80000000000001,143.9,81.63,Yes,ABS,Not Available,390.7,300.2,90.5,65130,65130,Multifamily Housing,1
5468,2024550053,,2-02455-0053,2002722,201,EAST  164 STREET,Bronx,10456,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,,130802,135202,Multifamily Housing,1
5470,2024560001,,2024560001,2002726,1050,CARROLL PLACE,Bronx,10456,Filed,34.1,33.9,106.9,106.5,Not Available,No,None,Not Available,227.4,0,227.4,82053,74594,Multifamily Housing,1
5471,2024560008,,2024560008,2002727,1064,CARROLL PLACE,Bronx,10456,Filed,33.9,33.7,106.4,106,Not Available,No,None,Not Available,235.9,0,235.9,85593,77812,Multifamily Housing,1
5473,2024560140,,2024560140,2002746,1150,GRAND CONCOURSE,Bronx,10456,Filed,114,Not Available,149,Not Available,96.72,Yes,ABS,Not Available,1114.5,946.9,167.6,130500,130500,Multifamily Housing,1
5474,2024560150,,2024560150,2002747,1166,GRAND CONCOURSE,Bronx,10456,Filed,99.5,Not Available,127.3,Not Available,125.5,Yes,ABS,Not Available,642.29999999999995,554.5,87.8,86500,86500,Multifamily Housing,1
5475,2024560163,,2-02456-0163,2002748,1188,GRAND CONCOURSE,Bronx,10456,Filed,82.9,82.1,109.4,108.4,Not Available,Yes,ABS,Not Available,687.1,562.5,124.6,141593,117080,Multifamily Housing,1
5477,2024560181,,2024560181,2002752,185,MC CLELLAN STREET,Bronx,10456,Filed,,Not Available,,Not Available,92.02,Yes,ABS,Not Available,,,156.1,120515,123000,Multifamily Housing,1
5478,2024570001,,2-02457-0001,2002764,1212,GRAND CONCOURSE,Bronx,10456,Filed,,Not Available,,Not Available,Not Available,Yes,None,Not Available,0,0,0,65832,65832,Multifamily Housing,1
5479,2024570040,,2-02457-0040,2002774,1268,GRAND CONCOURSE,Bronx,10456,Filed,93.4,93.4,134.5,134.6,Not Available,Yes,ABS,Not Available,390.9,306.3,84.6,55284,53934,Multifamily Housing,1
5480,2024570052,,2-02457-0052,2002777,1267,SHERIDAN AVENUE,Bronx,10456,Filed,110.6,108.9,131.1,129.3,Not Available,No,None,Not Available,498.4,454.4,44,60000,59800,Multifamily Housing,1
5481,2024580016,,2024580016,2002782,730,GRAND CONCOURSE,Bronx,10451,Filed,129.6,Not Available,167.1,Not Available,123.21,Yes,ABS,Not Available,674.4,579.20000000000005,95.2,69120,69120,Multifamily Housing,1
5482,2024580025,,2024580025,2002783,740,GRAND CONCOURSE,Bronx,10451,Filed,115,Not Available,151.19999999999999,Not Available,Not Available,No,None,Not Available,597,505,92,69120,69120,Multifamily Housing,1
5483,2024580026,,2024580026,2002784,750,GRAND CONCOURSE,Bronx,10451,Filed,31.6,31.4,99.1,98.7,Not Available,Yes,ABS,Not Available,347.6,0,347.6,135300,123000,Multifamily Housing,1
5484,2024580072,,2024580072,2002788,760,GRAND CONCOURSE,Bronx,10451,Filed,83.5,81.9,124.3,122.8,75.04,Yes,ABS,Not Available,795.9,603.1,192.8,126760,126760,Multifamily Housing,1
5532,2024780007,,2-02478-0007,2002944,1068,GERARD AVENUE,Bronx,10452,Filed,64,63.8,96.6,96.3,56.51,No,Manual,Not Available,339.7,237.5,102.2,89505,90175,Multifamily Housing,1
5485,2024580080,,2024580080,2002789,774,GRAND CONCOURSE,Bronx,10451,Filed,109,Not Available,138.6,Not Available,Not Available,Yes,ABS,Not Available,763.3,662.7,100.6,92950,92950,Multifamily Housing,1
5486,2024580085,,2024580085,2002790,792,GRAND CONCOURSE,Bronx,10451,Filed,96.9,Not Available,127.1,Not Available,104.73,Yes,ABS,Not Available,675.9,573.20000000000005,102.7,92950,92950,Multifamily Housing,1
5487,2024580090,,2024580090,2002791,800,GRAND CONCOURSE,Bronx,10451,Filed,15.7,15.7,43.1,42.9,Not Available,No,None,Not Available,351.1,47.1,304,294123,252105,Multifamily Housing,1
5488,2024590001,,2-02459-0001,2002794;2819148;2814312,840,GRAND CONCOURSE,Bronx,10451,Filed,91,90.6,127.4,127,Not Available,No,None,Not Available,1653.5,1327.3,326.2,241850,207300,Multifamily Housing,1
5489,2024590030,,2024590030,2002795,860,GRAND CONCOURSE,Bronx,10451,Filed,118.1,117.5,152.30000000000001,151.7,Not Available,No,None,Not Available,807.4,693.7,113.7,90659,115140,Multifamily Housing,1
5490,2024600001,,2-02460-0001,2002802,900,GRAND CONCOURSE,Bronx,10451,Filed,99.3,98.7,137,136.5,Not Available,No,None,Not Available,2065,1678.6,386.4,51500,276550,Multifamily Housing,1
5491,2024600030,,2-02460-0030,2002807,181,EAST  161 STREET,Bronx,10451,Filed,35.200000000000003,35.2,65.400000000000006,65.5,51.01,Yes,ABS,Not Available,139.5,71,68.5,61833,53000,Multifamily Housing,1
5492,2024610007,,2024610007,2002809,930,GRAND CONCOURSE,Bronx,10451,Filed,,Not Available,,Not Available,Not Available,No,Manual,Not Available,931,782.9,148.1,Not Available,135870,Multifamily Housing,1
5493,2024610016,,2024610016,2002810,180,EAST  163 STREET,Bronx,10451,Filed,34.299999999999997,34.1,107.6,107.2,Not Available,No,None,Not Available,211.1,0,211.1,75731,68846,Multifamily Housing,1
5494,2024610022,,2024610022,2002811,917,SHERIDAN AVENUE,Bronx,10451,Filed,89.2,89.2,127.1,127.2,Not Available,No,None,Not Available,681.8,539.4,142.4,101200,101020,Multifamily Housing,1
5495,2024610045,,2024610045,2002814,940,GRAND CONCOURSE,Bronx,10451,Filed,123.9,Not Available,164.7,Not Available,Not Available,No,None,Not Available,1363.5,1144.3,219.2,145728,145728,Multifamily Housing,1
5496,2024610070,,2024610070,2002817,186,EAST  164 STREET,Bronx,10456,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,96.6,73926,66600,Multifamily Housing,1
5497,2024610074,,2024610074,2002818,955,SHERIDAN AVENUE,Bronx,10456,Filed,78.400000000000006,77.1,106.1,104.7,58.25,Yes,ABS,Not Available,623.29999999999995,513.5,109.8,107520,92180,Multifamily Housing,1
5498,2024610090,,2024610090,2002822,1000,GRAND CONCOURSE,Bronx,10451,Filed,97.8,Not Available,126.3,Not Available,Not Available,Yes,None,Not Available,964.6,827.3,137.30000000000001,131600,131600,Multifamily Housing,1
5499,2024610094,,2024610094,2002823,1020,GRAND CONCOURSE,Bronx,10451,Filed,139.6,136.8,207.4,204.1,Not Available,No,None,Not Available,3542.3,2689.2,853.1,337575,428360,Multifamily Housing,1
5500,2024610111,,2-02461-0111,2002824,1011,CARROLL PLACE,Bronx,10456,Filed,81.900000000000006,81.8,117.2,116.9,156.79,Yes,ABS,Not Available,365.7,287.39999999999998,78.3,59711,59711,Multifamily Housing,1
5501,2024620010,,2-02462-0010,2002827,     1072,GRAND CONCOURSE     ,Bronx,10456,Filed,,Not Available,,Not Available,71.48,N/A,None,Not Available,,711.8,,92065,92065,Senior Care Community,1
5502,2024630001,,2-02463-0001,2002834,1170,WALTON AVENUE,Bronx,10452,Filed,93.6,93.2,133.69999999999999,133.3,Not Available,Yes,None,Not Available,344.6,257.3,87.3,63250,57500,Multifamily Housing,1
5503,2024630006,,2-02463-0006,2002835,1176,WALTON AVENUE,Bronx,10452,Filed,85.8,85.2,121.4,120.4,Not Available,No,None,Not Available,314.8,237.6,77.2,63250,57500,Multifamily Housing,1
5504,2024630011,,2-02463-0011,2002836,112,TUDOR PLACE,Bronx,10452,Filed,77.900000000000006,77.5,110.6,110.2,Not Available,No,None,Not Available,310.8,233.8,77,68688,57240,Multifamily Housing,1
5505,2024630021,,2024630021,2002838,1153,GRAND CONCOURSE,Bronx,10452,Filed,134.30000000000001,134.2,157.4,157.2,193.63,Yes,ABS,Not Available,599,550,49,59290,59300,Multifamily Housing,1
5506,2024630034,,2024630034,2002841,1192,WALTON AVENUE,Bronx,10452,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,61.4,59459,59459,Multifamily Housing,1
5507,2024630046,,2-02463-0046,2002843,1197,GRAND CONCOURSE,Bronx,10452,Filed,104.6,104.1,146,145.4,Not Available,No,None,Not Available,356.9,273.7,83.2,59075,59075,Multifamily Housing,1
5508,2024630053,,2024630053,2002844,1185,GRAND CONCOURSE,Bronx,10452,Filed,101.3,Not Available,132.9,Not Available,14.39,Yes,ABS,Not Available,510.6,431.7,78.900000000000006,68200,68200,Multifamily Housing,1
5509,2024640023,,2-02464-0023,2002849,1235,GRAND CONCOURSE,Bronx,10452,Filed,205.9,204.2,256.8,254.7,Not Available,No,None,Not Available,1611.9,1419.2,192.7,72280,181700,Multifamily Housing,1
5510,2024650001,,2024650001,2002850,111,EAST  167 STREET,Bronx,10452,Filed,73.400000000000006,73.4,82.6,82.6,Not Available,No,None,Not Available,363.8,344.1,19.7,91617,91617,Multifamily Housing,1
5511,2024650025,,2024650025,2002852,1240,WALTON AVENUE,Bronx,10452,Filed,83.8,83.8,116.9,116.9,Not Available,Yes,None,Not Available,827.5,635.20000000000005,192.3,171034,171044,Multifamily Housing,1
5512,2024650034,,2024650034,2002853,114,EAST  168 STREET,Bronx,10452,Filed,92.9,92.3,123.8,123,Not Available,No,None,Not Available,385.2,312.60000000000002,72.599999999999994,69990,70000,Multifamily Housing,1
5513,2024650038,,2024650038,2002854,1245,GRANDVIEW PLACE,Bronx,10452,Filed,21.1,21.1,52.4,52.5,Not Available,No,None,Not Available,77.900000000000006,17.899999999999999,60,51000,51000,Multifamily Housing,1
5514,2024660032,,2024660032,2002862,1269,GRAND CONCOURSE,Bronx,10452,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,112,63186,56925,Multifamily Housing,1
5515,2024710036,,2-02471-0036,2002877,1015,GRAND CONCOURSE,Bronx,10452,Filed,86,86,112.4,112.2,Not Available,No,None,Not Available,483.1,410.7,72.400000000000006,596600,75000,Multifamily Housing,1
14575,4091940048,,,,84-05,108 STREET,Queens,11418,No Submission Matched to BBL,,,,,,No,None,,,,,#N/A,60000,,1
5516,2024710050,,2024710050,2002878,1001,GRAND CONCOURSE,Bronx,10452,Filed,126,Not Available,173.8,Not Available,Not Available,No,None,Not Available,1043.9000000000001,717.3,326.60000000000002,92417,92417,Multifamily Housing,1
5517,2024720034,,2-02472-0034,2002893,1125,GRAND CONCOURSE,Bronx,10452,Filed,76.8,76.3,93,92.4,Not Available,No,None,Not Available,757.3,681,76.3,218536,117200,Multifamily Housing,1
5518,2024730001,,2-02473-0001,2002894,690,GERARD AVENUE,Bronx,10451,Filed,49.3,Not Available,55.3,Not Available,Not Available,Yes,None,Not Available,262.10000000000002,248.4,13.7,98438,98438,Multifamily Housing,1
5519,2024730033,,2-02473-0033,2002896,751,WALTON AVENUE,Bronx,10451,Filed,102.8,102.1,132.69999999999999,131.5,Not Available,No,None,Not Available,1076.9000000000001,921.8,155.1,67000,141508,Multifamily Housing,1
5520,2024730043,,2-02473-0043,2002897,735,WALTON AVENUE,Bronx,10451,Filed,108.5,108.5,146.1,146.1,Not Available,No,None,Not Available,659.5,526.1,133.4,70000,106512,Multifamily Housing,1
5521,2024730048,,2-02473-0048,2002898,721,WALTON AVENUE,Bronx,10451,Filed,111.6,111.6,148.9,149,122.1,Yes,ABS,Not Available,769.1,625.70000000000005,143.4,70000,112854,Multifamily Housing,1
5522,2024740001,,2-02474-0001,2002901,811,WALTON AVENUE,Bronx,10451,Filed,62.6,62.5,96.1,95.8,45.33,Yes,ABS,Not Available,806.8,595.9,210.9,167839,150640,Multifamily Housing,1
5523,2024740001,,2-02474-0001,2002901;2821728;2805545,811,WALTON AVENUE,Bronx,10451,Filed,56,55.6,95.6,95.2,45.64,Yes,ABS,Not Available,510.4,334.9,175.5,117830,150640,Multifamily Housing,1
5524,2024740028,,2024740028,2002904,835,WALTON AVENUE,Bronx,10451,Filed,25.9,25.8,81.400000000000006,81,8.02,Yes,ABS,Not Available,194.8,0,194.8,92400,84000,Multifamily Housing,1
5525,2024740046,,2-02474-0046,2002910,865,WALTON AVENUE,Bronx,10451,Filed,41,Not Available,72.099999999999994,Not Available,36.63,No,Manual,Not Available,176.9,111.8,65.099999999999994,55687,55312,Multifamily Housing,1
5526,2024760022,,2024760022,2002915,975,WALTON AVENUE,Bronx,10452,Filed,59.1,Not Available,83.2,Not Available,49.85,Yes,ABS,Not Available,1308.5999999999999,1028.2,280.39999999999998,322550,279000,Multifamily Housing,1
5527,2024760044,,2024760044,2002916,955,WALTON AVENUE,Bronx,10452,Filed,88.3,88.3,120.6,120.6,114.86,Yes,ABS,Not Available,544.29999999999995,427.5,116.8,107490,107500,Multifamily Housing,1
5528,2024760091,,2-02476-0091,2002925,901,WALTON AVENUE,Bronx,10452,Filed,,Not Available,,Not Available,Not Available,Yes,ABS,Not Available,0,0,0,105356,105356,Multifamily Housing,1
5529,2024770001,,2024770001,2002935,1006,GERARD AVENUE,Bronx,10452,Filed,,Not Available,,Not Available,Not Available,No,None,Not Available,,,100.8,93010,83793,Multifamily Housing,1
12203,2204770015,,2204770015,2002938;2809331,,,Bronx,,BBL not valid,163.69999999999999,164,204,203.9,Not Available,N/A,N/A,Not Available,482.5,416.6,65.900000000000006,52653,,Multifamily Housing,
5530,2024770021,,2024770021,2002939,1027,WALTON AVENUE,Bronx,10452,Filed,80.5,80.2,121.3,121,Not Available,No,None,Not Available,423.8,296.60000000000002,127.2,88876,76822,Multifamily Housing,1
5531,2024770034,,2-02477-0034,2002942,1005,WALTON AVENUE,Bronx,10452,Filed,75.400000000000006,75.1,110.8,110.5,44.08,Yes,ABS,Not Available,326.89999999999998,236.1,90.8,73799,70961,Multifamily Housing,1
5533,2024780018,,2-02478-0018,2002946,1098,GERARD AVENUE,Bronx,10452,Filed,97.5,97.5,116.1,116,Not Available,No,None,Not Available,402.7,365.9,36.799999999999997,55000,55000,Multifamily Housing,1
5534,2024780024,,2-02478-0024,2002947,1112,GERARD AVENUE,Bronx,10452,Filed,88.6,88.5,107.8,107.5,113.81,Yes,ABS,Not Available,365,326.89999999999998,38.1,55000,55000,Multifamily Housing,1
5535,2024780030,,2024780030,2002948,80,MC CLELLAN STREET,Bronx,10452,Filed,,Not Available,,Not Available,57.14,Yes,ABS,Not Available,,,133.4,124800,124805,Multifamily Housing,1
5536,2024780040,,2024780040,2002949,1113,WALTON AVENUE,Bronx,10452,Filed,92.9,Not Available,111.3,Not Available,Not Available,No,None,Not Available,464.7,420.4,44.3,66750,66750,Multifamily Housing,1
5537,2024780046,,2024780046,2002950,1097,WALTON AVENUE,Bronx,10452,Filed,15.5,15.5,35.299999999999997,35.3,Not Available,Yes,ABS,Not Available,58.8,18.600000000000001,40.200000000000003,54275,54275,Multifamily Housing,1
5538,2024780052,,2024780052,2002951,1083,WALTON AVENUE,Bronx,10452,Filed,120.6,Not Available,144.6,Not Available,17.95,Yes,ABS,Not Available,496.4,449,47.4,55000,55000,Multifamily Housing,1
12586,1006620011,,,,111A,11 AVENUE,Manhattan,10011,No Submission Matched to BBL,,,,,,No,None,,,,,#N/A,105472,,1
5539,2024780064,,2024780064,2002953,1055,WALTON AVENUE,Bronx,10452,Filed,125.9,124.9,165.3,164.4,Not Available,No,None,Not Available,483.5,409.3,74.2,51200,53815,Multifamily Housing,1
5540,2024790001,,2024790001,2002954,85,MC CLELLAN STREET,Bronx,10452,Filed,110.9,110.3,149.5,149,Not Available,No,None,Not Available,477.9,396,81.900000000000006,57500,56400,Multifamily Housing,1
5541,2024790012,,2-02479-0012,2002956,1170,GERARD AVENUE,Bronx,10452,Filed,117.3,115.6,150.1,148.4,Not Available,Yes,None,Not Available,461.7,398.7,63,52600,55000,Multifamily Housing,1
5542,2024790015,,2024790015,2002957,1180,GERARD AVENUE,Bronx,10452,Filed,93.6,92.9,136.4,135.7,110.66,Yes,ABS,Not Available,449.7,347.8,101.9,64169,55000,Multifamily Housing,1
5544,2024790036,,2024790036,2002960,1177,WALTON AVENUE,Bronx,10452,Filed,20.5,20.5,48.3,48.3,Not Available,Yes,ABS,Not Available,73.599999999999994,20.6,53,50830,50830,Multifamily Housing,1
5545,2024790042,,2-02479-0042,2002961,1155,WALTON AVENUE,Bronx,10452,Filed,102.1,102.1,128.6,128.6,91.56,Yes,ABS,Not Available,467.6,408.4,59.2,61600,52800,Multifamily Housing,1
5547,2024810001,,2-02481-0001,2002962,1270,GERARD AVENUE,Bronx,10452,Filed,64.7,64.4,73.900000000000006,73.6,Not Available,No,None,Not Available,411.2,384.1,27.1,117000,117000,Multifamily Housing,1
5548,2024810011,,2-02481-0011,2002963,16,EAST  169 STREET,Bronx,10452,Filed,,Not Available,,Not Available,0,No,None,Not Available,,,89.6,51444,58882,Multifamily Housing,1
5549,2024810028,,2024810028,2002967,1265,WALTON AVENUE,Bronx,10452,Filed,88.9,88.9,121.5,121.6,Not Available,No,None,Not Available,451,366.4,84.6,71840,71850,Multifamily Housing,1
5550,2024820001,,2024820001,2002968,109,EAST  153 STREET,Bronx,10451,Filed,34.5,34.4,108.4,107.9,Not Available,No,None,Not Available,206.1,0,206.1,73346,66678,Multifamily Housing,1
5551,2024820040,,2-02482-0040,2002972,731,GERARD AVENUE,Bronx,10451,Filed,,Not Available,,Not Available,106.17,Yes,ABS,Not Available,,474.1,,70000,78240,Multifamily Housing,1
5552,2024820053,,2024820053,2002973,705,GERARD AVENUE,Bronx,10451,Filed,145.5,145.2,187.9,187.6,Not Available,No,None,Not Available,641.20000000000005,542.20000000000005,99,68495,68495,Multifamily Housing,1
5553,2024820060,,2024820060,2002974,691,GERARD AVENUE,Bronx,10451,Filed,111.1,111.2,149.4,149.4,12,Yes,ABS,Not Available,482.8,392.1,90.7,68800,68800,Multifamily Housing,1
5554,2024830015,,2024830015,2002977,825,GERARD AVENUE,Bronx,10451,Filed,34.5,34.4,108.4,108,133.56,Yes,ABS,Not Available,299.5,0,299.5,106615,96923,Multifamily Housing,1
5555,2024830023,,2024830023,2002978,815,GERARD AVENUE,Bronx,10451,Filed,33.299999999999997,33.1,104.5,104,155.95,Yes,ABS,Not Available,287.2,0,287.2,106128,96480,Multifamily Housing,1
5556,2024830053,,2-02483-0053,2002984,845,GERARD AVENUE,Bronx,10451,Filed,106.2,105.6,141,140.5,Not Available,No,None,Not Available,503.2,415.9,87.3,71700,71700,Multifamily Housing,1
5557,2024830059,,2-02483-0059,2002985,831,GERARD AVENUE,Bronx,10451,Filed,94.7,94.8,148.6,148.7,76.98,Yes,ABS,Not Available,569.29999999999995,378.1,191.2,100000,107250,Multifamily Housing,1
5558,2024840015,,2-02484-0015,2002989,70,EAST  162 STREET,Bronx,10452,Filed,83.6,83.3,114.3,114.1,302.5,Yes,None,Not Available,594.9,486.2,108.7,95964,83969,Multifamily Housing,1
7930,3019677504,,3-01967-7504,3335030,105,LEXINGTON AVENUE,Brooklyn,11238,Filed,,Not Available,,Not Available,21.9,No,Manual,Not Available,,,,50008,50008,Multifamily Housing,1
5559,2024860025,,2-02486-0025,2002994,1025,GERARD AVENUE,Bronx,10452,Filed,104.3,104.2,135.9,135.7,100.56,Yes,ABS,Not Available,459.8,390.8,69,59446,59446,Multifamily Housing,1
5560,2024860030,,2-02486-0030,2002994,1015,GERARD AVENUE,Bronx,10452,Filed,108.7,107.9,137.6,136.6,Not Available,No,None,Not Available,476.9,414.3,62.6,59446,59446,Multifamily Housing,1
5565,2024880036,,2-02488-0036,2003002,1175,GERARD AVENUE,Bronx,10452,Filed,93.7,91.5,117.7,115.6,Not Available,Yes,ABS,Not Available,354.8,310.10000000000002,44.7,51000,51000,Multifamily Housing,1
5566,2024880046,,2-02488-0046,2003004,1155,GERARD AVENUE,Bronx,10452,Filed,122,122,157.5,157.5,Not Available,No,None,Not Available,569.6,489.1,80.5,61337,52575,Multifamily Housing,1
