Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identification Numbers (BINs),Street Number,Street Name,Borough,Zip Code,BBL on the Covered Buildings List,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
3118263,2027360160,,,2005908,770,GARRISON AVENUE     ,BRONX               ,10474,Yes,In Compliance ,98.7,Not Available,133.7,Not Available,Not Available,No,None,48,447.9,353.7,94.2,79000,71542,Non-Refrigerated Warehouse,1
3118292,1011860052,,,1031113,60,RIVERSIDE DRIVE     ,MANHATTAN,10024,Yes,In Compliance ,51.9,50.7,81.9,80.5,Not Available,No,None,90,583.9,382,201.9,185471,177041,Multifamily Housing,1
3118294,1007320016,,,1012858,433,WEST   34 STREET    ,MANHATTAN,10001,Yes,In Compliance ,96.8,Not Available,141,Not Available,58.07,Yes,ABS,Not Available,862.9,628.3,234.6,150119,142971,Multifamily Housing,1
3118295,3088420280,,,3256973,2824,PLUMB    3 STREET   ,BROOKLYN            ,11235,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,10.6,0,10.6,0,150000,Other,1
3118296,1014367501,,,1044249,300,EAST   62 STREET    ,MANHATTAN,10065,Yes,In Compliance ,86.4,82.4,138.5,134.3,Not Available,No,None,37,642.3,411.2,231.1,121855,121855,Multifamily Housing,1
3118394,2024870010,,,2102725;2116403;2116404;2116405,1065,GERARD AVENUE       ,BRONX               ,10452,Yes,In Compliance ,103.8,99.8,159.1,154.9,Not Available,No,None,42,602.9,410.6,192.3,96774,96774,Multifamily Housing,1
3118416,3006800026,,,3010079,140,  32 STREET         ,BROOKLYN            ,11232,Yes,In Compliance ,25.9,Not Available,27.8,Not Available,Not Available,No,None,Not Available,129.5,127.2,2.3,93500,85000,Other,1
3121304,1010427502,,,1087538,310,WEST   52 STREET    ,MANHATTAN,10019,Yes,In Compliance ,84.7,82,179.9,175.8,Not Available,No,None,10,1330.1,132.4,1197.7,216153,262508,Multifamily Housing,1
3118485,3024950023,,,3063812,80,DUPONT STREET       ,BROOKLYN            ,11222,Yes,In Compliance ,74.5,Not Available,93,Not Available,Not Available,No,None,93,340.5,292.9,47.6,81690,77800,Multifamily Housing,1
3118502,4000500017,,,4000411,    10-41,  45 ROAD           ,QUEENS,11101,Yes,In Compliance ,34.4,Not Available,42,Not Available,Not Available,No,None,100,166.6,148.3,18.3,66800,60000,Office,1
3118549,1010170007,,,1024724,251,WEST   45 STREET    ,MANHATTAN,10036,Yes,In Compliance ,773.2,752.1,2427.8,2361.5,106.43,Yes,ABS,Not Available,64.1,0,64.1,1000,52216,Parking,1
3118583,1013737501,,,1087189,455,MAIN STREET         ,MANHATTAN,10044,Yes,In Compliance ,84.8,81.8,139.8,136.5,Not Available,Yes,None,Not Available,1225.4,753.2,472.2,234446,188941,Multifamily Housing,1
3118689,4012560035,,,4028794,    69-05,  35 AVENUE         ,QUEENS,11377,Yes,In Compliance ,97.3,94.1,151.3,147.8,Not Available,Yes,None,49,350.8,234.3,116.6,59756,59756,Multifamily Housing,1
3118703,1012780001,,,1035355,521,   5 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,82.4,79.6,187.4,182.9,19.63,No,Manual,80,3032.3,95.9,2936.4,490710,408911,Office,1
3118716,4017797501,,,4044805;4549199;4549206,    38-11, 108 STREET         ,QUEENS,11368,Yes,In Compliance ,96.9,93.2,153.4,149.4,Not Available,No,None,30,507.4,330.8,176.6,86241,90764,Multifamily Housing,1
3118783,4051350057,,,4115790,   137-05,FRANKLIN AVENUE     ,QUEENS,11355,Yes,In Compliance ,88,84.2,115.9,111.8,Not Available,No,None,78,591.7,497.9,93.8,90250,89975,Multifamily Housing,1
3118867,5063320006,,,5081445,5371,AMBOY ROAD          ,STATEN ISLAND       ,10312,Yes,In Compliance ,53.3,Not Available,95.5,Not Available,Not Available,No,None,91,229.7,133.6,96.1,60050,66484,K-12 School,1
3118877,1013690042,,,1040554,410,EAST   58 STREET    ,MANHATTAN,10022,Yes,In Compliance ,49.6,47.6,149.4,143.4,26.04,Yes,ABS,28,456.1,18.2,438,113371,105734,Multifamily Housing,1
3118907,3009250055,,,3018365,845,  43 STREET         ,BROOKLYN            ,11232,Yes,In Compliance ,92.1,Not Available,135.1,Not Available,Not Available,No,None,49,298.2,217.2,81,52693,52836,Multifamily Housing,1
3118948,3088050134,,,3247905,2815,COYLE STREET        ,BROOKLYN            ,11235,Yes,In Compliance ,75.1,Not Available,105.9,Not Available,Not Available,No,None,73,395,300,95,87446,67000,Multifamily Housing,1
3118970,3087650019,,,3246947,2740,EAST   13 STREET    ,BROOKLYN            ,11235,Yes,In Compliance ,72.4,71.1,100.7,99.1,Not Available,No,None,85,301.2,232.6,68.6,69550,73217,Multifamily Housing,1
3118977,4015407501,,,4535031;4529526,    81-15,QUEENS BOULEVARD    ,QUEENS,11373,Yes,In Compliance ,54.4,54.4,96,96,Not Available,No,None,79,219.9,121.3,98.5,63869,67432,Multifamily Housing,1
3118982,4051460026,,,4116425,   137-20,  45 AVENUE         ,QUEENS,11355,Yes,In Compliance ,80.8,Not Available,109,Not Available,Not Available,No,None,78,774.8,619.9,155,158451,190510,Multifamily Housing,1
3119004,4031717501,,,4075150,   100-10,  67 ROAD           ,QUEENS,11375,Yes,In Compliance ,110.5,Not Available,140.4,Not Available,Not Available,Yes,None,38,391,333.3,57.7,57000,71316,Multifamily Housing,1
3119013,3087640028,,,3246946,2775,HOMECREST AVENUE    ,BROOKLYN            ,11235,Yes,In Compliance ,78.2,Not Available,104.3,Not Available,Not Available,Yes,None,81,894.4,719.8,174.6,196782,194425,Multifamily Housing,1
3119017,4031550027,,,4074627,    98-01,  67 AVENUE         ,QUEENS,11374,Yes,In Compliance ,94.4,90,132.6,128,Not Available,No,None,59,1523.3,1166.5,356.8,265073,275197,Multifamily Housing,1
3119039,1009970017,,,1022628,133,WEST   44 STREET    ,MANHATTAN,10036,Yes,In Compliance ,92.7,89.6,196.7,193.3,53.8,No,Manual,16,585,0,585,85000,85000,Hotel,1
3119095,4051450001,,,4116404,    44-35,COLDEN STREET       ,QUEENS,11355,Yes,In Compliance ,88,84.9,119.3,116,Not Available,No,None,73,332.8,262.5,70.3,65813,65338,Multifamily Housing,1
3119096,1000920024,,,1079094,110,NASSAU STREET       ,MANHATTAN,10038,Yes,In Compliance ,98.6,98.6,309.5,309.5,52.98,No,Manual,Not Available,122.6,0,122.6,15000,108793,Financial Office,1
3119119,4001430010,,,4001352;4518761;4541446;4541575,    45-10,  48 STREET         ,QUEENS,11377,Yes,In Compliance ,71.9,71.6,225.5,224.6,Not Available,Yes,None,68,773.2,0.6,772.6,129790,124564,Retail Store,2
3119201,1011467501,,,1030111,306,COLUMBUS AVENUE     ,MANHATTAN,10023,Yes,In Compliance ,73.3,71,123.8,120.9,Not Available,No,None,54,483.8,311.3,172.5,90000,82100,Multifamily Housing,1
3119232,4012750012,,,4029565,    35-16,  76 STREET         ,QUEENS,11372,Yes,In Compliance ,86.5,82.1,115.3,110.9,Not Available,Yes,None,56,296.5,238.2,58.3,60000,60000,Multifamily Housing,1
3119293,2024080001,,,2116977;2091207;2116643,361,EAST  161 STREET    ,BRONX               ,10451,Yes,In Compliance ,55.8,54.1,88.3,86.6,Not Available,No,None,94,1081.6,705.6,376,319309,343676,Multifamily Housing,1
3119322,3060900005,,,3154831,9031,FT HAMILTON PARKWAY ,BROOKLYN            ,11209,Yes,In Compliance ,86,82.5,109.2,105.5,Not Available,Yes,None,91,400,346.3,53.7,61992,61176,Multifamily Housing,1
3119339,1018967501,,,1057388,2931,BROADWAY            ,MANHATTAN,10025,Yes,In Compliance ,119.2,113.9,176.3,170.9,Not Available,No,None,21,614.6,465.4,149.2,69280,69280,Multifamily Housing,1
3119406,3007600036,,,3012122;3802015,4600,   9 AVENUE         ,BROOKLYN            ,11220,Yes,In Compliance ,111,Not Available,152,Not Available,76.59,Yes,ABS,28,602.6,472.1,130.5,91997,83634,Multifamily Housing,1
3119422,3065680015,,,3172884;3172886;3172885,1314,OCEAN PARKWAY       ,BROOKLYN            ,11230,Yes,In Compliance ,105.9,Not Available,138.1,Not Available,86.64,Yes,ABS,46,374.4,309.4,65,60060,54600,Multifamily Housing,1
3119428,2042220093,,,2047113,1545,RHINELANDER AVENUE  ,BRONX               ,10461,Yes,In Compliance ,92.8,91.5,134.4,133,69.49,Yes,ABS,40,812.1,620.4,191.6,123573,112339,Multifamily Housing,1
3119482,1008390070,,,1015981,42,WEST   38 STREET    ,MANHATTAN,10018,Yes,In Compliance ,73.7,Not Available,150,Not Available,Not Available,Yes,None,90,374.6,179.6,195,66577,66577,Office,1
3119494,1008500012,,,1016242,928,BROADWAY            ,MANHATTAN,10010,Yes,In Compliance ,103.4,98.4,203.2,198.6,Not Available,No,None,59,525.1,237,288.1,76750,76389,Office,1
3119554,2033980072,,,2019828,4345,WEBSTER AVENUE      ,BRONX               ,10470,Yes,In Compliance ,79.6,76.3,106.6,103.2,Not Available,Yes,None,68,433.6,360.3,73.3,72150,72150,Multifamily Housing,1
3119577,4021440015,,,4051292,   105-40,  62 ROAD           ,QUEENS,11375,Yes,In Compliance ,70.1,68.4,106.4,104.6,Not Available,No,None,79,623.7,436.5,187.2,142546,111520,Multifamily Housing,1
3119587,4051460001,,,4116424,    45-15,COLDEN STREET       ,QUEENS,11355,Yes,In Compliance ,77.7,74.6,111,107.8,68.26,Yes,ABS,76,738.9,554.2,184.7,156657,131187,Multifamily Housing,1
3119591,4005790036,,,4007109,    31-35,CRESCENT STREET     ,QUEENS,11106,Yes,In Compliance ,79.2,Not Available,108.8,Not Available,Not Available,Yes,None,77,548.9,432,116.9,111963,100400,Multifamily Housing,1
3119595,2027610103,,,2006373,887,BRYANT AVENUE       ,BRONX               ,10474,Yes,In Compliance ,78.6,76.4,113.7,111.7,18.26,No,Manual,58,293,226.4,66.5,50052,50052,Multifamily Housing,1
3119622,1004670031,,,1006836,181,   2 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,82.3,78.5,172.3,167.5,Not Available,No,None,Not Available,397.9,155.8,242.1,71070,59225,Other,1
3119649,3017177501,,,3329613,18,WARSOFF PLACE       ,BROOKLYN            ,11205,Yes,In Compliance ,21.4,19.6,38.9,37,Not Available,Yes,None,Not Available,107.4,56.2,51.2,78349,78349,Other,1
3119730,4032370040,,,4077479,   106-06,QUEENS BOULEVARD    ,QUEENS,11375,Yes,In Compliance ,144.5,134.9,215.7,206.4,Not Available,No,None,6,584.4,433.9,150.5,56420,67780,Worship Facility,1
3119773,1012620054,,,1034344,30,WEST   47 STREET    ,MANHATTAN,10036,Yes,In Compliance ,101.5,96.6,206.4,201.7,Not Available,No,None,72,375.7,157.1,218.6,55138,55138,Office,1
3119837,3023407503,,,3397447,2,NORTHSIDE PIERS     ,BROOKLYN            ,11249,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,Not Available,No,None,Not Available,Not Available,Not Available,881.6,173672,283767,Multifamily Housing,1
3119901,1012630059,,,1034497,42,WEST   48 STREET    ,MANHATTAN,10036,Yes,In Compliance ,118,Not Available,233.6,Not Available,Not Available,No,None,50,511.8,254.3,257.5,58200,58201,Office,1
3119916,2055190119,,,2078922,270,LONGSTREET AVENUE   ,BRONX               ,10465,Yes,In Compliance ,Not Available,Not Available,Not Available,Not Available,111.71,Yes,ABS,Not Available,Not Available,Not Available,91.2,64923,64923,Multifamily Housing,1
3119934,4008330024,,,4017056,    22-11,  31 STREET         ,QUEENS,11105,Yes,In Compliance ,215.4,Not Available,541.9,Not Available,Not Available,No,None,Not Available,915.2,196,719.2,57396,66210,Other,1
3119940,3087190020,,,3245694;3842198,150,WEST END AVENUE     ,BROOKLYN            ,11235,Yes,In Compliance ,81.3,Not Available,104.4,Not Available,1808.23,No,Manual,84,375.9,314.2,61.7,81900,81900,Multifamily Housing,1
3119955,4097607501,,,4208875;4855775,   161-21,JAMAICA AVENUE      ,QUEENS,11432,Yes,In Compliance ,116.6,Not Available,252.5,Not Available,Not Available,No,None,Not Available,528,189.6,338.4,65587,59534,Office,1
3119998,4097610083,,,4208889,   162-29,JAMAICA AVENUE      ,QUEENS,11432,Yes,In Compliance ,46.3,Not Available,108.6,Not Available,3.03,Yes,ABS,79,329.3,92.6,236.7,99375,79200,Retail Store,1
3120016,1007840074,,,1014418,260,WEST   35 STREET    ,MANHATTAN,10001,Yes,In Compliance ,76.5,Not Available,125.2,Not Available,Not Available,Yes,None,Not Available,397,269,128,69046,64773,Office,1
3120021,1008480001,,,1016155,119,   5 AVENUE         ,MANHATTAN,10003,Yes,In Compliance ,97.1,Not Available,218.2,Not Available,Not Available,Yes,None,50,554.1,219.6,334.5,71550,56731,Office,1
3120038,1008320022,,,1015778,1218,BROADWAY            ,MANHATTAN,10001,Yes,In Compliance ,86.8,Not Available,160.1,Not Available,Not Available,Yes,None,75,524.8,307.3,217.5,77200,75547,Office,1
3120084,3023490023,,,3062362,240,WYTHE AVENUE        ,BROOKLYN            ,11249,Yes,In Compliance ,33,Not Available,85.5,Not Available,56.09,Yes,ABS,Not Available,200.1,36.9,163.2,80744,68300,Multifamily Housing,1
3120092,3025120001,,,3336829,230,FRANKLIN STREET     ,BROOKLYN            ,11222,Yes,In Compliance ,14.5,Not Available,43.6,Not Available,31.27,Yes,ABS,Not Available,125.9,5.1,120.8,107300,107650,Multifamily Housing,2
3120104,2045700032,,,2055615,3039,WALLACE AVENUE      ,BRONX               ,10467,Yes,In Compliance ,121.5,Not Available,152.6,Not Available,89.66,Yes,ABS,36,543.1,474.2,68.9,59602,52980,Multifamily Housing,1
3120106,2044360027,,,2051421,776,MACE AVENUE         ,BRONX               ,10467,Yes,In Compliance ,90.4,Not Available,111.5,Not Available,Not Available,Yes,None,60,462,408.8,53.2,68309,60719,Multifamily Housing,1
3120315,3072730050,,,3196577,2940,WEST    5 STREET    ,BROOKLYN            ,11224,Yes,In Compliance ,99.1,97.5,149.7,147.9,Not Available,No,None,Not Available,3485.2,2420.4,1064.7,589108,623806,Multifamily Housing,1
3120317,3072730025,,,3196576,2928,WEST    5 STREET    ,BROOKLYN            ,11224,Yes,In Compliance ,98.4,96.6,147.2,145.1,Not Available,No,None,Not Available,3447.7,2420.4,1027.3,589108,623806,Multifamily Housing,1
3120391,1015060065,,,1047412,2,EAST   95 STREET    ,MANHATTAN,10128,Yes,In Compliance ,84.8,78.4,115.2,108.5,Not Available,Yes,None,55,469.3,385.7,83.6,72954,65656,Multifamily Housing,1
3120426,4161510036,,,4447831;4303676,     3-33,BEACH   95 STREET   ,QUEENS,11693,Yes,In Compliance ,17.7,17.2,39.2,38.7,Not Available,No,None,85,86.7,29.2,57.5,70246,70246,Non-Refrigerated Warehouse,1
3120440,1005440065,,,10882100000000,2,COOPER SQUARE       ,MANHATTAN,10003,Yes,In Compliance ,96.1,94.3,196.7,195.7,35.01,Yes,Manual,4,830.3,342.9,487.3,128300,128300,Multifamily Housing,1
3120476,1010150049,,,1024707,234,WEST   44 STREET    ,MANHATTAN,10036,Yes,In Compliance ,32398,28363.6,39136.9,34283.9,133.86,No,Manual,Not Available,119406.2,133.5,119272.7,55486,55486,Office,1
3120668,3002650001,,,3002543,75,LIVINGSTON STREET   ,BROOKLYN            ,11201,Yes,In Compliance ,88,Not Available,138.8,Not Available,Not Available,No,None,18,996.9,662.6,334.3,179985,180000,Multifamily Housing,1
3120671,4002360066,,,4003390,    48-50,  37 STREET         ,QUEENS,11101,Yes,In Compliance ,83.4,80.9,122.8,120.4,Not Available,No,None,67,569,407.7,161.3,115404,97528,Multifamily Housing,1
3120685,3011060005,,,3026731,1,PROSPECT PARK SW    ,BROOKLYN            ,11215,Yes,In Compliance ,70.4,Not Available,89.4,Not Available,Not Available,No,None,90,365.7,310.2,55.6,88543,77648,Multifamily Housing,1
3120687,1010220026,,,1024810,1634,BROADWAY            ,MANHATTAN,10019,Yes,In Compliance ,32057.6,29530,38749.9,35709.1,690.84,No,Manual,Not Available,170239.7,213.4,170026.3,79942,81183,Other - Entertainment/Public Assembly,1
3120688,4030850008,,,4072147,    64-20,SAUNDERS STREET     ,QUEENS,11374,Yes,In Compliance ,75.2,72.8,99.7,97.3,Not Available,No,None,85,710.5,578.6,131.9,156767,127152,Multifamily Housing,1
3120710,3071970001,,,3195205,388,AVENUE X            ,BROOKLYN            ,11223,Yes,In Compliance ,68.6,Not Available,95.4,Not Available,Not Available,No,None,85,363.7,279.7,84,89986,74834,Multifamily Housing,1
3120717,1013170009,,,1037557,213,EAST   43 STREET    ,MANHATTAN,10017,Yes,In Compliance ,3.3,3.3,10.4,10.4,16.78,Yes,Manual,Not Available,13.8,0,13.8,50120,50120,Other,1
3120728,3009230037,,,3018241,4114,   9 AVENUE         ,BROOKLYN            ,11232,Yes,In Compliance ,79,77.4,116.6,115,Not Available,No,None,70,335.2,239.5,95.7,71669,71288,Multifamily Housing,1
3120729,1019780001,,,1084108;1084110,80,LA SALLE STREET     ,MANHATTAN,10027,Yes,In Compliance ,85.5,83,135.3,132.7,Not Available,No,None,61,6396.9,4169.2,2227.6,1232576,1288976,Multifamily Housing,6
3120800,4006410009,,,4009607,    35-01,  37 STREET         ,QUEENS,11101,Yes,In Compliance ,100.9,96.3,232.4,226.8,Not Available,No,None,Not Available,683.3,204.8,478.5,95384,57425,Other - Entertainment/Public Assembly,1
3120801,4002050024,,,4002908,    48-30,  40 STREET         ,QUEENS,11104,Yes,In Compliance ,78.1,Not Available,104.6,Not Available,Not Available,No,None,83,358.5,290.2,68.3,73863,61484,Multifamily Housing,1
3120804,3053170011,,,3123982,170,EAST    4 STREET    ,BROOKLYN            ,11218,Yes,In Compliance ,70,68.9,97.9,96.7,Not Available,No,None,88,285.4,217.6,67.8,70178,62400,Multifamily Housing,1
3120806,1020870050,,,1079499;1079500,640,WEST  139 STREET    ,MANHATTAN,10031,Yes,In Compliance ,77.3,Not Available,103.7,Not Available,Not Available,No,None,88,517,428.9,88.1,88958,76250,Multifamily Housing,1
3120809,3062530001,,,3161665,7705,BAY PARKWAY         ,BROOKLYN            ,11214,Yes,In Compliance ,73.9,Not Available,102.6,Not Available,Not Available,No,None,81,358,276.1,82,82180,65220,Multifamily Housing,1
3120828,4013120010,,,4030658,    72-10,  41 AVENUE         ,QUEENS,11377,Yes,In Compliance ,74.7,Not Available,112.4,Not Available,Not Available,No,None,69,707.9,498.5,209.5,154166,128535,Multifamily Housing,1
3120839,4002320018,,,4003336,    48-50,  38 STREET         ,QUEENS,11101,Yes,In Compliance ,64.8,62,93.4,90.7,Not Available,Yes,None,92,312.9,230,82.9,82301,68281,Multifamily Housing,1
3120850,3088070125,,,3247935,3205,EMMONS AVENUE       ,BROOKLYN            ,11235,Yes,In Compliance ,89.6,Not Available,119.3,Not Available,Not Available,No,None,64,318.1,256.6,61.5,61299,62000,Multifamily Housing,1
3120853,4030970038,,,4072541,    64-85,WETHEROLE STREET    ,QUEENS,11374,Yes,In Compliance ,66.7,Not Available,93.8,Not Available,Not Available,Yes,None,92,233.3,177.7,55.6,58539,50400,Multifamily Housing,1
3120872,3087640010,,,3246945,2750,HOMECREST AVENUE    ,BROOKLYN            ,11235,Yes,In Compliance ,94.6,Not Available,121.7,Not Available,Not Available,No,None,62,1070.7,894.4,176.4,197742,194425,Multifamily Housing,1
3120873,3066370019,,,3176092,1628,OCEAN PARKWAY       ,BROOKLYN            ,11223,Yes,In Compliance ,93.2,Not Available,125.2,Not Available,Not Available,No,None,56,652.3,523.1,129.2,117718,109200,Multifamily Housing,1
3120878,1008647502,,,1017097,355,   5 AVENUE         ,MANHATTAN,10016,Yes,In Compliance ,78.2,75.9,190.1,187.4,Not Available,No,None,Not Available,5303.8,547.1,4756.7,885162,955171,College/University,1
3120881,2032490025,,,2015301,80,STRONG STREET       ,BRONX               ,10468,Yes,In Compliance ,91.3,87.5,129.3,125.3,95.81,Yes,ABS,64,449.3,353.8,95.5,67305,64100,Multifamily Housing,1
3120885,2032200010,,,2014842,2518,WEBB AVENUE         ,BRONX               ,10468,Yes,In Compliance ,106.1,102.3,142.9,138.8,Not Available,No,None,46,664.4,550.4,114,81900,78000,Multifamily Housing,1
3120891,4096310227,,,4206484,   123-30,  83 AVENUE         ,QUEENS,11415,Yes,In Compliance ,99.2,Not Available,131.1,Not Available,Not Available,Yes,None,62,237.3,193,44.3,41171,54600,Multifamily Housing,1
3120892,1012840002,,,1035430,597,   5 AVENUE         ,MANHATTAN,10017,Yes,In Compliance ,93.1,89.9,235.1,231.3,Not Available,No,None,40,485.6,0,485.6,67128,52727,Office,1
3120894,3011317501,,,3389381;3840359;3850870;3829329;3850453;3854091,35,UNDERHILL AVENUE    ,BROOKLYN            ,11238,Yes,In Compliance ,20.3,20.3,59.7,59.7,Not Available,No,None,100,103.5,6.8,96.8,63657,76162,Multifamily Housing,1
3120901,3063310006,,,3165281,8301,BAY PARKWAY         ,BROOKLYN            ,11214,Yes,In Compliance ,68.2,Not Available,92.7,Not Available,Not Available,No,None,86,463.6,367.7,95.9,113232,93000,Multifamily Housing,1
3120905,4096210001,,,4206349,    87-10, 135 STREET         ,QUEENS,11418,Yes,In Compliance ,80,79.1,116.1,115,Not Available,Yes,None,66,304.9,225.4,79.6,61478,56000,Multifamily Housing,1
