"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"311",311,"Census Tract 996, Kings County, New York",67075,"Second-Highest Quintile","#D0D0D0"
"312",312,"Census Tract 1004, Kings County, New York",63882,"Second-Highest Quintile","#D3D3D3"
"313",313,"Census Tract 1006, Kings County, New York",83050,"Highest Quintile","#C1C1C1"
"314",314,"Census Tract 1008, Kings County, New York",57375,"Second-Highest Quintile","#DADADA"
"315",315,"Census Tract 1010, Kings County, New York",62896,"Second-Highest Quintile","#D4D4D4"
"316",316,"Census Tract 1014, Kings County, New York",55375,"Middle Quintile","#DBDBDB"
"317",317,"Census Tract 1016, Kings County, New York",84853,"Highest Quintile","#BFBFBF"
"318",318,"Census Tract 1020, Kings County, New York",87338,"Highest Quintile","#BDBDBD"
"319",319,"Census Tract 1024, Kings County, New York",52692,"Middle Quintile","#DDDDDD"
"320",320,"Census Tract 1026, Kings County, New York",64111,"Second-Highest Quintile","#D3D3D3"
"321",321,"Census Tract 1110, Kings County, New York",19005,"Lowest Quintile","#F5F5F5"
"322",322,"Census Tract 1124, Kings County, New York",53276,"Middle Quintile","#DDDDDD"
"323",323,"Census Tract 1126, Kings County, New York",30791,"Lowest Quintile","#EFEFEF"
"324",324,"Census Tract 1128, Kings County, New York",36786,"Second-Lowest Quintile","#EAEAEA"
"325",325,"Census Tract 1130, Kings County, New York",29722,"Lowest Quintile","#F0F0F0"
"326",326,"Census Tract 1134, Kings County, New York",15682,"Lowest Quintile","#F7F7F7"
"327",327,"Census Tract 1146, Kings County, New York",39231,"Second-Lowest Quintile","#E8E8E8"
"328",328,"Census Tract 1150, Kings County, New York",32361,"Second-Lowest Quintile","#EDEDED"
"329",329,"Census Tract 1152, Kings County, New York",18293,"Lowest Quintile","#F6F6F6"
"330",330,"Census Tract 1156, Kings County, New York",17624,"Lowest Quintile","#F6F6F6"
"331",331,"Census Tract 1158, Kings County, New York",43603,"Second-Lowest Quintile","#E4E4E4"
"332",332,"Census Tract 1160, Kings County, New York",28973,"Lowest Quintile","#F0F0F0"
"333",333,"Census Tract 1162, Kings County, New York",42381,"Second-Lowest Quintile","#E5E5E5"
"334",334,"Census Tract 1164, Kings County, New York",37865,"Second-Lowest Quintile","#E9E9E9"
"335",335,"Census Tract 1170, Kings County, New York",37679,"Second-Lowest Quintile","#E9E9E9"
"336",336,"Census Tract 1172.01, Kings County, New York",44266,"Middle Quintile","#E4E4E4"
"337",337,"Census Tract 1172.02, Kings County, New York",38281,"Second-Lowest Quintile","#E9E9E9"
"338",338,"Census Tract 1194, Kings County, New York",22455,"Lowest Quintile","#F3F3F3"
"339",339,"Census Tract 27.01, Bronx County, New York",19450,"Lowest Quintile","#F5F5F5"
"340",340,"Census Tract 33, Bronx County, New York",16021,"Lowest Quintile","#F7F7F7"
"341",341,"Census Tract 35, Bronx County, New York",20403,"Lowest Quintile","#F4F4F4"
"342",342,"Census Tract 37, Bronx County, New York",23304,"Lowest Quintile","#F3F3F3"
"343",343,"Census Tract 38, Bronx County, New York",55625,"Middle Quintile","#DBDBDB"
"344",344,"Census Tract 40.01, Bronx County, New York",44432,"Middle Quintile","#E4E4E4"
"345",345,"Census Tract 44, Bronx County, New York",16086,"Lowest Quintile","#F7F7F7"
"346",346,"Census Tract 48, Bronx County, New York",25168,"Lowest Quintile","#F2F2F2"
"347",347,"Census Tract 68, Bronx County, New York",35078,"Second-Lowest Quintile","#EBEBEB"
"348",348,"Census Tract 70, Bronx County, New York",46313,"Middle Quintile","#E2E2E2"
"349",349,"Census Tract 89, Bronx County, New York",18387,"Lowest Quintile","#F6F6F6"
"350",350,"Census Tract 121.01, Bronx County, New York",38750,"Second-Lowest Quintile","#E8E8E8"
"351",351,"Census Tract 121.02, Bronx County, New York",11396,"Lowest Quintile","#F9F9F9"
"352",352,"Census Tract 125, Bronx County, New York",32550,"Second-Lowest Quintile","#EDEDED"
"353",353,"Census Tract 127.01, Bronx County, New York",15938,"Lowest Quintile","#F7F7F7"
"354",354,"Census Tract 131, Bronx County, New York",23596,"Lowest Quintile","#F3F3F3"
"355",355,"Census Tract 143, Bronx County, New York",8694,"Lowest Quintile","#FAFAFA"
"356",356,"Census Tract 162, Bronx County, New York",66204,"Second-Highest Quintile","#D1D1D1"
"357",357,"Census Tract 163, Bronx County, New York",0,"Lowest Quintile","#FFFFFF"
"358",358,"Census Tract 166, Bronx County, New York",85234,"Highest Quintile","#BFBFBF"
"359",359,"Census Tract 175, Bronx County, New York",14446,"Lowest Quintile","#F8F8F8"
"360",360,"Census Tract 177.01, Bronx County, New York",19182,"Lowest Quintile","#F5F5F5"
"361",361,"Census Tract 179.01, Bronx County, New York",23045,"Lowest Quintile","#F3F3F3"
"362",362,"Census Tract 179.02, Bronx County, New York",19233,"Lowest Quintile","#F5F5F5"
"363",363,"Census Tract 181.01, Bronx County, New York",34623,"Second-Lowest Quintile","#ECECEC"
"364",364,"Census Tract 202, Bronx County, New York",38333,"Second-Lowest Quintile","#E9E9E9"
"365",365,"Census Tract 204, Bronx County, New York",39375,"Second-Lowest Quintile","#E8E8E8"
"366",366,"Census Tract 206.01, Bronx County, New York",43479,"Second-Lowest Quintile","#E5E5E5"
"367",367,"Census Tract 216.01, Bronx County, New York",26016,"Lowest Quintile","#F2F2F2"
"368",368,"Census Tract 221.02, Bronx County, New York",22092,"Lowest Quintile","#F4F4F4"
"369",369,"Census Tract 223, Bronx County, New York",25597,"Lowest Quintile","#F2F2F2"
"370",370,"Census Tract 232, Bronx County, New York",51373,"Middle Quintile","#DEDEDE"
"371",371,"Census Tract 236, Bronx County, New York",38913,"Second-Lowest Quintile","#E8E8E8"
"372",372,"Census Tract 237.03, Bronx County, New York",26439,"Lowest Quintile","#F1F1F1"
"373",373,"Census Tract 243, Bronx County, New York",25983,"Lowest Quintile","#F2F2F2"
"374",374,"Census Tract 246, Bronx County, New York",68600,"Second-Highest Quintile","#CFCFCF"
"375",375,"Census Tract 250, Bronx County, New York",51324,"Middle Quintile","#DEDEDE"
"376",376,"Census Tract 252, Bronx County, New York",53088,"Middle Quintile","#DDDDDD"
"377",377,"Census Tract 254, Bronx County, New York",54764,"Middle Quintile","#DCDCDC"
"378",378,"Census Tract 287, Bronx County, New York",44709,"Middle Quintile","#E4E4E4"
"379",379,"Census Tract 288, Bronx County, New York",62386,"Second-Highest Quintile","#D5D5D5"
"380",380,"Census Tract 301, Bronx County, New York",81705,"Highest Quintile","#C2C2C2"
"381",381,"Census Tract 312, Bronx County, New York",70750,"Second-Highest Quintile","#CDCDCD"
"382",382,"Census Tract 314, Bronx County, New York",72478,"Second-Highest Quintile","#CBCBCB"
"383",383,"Census Tract 330, Bronx County, New York",41458,"Second-Lowest Quintile","#E6E6E6"
"384",384,"Census Tract 360, Bronx County, New York",66275,"Second-Highest Quintile","#D1D1D1"
"385",385,"Census Tract 365.02, Bronx County, New York",30938,"Lowest Quintile","#EFEFEF"
"386",386,"Census Tract 368, Bronx County, New York",65139,"Second-Highest Quintile","#D2D2D2"
"387",387,"Census Tract 370, Bronx County, New York",68194,"Second-Highest Quintile","#CFCFCF"
"388",388,"Census Tract 372, Bronx County, New York",52107,"Middle Quintile","#DEDEDE"
"389",389,"Census Tract 387, Bronx County, New York",29398,"Lowest Quintile","#F0F0F0"
"390",390,"Census Tract 392, Bronx County, New York",57000,"Second-Highest Quintile","#DADADA"
"391",391,"Census Tract 394, Bronx County, New York",35329,"Second-Lowest Quintile","#EBEBEB"
"392",392,"Census Tract 396, Bronx County, New York",41938,"Second-Lowest Quintile","#E6E6E6"
"393",393,"Census Tract 398, Bronx County, New York",57188,"Second-Highest Quintile","#DADADA"
"394",394,"Census Tract 399.02, Bronx County, New York",24095,"Lowest Quintile","#F3F3F3"
"395",395,"Census Tract 401, Bronx County, New York",33950,"Second-Lowest Quintile","#ECECEC"
"396",396,"Census Tract 403.03, Bronx County, New York",25625,"Lowest Quintile","#F2F2F2"
"397",397,"Census Tract 403.04, Bronx County, New York",32586,"Second-Lowest Quintile","#EDEDED"
"398",398,"Census Tract 404, Bronx County, New York",48065,"Middle Quintile","#E1E1E1"
"399",399,"Census Tract 405.01, Bronx County, New York",29775,"Lowest Quintile","#EFEFEF"
"400",400,"Census Tract 405.02, Bronx County, New York",24441,"Lowest Quintile","#F2F2F2"
"401",401,"Census Tract 406, Bronx County, New York",37045,"Second-Lowest Quintile","#EAEAEA"
"402",402,"Census Tract 407.01, Bronx County, New York",24836,"Lowest Quintile","#F2F2F2"
"403",403,"Census Tract 422, Bronx County, New York",49052,"Middle Quintile","#E0E0E0"
"404",404,"Census Tract 423, Bronx County, New York",37730,"Second-Lowest Quintile","#E9E9E9"
"405",405,"Census Tract 424, Bronx County, New York",65952,"Second-Highest Quintile","#D1D1D1"
"406",406,"Census Tract 428, Bronx County, New York",70313,"Second-Highest Quintile","#CDCDCD"
"407",407,"Census Tract 429.02, Bronx County, New York",29347,"Lowest Quintile","#F0F0F0"
"408",408,"Census Tract 430, Bronx County, New York",48990,"Middle Quintile","#E0E0E0"
"409",409,"Census Tract 434, Bronx County, New York",44180,"Middle Quintile","#E4E4E4"
"410",410,"Census Tract 436, Bronx County, New York",51000,"Middle Quintile","#DFDFDF"
"411",411,"Census Tract 451.01, Bronx County, New York",52988,"Middle Quintile","#DDDDDD"
"412",412,"Census Tract 153, Bronx County, New York",19095,"Lowest Quintile","#F5F5F5"
"413",413,"Census Tract 2, Queens County, New York",50761,"Middle Quintile","#DFDFDF"
"414",414,"Census Tract 10, Queens County, New York",58537,"Second-Highest Quintile","#D9D9D9"
"415",415,"Census Tract 14, Queens County, New York",58438,"Second-Highest Quintile","#D9D9D9"
"416",416,"Census Tract 16, Queens County, New York",46473,"Middle Quintile","#E2E2E2"
"417",417,"Census Tract 28, Queens County, New York",57778,"Second-Highest Quintile","#D9D9D9"
"418",418,"Census Tract 31, Queens County, New York",39554,"Second-Lowest Quintile","#E8E8E8"
"419",419,"Census Tract 38, Queens County, New York",54947,"Middle Quintile","#DCDCDC"
"420",420,"Census Tract 39, Queens County, New York",33750,"Second-Lowest Quintile","#ECECEC"
"421",421,"Census Tract 40.01, Queens County, New York",48176,"Middle Quintile","#E1E1E1"
"422",422,"Census Tract 51, Queens County, New York",34755,"Second-Lowest Quintile","#EBEBEB"
"423",423,"Census Tract 65.02, Queens County, New York",55000,"Middle Quintile","#DCDCDC"
"424",424,"Census Tract 73, Queens County, New York",59886,"Second-Highest Quintile","#D7D7D7"
"425",425,"Census Tract 79, Queens County, New York",42333,"Second-Lowest Quintile","#E5E5E5"
"426",426,"Census Tract 94, Queens County, New York",40385,"Second-Lowest Quintile","#E7E7E7"
"427",427,"Census Tract 102, Queens County, New York",60448,"Second-Highest Quintile","#D7D7D7"
"428",428,"Census Tract 104, Queens County, New York",63649,"Second-Highest Quintile","#D4D4D4"
"429",429,"Census Tract 106, Queens County, New York",49931,"Middle Quintile","#DFDFDF"
"430",430,"Census Tract 111, Queens County, New York",79948,"Highest Quintile","#C4C4C4"
"431",431,"Census Tract 112, Queens County, New York",45987,"Middle Quintile","#E3E3E3"
"432",432,"Census Tract 113, Queens County, New York",52810,"Middle Quintile","#DDDDDD"
"433",433,"Census Tract 114, Queens County, New York",50556,"Middle Quintile","#DFDFDF"
"434",434,"Census Tract 115, Queens County, New York",53703,"Middle Quintile","#DDDDDD"
"435",435,"Census Tract 116, Queens County, New York",34513,"Second-Lowest Quintile","#ECECEC"
"436",436,"Census Tract 117, Queens County, New York",56974,"Second-Highest Quintile","#DADADA"
"437",437,"Census Tract 119, Queens County, New York",48250,"Middle Quintile","#E1E1E1"
"438",438,"Census Tract 121, Queens County, New York",48197,"Middle Quintile","#E1E1E1"
"439",439,"Census Tract 124, Queens County, New York",47179,"Middle Quintile","#E2E2E2"
"440",440,"Census Tract 126.01, Queens County, New York",54130,"Middle Quintile","#DCDCDC"
"441",441,"Census Tract 126.02, Queens County, New York",53958,"Middle Quintile","#DCDCDC"
"442",442,"Census Tract 128, Queens County, New York",54207,"Middle Quintile","#DCDCDC"
"443",443,"Census Tract 130, Queens County, New York",86103,"Highest Quintile","#BEBEBE"
"444",444,"Census Tract 136, Queens County, New York",46250,"Middle Quintile","#E2E2E2"
"445",445,"Census Tract 140, Queens County, New York",62563,"Second-Highest Quintile","#D5D5D5"
"446",446,"Census Tract 143, Queens County, New York",56115,"Second-Highest Quintile","#DBDBDB"
"447",447,"Census Tract 145, Queens County, New York",60405,"Second-Highest Quintile","#D7D7D7"
"448",448,"Census Tract 147, Queens County, New York",52739,"Middle Quintile","#DDDDDD"
"449",449,"Census Tract 149, Queens County, New York",46266,"Middle Quintile","#E2E2E2"
"450",450,"Census Tract 153, Queens County, New York",55182,"Middle Quintile","#DBDBDB"
"451",451,"Census Tract 154, Queens County, New York",64232,"Second-Highest Quintile","#D3D3D3"
"452",452,"Census Tract 156, Queens County, New York",67115,"Second-Highest Quintile","#D0D0D0"
"453",453,"Census Tract 158.02, Queens County, New York",50417,"Middle Quintile","#DFDFDF"
"454",454,"Census Tract 161, Queens County, New York",47606,"Middle Quintile","#E1E1E1"
"455",455,"Census Tract 164, Queens County, New York",51964,"Middle Quintile","#DEDEDE"
"456",456,"Census Tract 166, Queens County, New York",48795,"Middle Quintile","#E0E0E0"
"457",457,"Census Tract 168, Queens County, New York",50868,"Middle Quintile","#DFDFDF"
"458",458,"Census Tract 172, Queens County, New York",58261,"Second-Highest Quintile","#D9D9D9"
"459",459,"Census Tract 180, Queens County, New York",48438,"Middle Quintile","#E1E1E1"
"460",460,"Census Tract 185.01, Queens County, New York",59018,"Second-Highest Quintile","#D8D8D8"
"461",461,"Census Tract 185.02, Queens County, New York",52926,"Middle Quintile","#DDDDDD"
"462",462,"Census Tract 190, Queens County, New York",60305,"Second-Highest Quintile","#D7D7D7"
"463",463,"Census Tract 230, Queens County, New York",69306,"Second-Highest Quintile","#CECECE"
"464",464,"Census Tract 232, Queens County, New York",66311,"Second-Highest Quintile","#D1D1D1"
"465",465,"Census Tract 247, Queens County, New York",64474,"Second-Highest Quintile","#D3D3D3"
"466",466,"Census Tract 259, Queens County, New York",52188,"Middle Quintile","#DEDEDE"
"467",467,"Census Tract 261, Queens County, New York",46675,"Middle Quintile","#E2E2E2"
"468",468,"Census Tract 266, Queens County, New York",24762,"Lowest Quintile","#F2F2F2"
"469",469,"Census Tract 269.01, Queens County, New York",39707,"Second-Lowest Quintile","#E8E8E8"
"470",470,"Census Tract 269.02, Queens County, New York",35298,"Second-Lowest Quintile","#EBEBEB"
"471",471,"Census Tract 270, Queens County, New York",62604,"Second-Highest Quintile","#D5D5D5"
"472",472,"Census Tract 271, Queens County, New York",36532,"Second-Lowest Quintile","#EAEAEA"
"473",473,"Census Tract 272, Queens County, New York",46823,"Middle Quintile","#E2E2E2"
"474",474,"Census Tract 273, Queens County, New York",48953,"Middle Quintile","#E0E0E0"
"475",475,"Census Tract 274, Queens County, New York",59261,"Second-Highest Quintile","#D8D8D8"
"476",476,"Census Tract 275, Queens County, New York",46500,"Middle Quintile","#E2E2E2"
"477",477,"Census Tract 277, Queens County, New York",39994,"Second-Lowest Quintile","#E7E7E7"
"478",478,"Census Tract 279, Queens County, New York",43984,"Middle Quintile","#E4E4E4"
"479",479,"Census Tract 280, Queens County, New York",65781,"Second-Highest Quintile","#D2D2D2"
"480",480,"Census Tract 281, Queens County, New York",58763,"Second-Highest Quintile","#D8D8D8"
"481",481,"Census Tract 282, Queens County, New York",72635,"Second-Highest Quintile","#CBCBCB"
"482",482,"Census Tract 283, Queens County, New York",41350,"Second-Lowest Quintile","#E6E6E6"
"483",483,"Census Tract 285, Queens County, New York",66563,"Second-Highest Quintile","#D1D1D1"
"484",484,"Census Tract 287, Queens County, New York",43811,"Second-Lowest Quintile","#E4E4E4"
"485",485,"Census Tract 289, Queens County, New York",52549,"Middle Quintile","#DDDDDD"
"486",486,"Census Tract 309.03, Queens County, New York",51250,"Middle Quintile","#DEDEDE"
"487",487,"Census Tract 327, Queens County, New York",54741,"Middle Quintile","#DCDCDC"
"488",488,"Census Tract 329, Queens County, New York",60738,"Second-Highest Quintile","#D7D7D7"
"489",489,"Census Tract 337, Queens County, New York",40163,"Second-Lowest Quintile","#E7E7E7"
"490",490,"Census Tract 339, Queens County, New York",58158,"Second-Highest Quintile","#D9D9D9"
"491",491,"Census Tract 351, Queens County, New York",58059,"Second-Highest Quintile","#D9D9D9"
"492",492,"Census Tract 353, Queens County, New York",57899,"Second-Highest Quintile","#D9D9D9"
"493",493,"Census Tract 361, Queens County, New York",36055,"Second-Lowest Quintile","#EAEAEA"
"494",494,"Census Tract 363, Queens County, New York",51399,"Middle Quintile","#DEDEDE"
