num_questions,sale_price,Customer_Reviews,Item_model_number,in_stock,Shipping_Weight,num_reviews,product_title,category,3_star,ASIN,reviews_url,4_star,2_star,shipping,url,avg_rating,list_price,description,1_star,5_star,Product_Dimensions 
83 answered questions,$7.95,4.2 out of 5 stars,000000248WHT,In Stock.,4.2 ounces (,"1,873",The Original Ballcap Buddy Cap Washer,Home & Kitchen,10%,B0013FGVW2,https://www.amazon.com/Original-Ballcap-Buddy-Cap-Washer/product-reviews/B0013FGVW2/ref=cm_cr_dp_qt_see_all_top/154-3488865-9589732?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,19%,5%,"Fast, FREE Shipping",https://www.amazon.com/Original-Ballcap-Buddy-Cap-Washer/dp/B0013FGVW2?_encoding=UTF8&psc=1,4.2 out of 5 stars,,". . ORIGINAL Ballcap Buddy Cap Washer - 100% Made in USA- patented. Safely clean,dry,shape, protect and store your caps & protects while traveling. Amazing results when flat and curved hats are washed in top rack of dishwasher. Made of sturdy quality engineered plastic and sold since 1992. satisfaction guaranteed or your money will be refunded -American made certified. ",9%,57%,0.1 x 0.1 x 0.1 inches
34 answered questions,$13.29,4.8 out of 5 stars,,Only 19 left in stock - order soon.,3.2 ounces (,99,738-04124A 714-04040 10PK Shear pins/cotters MTD Cub Cadet Troy-bilt Snowthrower,"Patio, Lawn & Garden",3%,B01604M53O,https://www.amazon.com/738-04124A-714-04040-MTD-Troy-bilt-Snowthrower/product-reviews/B01604M53O/ref=cm_cr_dp_qt_see_all_top/167-7802968-6855507?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,4%,1%,"Fast, FREE Shipping",https://www.amazon.com/738-04124A-714-04040-MTD-Troy-bilt-Snowthrower/dp/B01604M53O?_encoding=UTF8&psc=1,4.8 out of 5 stars,,". . 10 Pack of shear pins with cotter pins. For MTD Cub Cadet Troy bilt Snowthrowers. Fits 31A-3BAD700 Thru 31AS6LEG752 Series 2005 and newer. Need help email us your model and serial numbers. Spec's are 1/4"" X 1-1/2"". ",1%,91%,3.4 x 1.8 x 0.6 inches
30 answered questions,$20.29,4.6 out of 5 stars,RENU2,In Stock.,3 pounds (,296,Leisure Time RENU2 Renew Non-Chlorine Shock,"Patio, Lawn & Garden",5%,B000LS2HEI,https://www.amazon.com/Leisure-RENU2-Renew-Non-Chlorine-Shock/product-reviews/B000LS2HEI/ref=cm_cr_dp_qt_see_all_top/155-4438395-1208431?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,1%,FREE Shipping,https://www.amazon.com/Leisure-RENU2-Renew-Non-Chlorine-Shock/dp/B000LS2HEI?_encoding=UTF8&psc=1,4.6 out of 5 stars,,". . Clears cloudy water and eliminates odors and contaminants. Compatible with chlorine, bromine, ozone and mineral purification systems. For more than 25 years, Leisure Time has been the premier name in spa water care. Economical bulk package. Destroys microorganisms, soaps, deodorants and oils. Buffered to prevent pH fluctuations. Prevents chloramine build up. This item is not for sale in Catalina Island. ",3%,76%,3.1 x 3.1 x 9.5 inches
170 answered questions,$89.00,4.7 out of 5 stars,V300,In Stock.,7 pounds (,289,VIPARSPECTRA Reflector-Series 300W LED Grow Light Full Spectrum for Indoor Plants Veg and Flower,"Patio, Lawn & Garden",5%,B01B4GQ6MO,https://www.amazon.com/VIPARSPECTRA-Reflector-Spectrum-Indoor-Plants/product-reviews/B01B4GQ6MO/ref=cm_cr_dp_qt_see_all_top/153-7993016-5850718?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,0%,"Fast, FREE Shipping",https://www.amazon.com/VIPARSPECTRA-Reflector-Spectrum-Indoor-Plants/dp/B01B4GQ6MO?_encoding=UTF8&psc=1,4.7 out of 5 stars,$159.00,. . VIPARSPECTRA Reflector Series V300 LED Grow Light is scientifically engineered to keep the balance of the PAR/Lumen Output and Coverage.. The secret to the VIPARSPECTRA LED success is the optimal full spectrum which provides plants Veg and Flower all stages with everything they desire in the natural sunlight.. Compares to traditional 250 watt HPS/MH while consuming only 136 watts! Perfect for a 2x2’ growing area at 24” height (Max coverage 3x3’).. Upgraded 4.72” fans and big aluminum cooling heat sinks (0.8” height) are easy for heat dissipation.. 3 years warranty plus 30 days satisfaction or return guarantee.. ,3%,78%,12.6 x 7.9 x 3 inches
18 answered questions,$9.51,4.6 out of 5 stars,ZENERGY,In Stock.,7 ounces (,616,"Woodstock Eastern Energies, Zenergy Chime- Solo, Silver","Patio, Lawn & Garden",4%,B0000775G0,https://www.amazon.com/Woodstock-Eastern-Energies-Zenergy-Chime/product-reviews/B0000775G0/ref=cm_cr_dp_qt_see_all_top/167-1234309-5666443?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11%,3%,"Fast, FREE Shipping",https://www.amazon.com/Woodstock-Eastern-Energies-Zenergy-Chime/dp/B0000775G0?_encoding=UTF8&psc=1,4.6 out of 5 stars,$14.99,". . This chime emits a powerful tone of singular beauty. Cherry finish ash wood base, 1 silver solid rod, mallet. Length: 7""Width: 1"". Perfect in a classroom, as a gift or in your daily meditation practice. Over 30 years ago, Grammy award-winning musician and instrument designer Garry Kvistad created the first Woodstock Chime from an aluminum lawn chair he found in a landfill; Garry and his wife Diane founded Woodstock Chimes in 1979 and still develop the chimes today. ",3%,79%,7.8 x 3.5 x 1.5 inches
40 answered questions,$8.99,4.2 out of 5 stars,TB51A,In Stock.,2.1 ounces (,337,Wellgo Shimano SPD Compatible Cleat Set,Sports & Outdoors,6%,B008B8NW26,https://www.amazon.com/Wellgo-Shimano-SPD-Compatible-Cleat/product-reviews/B008B8NW26/ref=cm_cr_dp_qt_see_all_top/159-5574853-2290803?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,13%,4%,"Fast, FREE Shipping",https://www.amazon.com/Cycling-Parts-Components/dp/B01N314ZKK?_encoding=UTF8&psc=1,4.2 out of 5 stars,,. . Fits most shoes. For clipless pedals. Shimano SPD compatible. Single Release. Includes Hardware. ,10%,67%,2 x 2.8 x 0.5 inches
67 answered questions,$18.14,,,,,"1,942","Unger Professional Nifty Nabber, 36”",Health & Household,8%,,https://www.amazon.com/Unger-Professional-Nifty-Nabber-36/product-reviews/B0000V0AGS/ref=cm_cr_dp_qt_see_all_top/160-1503172-6744052?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,12%,3%,"Fast, FREE Shipping",https://www.amazon.com/Unger-Professional-Nifty-Nabber-36/dp/B0000V0AGS?_encoding=UTF8&psc=1,4.5 out of 5 stars,,,4%,73%,
35 answered questions,$29.99,4.4 out of 5 stars,Light-45W,In Stock.,2.9 pounds (,117,"45W LED Grow Light, UNIFUN Light Plant Bulbs Plant Growing Bulb for Hydroponic Aquatic Indoor Plants","Patio, Lawn & Garden",6%,B01F53LP46,https://www.amazon.com/UNIFUN-Growing-Hydroponic-Aquatic-Indoor/product-reviews/B01F53LP46/ref=cm_cr_dp_qt_see_all_top/151-4895207-5045627?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,2%,"Fast, FREE Shipping",https://www.amazon.com/UNIFUN-Growing-Hydroponic-Aquatic-Indoor/dp/B01F53LP46?_encoding=UTF8&psc=1,4.4 out of 5 stars,$49.99,". . Super Bright LEDs: 225 high quality SMD2835 LEDs include 165 Red LEDs & 60 Blue LEDs, effectively help plants for photosynthesis and its wavelength is very suitable for plants' growth.. Special Material and Design: It’s made of ABS plastic with three internel driver power supply, hanging kit.. Widely Used: greenhouses, plant factory, greenhouse farming, flower farming, indoor gardens, soluble breeding, pipeline cultivation, farm, potted plants, spray the plant, tissue culture and so on.. Plants’ Lucky Star: This product is suitable for bananas, flowers, dendrobium orchids, seaweed, green peppers, eggplant, bitter gourd, tomatoes, grapes, lettuce and so on.. High Cost Performance: low power consumption but high luminous efficiency, long service life about 50,000hrs.. ",6%,72%,16.7 x 12.6 x 1.8 inches
61 answered questions,$17.01,4.3 out of 5 stars,20080110,In Stock.,10.4 ounces (,"2,582",Masterbuilt 30-Inch Electric Smoker Cover,"Patio, Lawn & Garden",9%,B002VZZ1W4,https://www.amazon.com/Masterbuilt-30-Inch-Electric-Smoker-Cover/product-reviews/B002VZZ1W4/ref=cm_cr_dp_qt_see_all_top/162-2370378-9038056?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,5%,"Fast, FREE Shipping",https://www.amazon.com/Masterbuilt-30-Inch-Electric-Smoker-Cover/dp/B002VZZ1W4?_encoding=UTF8&psc=1,4.3 out of 5 stars,,". . High-quality reinforced polyester. Fade resistant. Designed to last season to season. Fits Masterbuilt 30"" Electric Smokers. ",7%,63%,16.9 x 18.1 x 30.9 inches
27 answered questions,$11.79,4.4 out of 5 stars,91095935J,In Stock.,11.2 ounces (,"1,712",Fiskars Traditional Bypass Pruning Shears,"Patio, Lawn & Garden",6%,B00002N66H,https://www.amazon.com/Fiskars-Traditional-Bypass-Pruning-Shears/product-reviews/B00002N66H/ref=cm_cr_dp_qt_see_all_top/165-6918084-3188005?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,4%,"Fast, FREE Shipping",https://www.amazon.com/Fiskars-Traditional-Bypass-Pruning-Shears/dp/B00002N66H?_encoding=UTF8&psc=1,4.4 out of 5 stars,,". . Ideal for cutting stems and light branches. Fully hardened, precision-ground steel blade stays sharp, even through heavy use. Low-friction coating helps blade glide through wood, prevents the blades from gumming up with sap and debris and helps the blades resist rust. Maximum cutting capacity: 5/8 inch diamater. Lifetime warranty. ",6%,70%,4 x 1 x 10.8 inches
47 answered questions,$5.99,4.7 out of 5 stars,6415,In Stock.,5 ounces (,"1,465","Weber 6415 Small 7-1/2-Inch-by-5-inch Aluminum Drip Pans, Set of 10","Patio, Lawn & Garden",5%,B000WEKLTE,https://www.amazon.com/Weber-6415-2-Inch-5-inch-Aluminum/product-reviews/B000WEKLTE/ref=cm_cr_dp_qt_see_all_top/151-2567526-5339304?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,1%,FREE Shipping,https://www.amazon.com/Weber-6415-2-Inch-5-inch-Aluminum/dp/B000WEKLTE?_encoding=UTF8&psc=1,4.7 out of 5 stars,,. . Set of 10 aluminum drip pans line grill catch pan. Fit all Weber gas grills except Summit 6-burner grills. No-fuss way to keep grill clean and ready for service. Also great for cooking side dishes. Each measures 7-1/2 inches by 5 inches. ,1%,79%,5 x 1.4 x 7.5 inches
154 answered questions,$12.32,4.3 out of 5 stars,6106,In Stock.,3.9 pounds (,"1,778",Behrens 6106 6-Gallon Locking Lid Can,Home & Kitchen,7%,B000RNDR3W,https://www.amazon.com/Behrens-6106-6-Gallon-Locking-Lid/product-reviews/B000RNDR3W/ref=cm_cr_dp_qt_see_all_top/156-3380323-3541701?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,4%,,https://www.amazon.com/Behrens-6106-6-Gallon-Locking-Lid/dp/B000RNDR3W?_encoding=UTF8&psc=1,4.3 out of 5 stars,$24.99,". . Ideal for pet food, bird seed and grass seed. Rust/Fire/Heat Resistant. Will not crack or fade like plastic. Dry storage only. Made in USA. ",5%,68%,13.5 x 13.5 x 12.8 inches
95 answered questions,$13.95,4.4 out of 5 stars,DE2CUP,In Stock.,1.9 pounds (,"1,109",Diatomaceous Earth 2 Lbs Food Grade DE - Includes Free Scoop,"Patio, Lawn & Garden",6%,B00KPXGNTO,https://www.amazon.com/Diatomaceous-Earth-Lbs-Food-Grade/product-reviews/B00KPXGNTO/ref=cm_cr_dp_qt_see_all_top/155-1225000-5226711?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,3%,"Fast, FREE Shipping",https://www.amazon.com/Diatomaceous-Earth-Lbs-Food-Grade/dp/B00KPXGNTO?_encoding=UTF8&psc=1,4.4 out of 5 stars,,. . 2 Lbs de - meets U.S. Food chemicals codex standards. Free scoop - includes small measuring cup. Natural product - OMRI listed for organic use. No additives - 100% pure freshwater diatomaceous earth. No Contaminants - Professionally Packaged Using Stainless Steel Machinery. ,4%,73%,6 x 2 x 7 inches
46 answered questions,,4.3 out of 5 stars,75578307,Available from these sellers.,4.3 pounds,396,"Miracle-Gro Moisture Control Potting Mix, 8-Quart (currently ships to select Northeastern & Midwestern states)","Patio, Lawn & Garden",5%,B00FE1GGG2,https://www.amazon.com/Miracle-Gro-Moisture-currently-Northeastern-Midwestern/product-reviews/B00FE1GGG2/ref=cm_cr_dp_qt_see_all_top/159-8059908-1340201?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,3%,,https://www.amazon.com/Miracle-Gro-Moisture-currently-Northeastern-Midwestern/dp/B00FE1GGG2?_encoding=UTF8&psc=1,4.3 out of 5 stars,,". . Grows plants twice as big versus unfed plants. Feeds up to 6 months. Protects against over- and under-watering. Absorbs up to 33% more water than basic potting soil versus potting soil that does not contain sphagnum peat moss, coir and wetting agent. Helps beautify potted flowers, indoors and outdoors. ",9%,73%,4 x 12 x 17.2 inches
6 answered questions,$19.95,4.5 out of 5 stars,,In Stock.,10.4 pounds (,78,Ice Melt for families with pets - Larger 10-lb Size - Safe for use as a snow and ice melter on driveways and sidewalks - Easy-Shake container,"Patio, Lawn & Garden",5%,B0197B0Z4I,https://www.amazon.com/Ice-Melt-families-pets-Easy-Shake/product-reviews/B0197B0Z4I/ref=cm_cr_dp_qt_see_all_top/162-9447893-7550364?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,17%,3%,"Fast, FREE Shipping",https://www.amazon.com/Ice-Melt-families-pets-Easy-Shake/dp/B0197B0Z4I?_encoding=UTF8&psc=1,4.5 out of 5 stars,,. . PETSAFE FORMULA - Designed to be safer for your pet's sensitive paws. It's the favorite Ice Melt for dogs and cats!. LAWN & EARTH FRIENDLY ICE MELT - Formulated to be safer for grass and plants. LESS CORROSIVE - Safer on concrete and automobiles than other ice melters. EASIER TO APPLY - Easy-Shake container allows product to spread more easily and more evenly over the surface area. EFFECTIVE - Faster melt and works down to 0 degrees! Made in USA - Satisfaction Guaranteed. ,2%,73%,7 x 5 x 10 inches
68 answered questions,$15.12,4.5 out of 5 stars,GH3253,In Stock.,1.6 pounds (,602,General Hydroponics  Rapid Rooter Replacement Plugs 50 count,"Patio, Lawn & Garden",5%,B0002IU8K2,https://www.amazon.com/General-Hydroponics-Rapid-Rooter-Replacement/product-reviews/B0002IU8K2/ref=cm_cr_dp_qt_see_all_top/161-9948509-2898861?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,11%,3%,"Fast, FREE Shipping",https://www.amazon.com/General-Hydroponics-Rapid-Rooter-Replacement/dp/B0002IU8K2?_encoding=UTF8&psc=1,4.5 out of 5 stars,,". . Rapid rooter plugs are fortified with general hydroponic micronutrients for abundant root growth. The optimal air-to-water ratio within the plug matrix results in explosive early root growth. Use rapid rooter for robust early rooting that supports explosive plant growth. 50 Plugs per bag, bags sold individually. Measures 10-1/2-inch length by 12-inch width by 3-1/2-inch height. ",4%,77%,10.5 x 12 x 3.5 inches
10 answered questions,$7.98,,,,,576,Poolmaster 22211 Smart Test 4-Way Pool and Spa Test Strips - 50ct,"Patio, Lawn & Garden",7%,,https://www.amazon.com/Poolmaster-22211-Smart-4-Way-Strips/product-reviews/B001E6E9PG/ref=cm_cr_dp_qt_see_all_top/166-3146800-0303246?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,3%,"Fast, FREE Shipping",https://www.amazon.com/Poolmaster-22211-Smart-4-Way-Strips/dp/B001E6E9PG?_encoding=UTF8&psc=1,4.3 out of 5 stars,$7.98,,6%,68%,
4 answered questions,$8.99,4.1 out of 5 stars,,In Stock.,4.8 ounces (,110,Harris Diatomaceous Earth Powder Duster,"Patio, Lawn & Garden",6%,B01LRMN9ZM,https://www.amazon.com/Harris-Diatomaceous-Earth-Powder-Duster/product-reviews/B01LRMN9ZM/ref=cm_cr_dp_qt_see_all_top/163-0209893-7150464?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,7%,"Fast, FREE Shipping",https://www.amazon.com/Harris-Diatomaceous-Earth-Powder-Duster/dp/B01LRMN9ZM?_encoding=UTF8&psc=1,4.1 out of 5 stars,,. . Spread Diatomaceous Earth Evenly and Efficiently. Perfect for Household Use in Residences and Apartments or Outdoors. Places Powders in Difficult to Reach Areas. Minimal Clogging and Clumps for a Light Dusting. ,9%,62%,4.4 x 3.5 x 3.4 inches
,,,,,,107,Weight Watchers Magazine,Magazine Subscriptions,5%,,https://www.amazon.com/WW-Twentyfirst-Corp-Watchers-Magazine/product-reviews/B002PXVYXC/ref=cm_cr_dp_qt_see_all_top/153-2100446-1427617?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,19%,3%,,https://www.amazon.com/WW-Twentyfirst-Corp-Watchers-Magazine/dp/B002PXVYXC?_encoding=UTF8&psc=1,4.1 out of 5 stars,$29.94,,13%,60%,
,,,,,,287,Cook's Illustrated,Magazine Subscriptions,5%,,https://www.amazon.com/Boston-Common-Press-Cooks-Illustrated/product-reviews/B002PXW0M6/ref=cm_cr_dp_qt_see_all_top/157-0580591-5690349?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,5%,,https://www.amazon.com/Boston-Common-Press-Cooks-Illustrated/dp/B002PXW0M6?_encoding=UTF8&psc=1,4.3 out of 5 stars,$41.70,,12%,68%,
12 answered questions,$14.99,4.5 out of 5 stars,PW-VG-01,In Stock.,2.6 ounces (,480,D'Addario Varigrip Adjustable Hand Exerciser,Sports & Outdoors,7%,B001OCGGEM,https://www.amazon.com/DAddario-Varigrip-Adjustable-Hand-Exerciser/product-reviews/B001OCGGEM/ref=cm_cr_dp_qt_see_all_top/162-3922066-1601716?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,21%,3%,"Fast, FREE Shipping",https://www.amazon.com/Aottop-Hand-Strengtheners/dp/B01MT5XDZJ?_encoding=UTF8&psc=1,4.5 out of 5 stars,,". . Develops and maintains the strength and dexterity of your fingers, hands and forearms. Variable tension provides customized conditioning for individual fingers. Reversible molded grip uncovers simulated strings to help develop and maintain finger calluses for string musicians. Perfect tool for pre-show warm-ups and maintaining conditioning when away from your instrument. The ultimate conditioning tool for all musicians. ",1%,68%,1.1 x 5.2 x 8.1 inches
,,,,,,244,Runner's World,Magazine Subscriptions,10%,,https://www.amazon.com/Rodale-Inc-Runners-World/product-reviews/B001TP73UK/ref=cm_cr_dp_qt_see_all_top/157-4387841-9161206?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,4%,,https://www.amazon.com/Rodale-Inc-Runners-World/dp/B001TP73UK?_encoding=UTF8&psc=1,4.3 out of 5 stars,$54.00,,6%,65%,
,,,,,,"1,173",The Family Handyman,Magazine Subscriptions,5%,,https://www.amazon.com/Readers-Digest-Association-Family-Handyman/product-reviews/B00005N7Q1/ref=cm_cr_dp_qt_see_all_top/152-8800270-6071928?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,13%,3%,,https://www.amazon.com/Readers-Digest-Association-Family-Handyman/dp/B00005N7Q1?_encoding=UTF8&psc=1,4.5 out of 5 stars,$39.90,,5%,74%,
72 answered questions,$16.59,4.3 out of 5 stars,726005,In Stock.,1.5 pounds (,606,"HydroDynamics Clonex Rooting Gel, 100 ml","Patio, Lawn & Garden",6%,B004Q3NN4W,https://www.amazon.com/HydroDynamics-Clonex-Rooting-Gel-100/product-reviews/B004Q3NN4W/ref=cm_cr_dp_qt_see_all_top/161-7360410-7629632?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,5%,"Fast, FREE Shipping",https://www.amazon.com/HydroDynamics-Clonex-Rooting-Gel-100/dp/B004Q3NN4W?_encoding=UTF8&psc=1,4.3 out of 5 stars,$22.99,". . Remains in contact with the stem, sealing the cut tissue and supplying the hormones needed to promote root cell development and vitamins to protect the delicate new root tissue. Full spectrum of mineral nutrients and trace elements to nourish young roots. This product in made in United States. ",8%,71%,1.9 x 1.9 x 3.7 inches
,,,,,,143,Inc. [Print + Kindle],Magazine Subscriptions,6%,,https://www.amazon.com/Mansueto-Ventures-LLC-Print-Kindle/product-reviews/B002GCU2S0/ref=cm_cr_dp_qt_see_all_top/164-9076458-6568860?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,20%,3%,,https://www.amazon.com/Mansueto-Ventures-LLC-Print-Kindle/dp/B002GCU2S0?_encoding=UTF8&psc=1,4.2 out of 5 stars,$49.90,,9%,62%,
,,,,,,85,W,Magazine Subscriptions,7%,,https://www.amazon.com/Cond%C3%A9-Nast-Publications-W/product-reviews/B001U5SPKQ/ref=cm_cr_dp_qt_see_all_top/156-0716994-6090521?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,22%,11%,,https://www.amazon.com/Cond%C3%A9-Nast-Publications-W/dp/B001U5SPKQ?_encoding=UTF8&psc=1,3.7 out of 5 stars,$119.76,,15%,45%,
,,,,,,30,Martha Stewart Weddings,Magazine Subscriptions,10%,,https://www.amazon.com/Meredith-Martha-Stewart-Weddings/product-reviews/B002PXW1LQ/ref=cm_cr_dp_qt_see_all_top/165-6759449-4134055?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,4%,,https://www.amazon.com/Meredith-Martha-Stewart-Weddings/dp/B002PXW1LQ?_encoding=UTF8&psc=1,4.3 out of 5 stars,$23.80,,3%,73%,
,,,,,,120,Fast Company [Print + Kindle],Magazine Subscriptions,9%,,https://www.amazon.com/Mansueto-Ventures-LLC-Company-Kindle/product-reviews/B002GCU2SA/ref=cm_cr_dp_qt_see_all_top/151-8906112-9411522?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,14%,10%,,https://www.amazon.com/Mansueto-Ventures-LLC-Company-Kindle/dp/B002GCU2SA?_encoding=UTF8&psc=1,3.7 out of 5 stars,$49.90,,18%,49%,
